"GEO_ID","NAME","B25101_001E","B25101_001M","B25101_001MA","B25101_001EA","B25101_002E","B25101_002M","B25101_002MA","B25101_002EA","B25101_003E","B25101_003EA","B25101_003M","B25101_003MA","B25101_004E","B25101_004EA","B25101_004M","B25101_004MA","B25101_005E","B25101_005EA","B25101_005M","B25101_005MA","B25101_006E","B25101_006M","B25101_006MA","B25101_006EA","B25101_007E","B25101_007M","B25101_007MA","B25101_007EA","B25101_008E","B25101_008M","B25101_008MA","B25101_008EA","B25101_009E","B25101_009EA","B25101_009M","B25101_009MA","B25101_010E","B25101_010EA","B25101_010M","B25101_010MA","B25101_011E","B25101_011EA","B25101_011M","B25101_011MA","B25101_012E","B25101_012M","B25101_012MA","B25101_012EA","B25101_013E","B25101_013M","B25101_013MA","B25101_013EA","B25101_014E","B25101_014EA","B25101_014M","B25101_014MA","B25101_015E","B25101_015EA","B25101_015M","B25101_015MA","B25101_016E","B25101_016EA","B25101_016M","B25101_016MA","B25101_017E","B25101_017M","B25101_017MA","B25101_017EA","B25101_018E","B25101_018M","B25101_018MA","B25101_018EA","B25101_019E","B25101_019M","B25101_019MA","B25101_019EA","B25101_020E","B25101_020EA","B25101_020M","B25101_020MA","B25101_021E","B25101_021EA","B25101_021M","B25101_021MA","B25101_022E","B25101_022EA","B25101_022M","B25101_022MA","B25101_023E","B25101_023M","B25101_023MA","B25101_023EA","B25101_024E","B25101_024M","B25101_024MA","B25101_024EA","B25101_025E","B25101_025EA","B25101_025M","B25101_025MA","B25101_026E","B25101_026EA","B25101_026M","B25101_026MA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028M","B25101_028MA","B25101_028EA","B25101_029E","B25101_029M","B25101_029MA","B25101_029EA","B25101_030E","B25101_030EA","B25101_030M","B25101_030MA","B25101_031E","B25101_031EA","B25101_031M","B25101_031MA","B25101_032E","B25101_032EA","B25101_032M","B25101_032MA","B25101_033E","B25101_033EA","B25101_033M","B25101_033MA","B25101_034E","B25101_034M","B25101_034MA","B25101_034EA","B25101_035E","B25101_035M","B25101_035MA","B25101_035EA","B25101_036E","B25101_036EA","B25101_036M","B25101_036MA","B25101_037E","B25101_037EA","B25101_037M","B25101_037MA","B25101_038E","B25101_038EA","B25101_038M","B25101_038MA","B25101_039E","B25101_039M","B25101_039MA","B25101_039EA","B25101_040E","B25101_040M","B25101_040MA","B25101_040EA","B25101_041E","B25101_041M","B25101_041MA","B25101_041EA","B25101_042E","B25101_042EA","B25101_042M","B25101_042MA","B25101_043E","B25101_043EA","B25101_043M","B25101_043MA","B25101_044E","B25101_044EA","B25101_044M","B25101_044MA","B25101_045E","B25101_045M","B25101_045MA","B25101_045EA",
"0500000US48453","Travis County, Texas","223202","4656","null","null","155971","4106","null","null","5994","null","1315","null","0","null","211","null","72","null","113","null","5922","1320","null","null","8220","1584","null","null","0","211","null","null","472","null","295","null","7748","null","1562","null","14049","null","1870","null","788","414","null","null","2512","780","null","null","10749","null","1552","null","24552","null","2647","null","3001","null","856","null","10606","1639","null","null","10945","2132","null","null","102115","3438","null","null","61183","null","3519","null","30020","null","2366","null","10912","null","1665","null","1041","667","null","null","67231","3092","null","null","8858","null","1637","null","944","null","637","null","1325","null","587","null","6589","1247","null","null","7765","1286","null","null","2886","null","723","null","2539","null","680","null","2340","null","748","null","7792","null","1211","null","4619","899","null","null","2185","768","null","null","988","null","464","null","12215","null","1327","null","10872","null","1259","null","884","422","null","null","459","343","null","null","29384","2105","null","null","28173","null","2050","null","636","null","344","null","575","null","384","null","1217","614","null","null",
"0500000US48469","Victoria County, Texas","21197","1117","null","null","10319","1083","null","null","581","null","318","null","0","null","211","null","0","null","211","null","581","318","null","null","584","340","null","null","0","211","null","null","40","null","64","null","544","null","338","null","1359","null","499","null","189","183","null","null","671","357","null","null","499","null","336","null","1928","null","567","null","711","null","340","null","944","378","null","null","273","238","null","null","5867","863","null","null","4576","null","779","null","1115","null","469","null","176","null","213","null","0","211","null","null","10878","1100","null","null","1544","null","453","null","455","null","229","null","282","null","213","null","807","310","null","null","2293","507","null","null","1499","null","446","null","638","null","310","null","156","null","172","null","1519","null","490","null","1404","501","null","null","95","108","null","null","20","null","33","null","1559","null","550","null","1559","null","550","null","0","211","null","null","0","211","null","null","3926","712","null","null","3926","null","712","null","0","null","211","null","0","null","211","null","37","50","null","null",
"0500000US48471","Walker County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US48479","Webb County, Texas","43107","1792","null","null","24386","1399","null","null","2579","null","783","null","0","null","211","null","25","null","42","null","2554","775","null","null","3010","784","null","null","14","25","null","null","301","null","256","null","2695","null","749","null","3388","null","898","null","368","273","null","null","1248","425","null","null","1772","null","718","null","5893","null","1050","null","1572","null","594","null","2829","788","null","null","1492","635","null","null","9107","1119","null","null","6091","null","1071","null","2704","null","916","null","312","null","206","null","409","340","null","null","18721","1703","null","null","4188","null","812","null","808","null","299","null","1147","null","461","null","2233","560","null","null","3519","792","null","null","1908","null","585","null","1051","null","465","null","560","null","350","null","3273","null","747","null","2912","718","null","null","335","299","null","null","26","null","41","null","2536","null","640","null","2259","null","583","null","108","139","null","null","169","270","null","null","4772","989","null","null","4772","null","989","null","0","null","211","null","0","null","211","null","433","307","null","null",
"0500000US48485","Wichita County, Texas","29804","1833","null","null","15850","1794","null","null","1254","null","531","null","0","null","211","null","38","null","61","null","1216","528","null","null","1386","512","null","null","95","96","null","null","175","null","164","null","1116","null","488","null","2920","null","939","null","214","243","null","null","1830","659","null","null","876","null","567","null","3796","null","920","null","1544","null","533","null","1637","569","null","null","615","479","null","null","6494","1080","null","null","5139","null","1047","null","1170","null","470","null","185","null","195","null","0","211","null","null","13954","1237","null","null","3161","null","837","null","796","null","364","null","561","null","301","null","1804","712","null","null","2799","733","null","null","1628","null","661","null","872","null","430","null","299","null","221","null","1960","null","564","null","1767","526","null","null","130","144","null","null","63","null","106","null","1802","null","447","null","1680","null","454","null","77","94","null","null","45","77","null","null","4055","789","null","null","4001","null","794","null","54","null","90","null","0","null","211","null","177","197","null","null",
"0500000US48491","Williamson County, Texas","110714","3190","null","null","80534","3306","null","null","3159","null","960","null","0","null","211","null","152","null","158","null","3007","973","null","null","4016","930","null","null","68","82","null","null","39","null","53","null","3909","null","930","null","5711","null","1081","null","349","208","null","null","1386","497","null","null","3976","null","879","null","14026","null","1678","null","2281","null","624","null","7281","1241","null","null","4464","915","null","null","53226","3276","null","null","32783","null","2689","null","17810","null","2154","null","2633","null","664","null","396","386","null","null","30180","2227","null","null","2487","null","760","null","179","null","211","null","238","null","180","null","2070","604","null","null","3480","880","null","null","918","null","365","null","1705","null","649","null","857","null","389","null","4326","null","1087","null","2593","906","null","null","1328","511","null","null","405","null","310","null","5711","null","922","null","5372","null","933","null","187","179","null","null","152","161","null","null","13765","1945","null","null","13716","null","1944","null","49","null","82","null","0","null","211","null","411","322","null","null",
"0500000US49005","Cache County, Utah","22967","926","null","null","15217","1027","null","null","468","null","218","null","0","null","184","null","0","null","184","null","468","218","null","null","1522","455","null","null","0","184","null","null","147","null","199","null","1375","null","404","null","1432","null","397","null","53","80","null","null","470","182","null","null","909","null","301","null","4970","null","864","null","1331","null","480","null","2532","656","null","null","1107","557","null","null","6825","760","null","null","5002","null","709","null","1500","null","368","null","323","null","232","null","0","184","null","null","7750","757","null","null","840","null","301","null","211","null","163","null","212","null","130","null","417","209","null","null","1116","330","null","null","851","null","271","null","186","null","164","null","79","null","91","null","1669","null","551","null","1669","551","null","null","0","184","null","null","0","null","184","null","1930","null","422","null","1917","null","422","null","13","22","null","null","0","184","null","null","2172","469","null","null","2172","null","469","null","0","null","184","null","0","null","184","null","23","40","null","null",
"0500000US49011","Davis County, Utah","76318","1918","null","null","55910","2490","null","null","1577","null","639","null","0","null","184","null","0","null","184","null","1577","639","null","null","4079","1010","null","null","225","209","null","null","682","null","494","null","3172","null","897","null","4160","null","877","null","209","180","null","null","1100","366","null","null","2851","null","802","null","13990","null","1715","null","2754","null","718","null","6537","1232","null","null","4699","1257","null","null","31917","1999","null","null","20846","null","1744","null","9162","null","1286","null","1909","null","619","null","187","268","null","null","20408","1911","null","null","2462","null","636","null","300","null","227","null","603","null","278","null","1559","579","null","null","2912","831","null","null","2191","null","776","null","335","null","213","null","386","null","258","null","2639","null","694","null","2522","682","null","null","117","192","null","null","0","null","184","null","3721","null","687","null","3721","null","687","null","0","184","null","null","0","184","null","null","8637","1384","null","null","8637","null","1384","null","0","null","184","null","0","null","184","null","37","62","null","null",
"0500000US49035","Salt Lake County, Utah","235271","4056","null","null","174419","4335","null","null","5242","null","979","null","84","null","98","null","187","null","157","null","4971","965","null","null","12274","1620","null","null","365","228","null","null","1484","null","524","null","10425","null","1589","null","17064","null","1948","null","1139","549","null","null","3888","938","null","null","12037","null","1505","null","40389","null","2921","null","9062","null","1665","null","17719","1921","null","null","13608","1917","null","null","98625","3530","null","null","63145","null","3098","null","28515","null","2312","null","6965","null","1026","null","825","475","null","null","60852","2613","null","null","6765","null","1193","null","937","null","320","null","1867","null","652","null","3961","1006","null","null","8580","1175","null","null","5138","null","860","null","2698","null","863","null","744","null","352","null","8282","null","1224","null","7284","1078","null","null","822","461","null","null","176","null","176","null","11554","null","1306","null","11119","null","1248","null","246","183","null","null","189","190","null","null","24651","1738","null","null","24527","null","1735","null","124","null","121","null","0","null","184","null","1020","538","null","null",
"0500000US49049","Utah County, Utah","101258","2010","null","null","76090","2234","null","null","2547","null","668","null","0","null","184","null","131","null","208","null","2416","617","null","null","4210","760","null","null","26","43","null","null","707","null","278","null","3477","null","726","null","9066","null","1117","null","779","330","null","null","2479","619","null","null","5808","null","908","null","18427","null","1555","null","3489","null","877","null","8265","1087","null","null","6673","982","null","null","41312","1985","null","null","25153","null","1635","null","13234","null","1193","null","2925","null","675","null","528","455","null","null","25168","1349","null","null","2870","null","632","null","843","null","329","null","776","null","278","null","1251","486","null","null","3781","618","null","null","2693","null","561","null","833","null","430","null","255","null","165","null","3413","null","591","null","3288","577","null","null","125","112","null","null","0","null","184","null","5177","null","772","null","5177","null","772","null","0","184","null","null","0","184","null","null","9798","912","null","null","9798","null","912","null","0","null","184","null","0","null","184","null","129","125","null","null",
"0500000US49053","Washington County, Utah","33987","1984","null","null","21441","1846","null","null","989","null","411","null","0","null","184","null","0","null","184","null","989","411","null","null","2502","845","null","null","319","334","null","null","120","null","101","null","2063","null","792","null","3577","null","897","null","275","241","null","null","1559","814","null","null","1743","null","637","null","5951","null","1257","null","1510","null","698","null","3122","980","null","null","1319","581","null","null","8422","1504","null","null","5560","null","1291","null","2059","null","658","null","803","null","504","null","0","184","null","null","12546","1366","null","null","1884","null","673","null","404","null","374","null","624","null","461","null","856","521","null","null","2906","633","null","null","2063","null","563","null","685","null","386","null","158","null","150","null","2193","null","746","null","2063","716","null","null","130","151","null","null","0","null","184","null","2560","null","756","null","2494","null","766","null","66","85","null","null","0","184","null","null","2751","812","null","null","2751","null","812","null","0","null","184","null","0","null","184","null","252","394","null","null",
"0500000US49057","Weber County, Utah","58296","1969","null","null","41019","1933","null","null","1509","null","567","null","30","null","52","null","0","null","184","null","1479","564","null","null","3554","978","null","null","25","43","null","null","618","null","346","null","2911","null","881","null","5036","null","957","null","510","337","null","null","2344","721","null","null","2182","null","662","null","10909","null","1495","null","3380","null","827","null","4726","1009","null","null","2803","983","null","null","19956","1719","null","null","14094","null","1648","null","5021","null","1087","null","841","null","410","null","55","88","null","null","17277","1512","null","null","2207","null","696","null","212","null","145","null","601","null","289","null","1394","640","null","null","2040","590","null","null","1110","null","409","null","828","null","406","null","102","null","166","null","2940","null","747","null","2851","763","null","null","89","102","null","null","0","null","184","null","3756","null","771","null","3637","null","756","null","119","195","null","null","0","184","null","null","6300","1067","null","null","6300","null","1067","null","0","null","184","null","0","null","184","null","34","56","null","null",
"0500000US50007","Chittenden County, Vermont","41083","1615","null","null","27704","1945","null","null","546","null","274","null","0","null","147","null","0","null","147","null","546","274","null","null","1772","523","null","null","0","147","null","null","0","null","147","null","1772","null","523","null","2481","null","697","null","40","71","null","null","495","287","null","null","1946","null","635","null","5224","null","1184","null","609","null","311","null","2341","855","null","null","2274","637","null","null","17650","1845","null","null","10367","null","1424","null","5556","null","1109","null","1727","null","635","null","31","53","null","null","13379","1441","null","null","1869","null","627","null","253","null","359","null","41","null","69","null","1575","482","null","null","1749","624","null","null","389","null","396","null","362","null","229","null","998","null","360","null","2212","null","672","null","1279","415","null","null","477","287","null","null","456","null","415","null","2416","null","677","null","2228","null","684","null","154","162","null","null","34","59","null","null","5075","920","null","null","4987","null","922","null","64","null","105","null","24","null","41","null","58","92","null","null",
"0500000US51003","Albemarle County, Virginia","23951","1602","null","null","15583","1295","null","null","720","null","385","null","0","null","195","null","0","null","195","null","720","385","null","null","630","386","null","null","0","195","null","null","71","null","119","null","559","null","348","null","1532","null","539","null","20","36","null","null","622","397","null","null","890","null","395","null","2248","null","604","null","366","null","242","null","1062","464","null","null","820","383","null","null","10184","1275","null","null","6981","null","1104","null","2291","null","648","null","912","null","453","null","269","382","null","null","8368","1369","null","null","915","null","413","null","68","null","84","null","159","null","165","null","688","342","null","null","967","489","null","null","587","null","369","null","380","null","313","null","0","null","195","null","1285","null","568","null","1078","530","null","null","170","197","null","null","37","null","58","null","1669","null","596","null","1630","null","594","null","0","195","null","null","39","36","null","null","3460","786","null","null","3460","null","786","null","0","null","195","null","0","null","195","null","72","118","null","null",
"0500000US51013","Arlington County, Virginia","44566","2169","null","null","33405","2132","null","null","397","null","288","null","0","null","195","null","0","null","195","null","397","288","null","null","1014","507","null","null","0","195","null","null","47","null","56","null","967","null","508","null","535","null","306","null","0","195","null","null","0","195","null","null","535","null","306","null","2491","null","708","null","231","null","249","null","834","412","null","null","1426","483","null","null","28968","2005","null","null","15347","null","1777","null","10045","null","1343","null","3576","null","753","null","0","195","null","null","11161","1273","null","null","860","null","451","null","0","null","195","null","46","null","80","null","814","433","null","null","643","368","null","null","175","null","188","null","101","null","125","null","367","null","286","null","1234","null","501","null","249","155","null","null","648","375","null","null","337","null","350","null","1990","null","591","null","1357","null","573","null","510","347","null","null","123","116","null","null","6402","1079","null","null","6265","null","1092","null","137","null","159","null","0","null","195","null","32","55","null","null",
"0500000US51015","Augusta County, Virginia","22613","1248","null","null","14634","1412","null","null","903","null","549","null","0","null","195","null","0","null","195","null","903","549","null","null","1505","649","null","null","46","77","null","null","110","null","140","null","1349","null","630","null","1438","null","521","null","123","164","null","null","370","228","null","null","945","null","393","null","3872","null","904","null","960","null","392","null","2129","839","null","null","783","468","null","null","6826","1063","null","null","4950","null","955","null","1539","null","570","null","337","null","265","null","90","151","null","null","7979","1070","null","null","2027","null","779","null","547","null","331","null","718","null","438","null","762","441","null","null","860","315","null","null","575","null","262","null","246","null","209","null","39","null","60","null","1199","null","544","null","1199","544","null","null","0","195","null","null","0","null","195","null","1555","null","600","null","1555","null","600","null","0","195","null","null","0","195","null","null","2338","669","null","null","2338","null","669","null","0","null","195","null","0","null","195","null","0","195","null","null",
"0500000US51019","Bedford County, Virginia","24950","1257","null","null","14407","1183","null","null","843","null","435","null","0","null","195","null","0","null","195","null","843","435","null","null","992","439","null","null","43","75","null","null","275","null","282","null","674","null","348","null","2219","null","651","null","450","314","null","null","1099","523","null","null","670","null","384","null","3274","null","717","null","1129","null","458","null","1389","554","null","null","756","372","null","null","6929","1067","null","null","5351","null","936","null","1578","null","508","null","0","null","195","null","150","116","null","null","10543","1289","null","null","1580","null","598","null","596","null","450","null","89","null","110","null","895","426","null","null","1716","487","null","null","1473","null","441","null","181","null","162","null","62","null","101","null","1132","null","480","null","1069","461","null","null","33","55","null","null","30","null","50","null","2711","null","722","null","2658","null","736","null","53","95","null","null","0","195","null","null","3162","801","null","null","3162","null","801","null","0","null","195","null","0","null","195","null","242","217","null","null",
"0500000US51041","Chesterfield County, Virginia","89626","2494","null","null","69622","2804","null","null","2316","null","737","null","44","null","74","null","0","null","195","null","2272","741","null","null","4751","1001","null","null","0","195","null","null","315","null","226","null","4436","null","989","null","7572","null","1381","null","447","284","null","null","2850","1047","null","null","4275","null","974","null","13025","null","1659","null","2570","null","723","null","5624","1231","null","null","4831","999","null","null","41799","2397","null","null","28796","null","1933","null","10985","null","1255","null","2018","null","628","null","159","182","null","null","20004","1542","null","null","2016","null","700","null","480","null","253","null","369","null","226","null","1167","605","null","null","2946","775","null","null","1675","null","488","null","975","null","592","null","296","null","211","null","2331","null","707","null","1981","681","null","null","242","179","null","null","108","null","118","null","4061","null","929","null","4061","null","929","null","0","195","null","null","0","195","null","null","8463","1137","null","null","8463","null","1137","null","0","null","195","null","0","null","195","null","187","168","null","null",
"0500000US51059","Fairfax County, Virginia","263530","4287","null","null","207871","3952","null","null","4101","null","818","null","0","null","195","null","0","null","195","null","4101","818","null","null","5814","1142","null","null","62","101","null","null","314","null","214","null","5438","null","1107","null","6917","null","1084","null","78","109","null","null","892","407","null","null","5947","null","1022","null","19356","null","1932","null","1580","null","501","null","3945","827","null","null","13831","1796","null","null","171164","3907","null","null","91990","null","3622","null","54596","null","2684","null","24578","null","2341","null","519","403","null","null","55659","2555","null","null","3474","null","670","null","260","null","206","null","92","null","108","null","3122","638","null","null","4481","819","null","null","742","null","293","null","1068","null","364","null","2671","null","600","null","3848","null","787","null","2290","629","null","null","1354","441","null","null","204","null","149","null","7633","null","912","null","6213","null","754","null","1341","473","null","null","79","92","null","null","35981","2118","null","null","35448","null","2101","null","281","null","197","null","252","null","211","null","242","157","null","null",
"0500000US51061","Fauquier County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US51069","Frederick County, Virginia","22538","1537","null","null","17046","1522","null","null","590","null","280","null","63","null","106","null","0","null","195","null","527","254","null","null","1871","726","null","null","84","99","null","null","102","null","108","null","1685","null","690","null","1554","null","648","null","64","93","null","null","631","476","null","null","859","null","463","null","2664","null","756","null","766","null","417","null","762","389","null","null","1136","442","null","null","10367","1108","null","null","6840","null","1217","null","2689","null","687","null","838","null","317","null","0","195","null","null","5492","771","null","null","1045","null","408","null","203","null","232","null","190","null","195","null","652","319","null","null","1335","516","null","null","997","null","423","null","214","null","203","null","124","null","136","null","889","null","487","null","889","487","null","null","0","195","null","null","0","null","195","null","1073","null","393","null","1033","null","377","null","40","69","null","null","0","195","null","null","1080","426","null","null","1080","null","426","null","0","null","195","null","0","null","195","null","70","120","null","null",
"0500000US51085","Hanover County, Virginia","29860","1389","null","null","19616","1405","null","null","383","null","237","null","0","null","195","null","0","null","195","null","383","237","null","null","668","303","null","null","0","195","null","null","75","null","124","null","593","null","261","null","1293","null","427","null","74","121","null","null","296","226","null","null","923","null","358","null","2671","null","581","null","596","null","303","null","1045","429","null","null","1030","419","null","null","14575","1278","null","null","9512","null","1231","null","3873","null","732","null","1190","null","448","null","26","42","null","null","10244","1191","null","null","588","null","297","null","0","null","195","null","70","null","81","null","518","288","null","null","1367","487","null","null","624","null","308","null","524","null","322","null","219","null","218","null","1406","null","413","null","1284","398","null","null","122","122","null","null","0","null","195","null","2280","null","600","null","2280","null","600","null","0","195","null","null","0","195","null","null","4583","952","null","null","4583","null","952","null","0","null","195","null","0","null","195","null","20","34","null","null",
"0500000US51087","Henrico County, Virginia","77005","2540","null","null","58109","2619","null","null","2575","null","856","null","0","null","195","null","53","null","90","null","2522","857","null","null","5101","908","null","null","85","146","null","null","367","null","254","null","4649","null","882","null","5859","null","1242","null","531","278","null","null","1765","704","null","null","3563","null","884","null","10470","null","1556","null","1893","null","631","null","4457","907","null","null","4120","1095","null","null","33932","2376","null","null","23636","null","2220","null","7891","null","1183","null","2405","null","478","null","172","160","null","null","18896","1517","null","null","2169","null","742","null","427","null","219","null","536","null","339","null","1206","584","null","null","2263","574","null","null","1059","null","399","null","848","null","338","null","356","null","234","null","3629","null","755","null","3011","668","null","null","467","294","null","null","151","null","153","null","3368","null","770","null","3182","null","771","null","186","211","null","null","0","195","null","null","7351","1097","null","null","7290","null","1099","null","61","null","100","null","0","null","195","null","116","144","null","null",
"0500000US51095","James City County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US51107","Loudoun County, Virginia","89443","2158","null","null","77082","2307","null","null","1050","null","474","null","0","null","195","null","0","null","195","null","1050","474","null","null","1396","464","null","null","46","76","null","null","143","null","111","null","1207","null","428","null","3307","null","972","null","36","62","null","null","167","154","null","null","3104","null","960","null","5767","null","963","null","685","null","287","null","1144","392","null","null","3938","805","null","null","65436","2279","null","null","32556","null","2238","null","21156","null","1877","null","11724","null","1488","null","126","153","null","null","12361","1189","null","null","989","null","409","null","13","null","23","null","98","null","117","null","878","374","null","null","703","274","null","null","141","null","107","null","279","null","177","null","283","null","163","null","713","null","330","null","456","273","null","null","221","149","null","null","36","null","59","null","1785","null","539","null","1539","null","487","null","182","167","null","null","64","106","null","null","7877","1066","null","null","7835","null","1065","null","42","null","71","null","0","null","195","null","294","334","null","null",
"0500000US51121","Montgomery County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US51153","Prince William County, Virginia","99706","3027","null","null","84219","3054","null","null","1755","null","613","null","0","null","195","null","0","null","195","null","1755","613","null","null","2530","669","null","null","70","112","null","null","281","null","257","null","2179","null","643","null","5759","null","1098","null","89","146","null","null","250","317","null","null","5420","null","1072","null","12614","null","1803","null","1165","null","569","null","3703","845","null","null","7746","1398","null","null","61561","2777","null","null","32353","null","2371","null","21473","null","1892","null","7735","null","1153","null","0","195","null","null","15487","1744","null","null","1013","null","417","null","25","null","43","null","155","null","131","null","833","372","null","null","1378","561","null","null","388","null","232","null","614","null","316","null","376","null","324","null","2451","null","797","null","1388","550","null","null","860","623","null","null","203","null","331","null","2619","null","675","null","2565","null","661","null","54","67","null","null","0","195","null","null","7931","1164","null","null","7805","null","1142","null","126","null","176","null","0","null","195","null","95","112","null","null",
"0500000US51161","Roanoke County, Virginia","27675","1580","null","null","16947","1570","null","null","798","null","418","null","104","null","166","null","64","null","106","null","630","356","null","null","1077","490","null","null","0","195","null","null","87","null","104","null","990","null","474","null","1971","null","578","null","441","233","null","null","368","291","null","null","1162","null","423","null","4649","null","963","null","1133","null","575","null","2561","662","null","null","955","398","null","null","8365","1075","null","null","6365","null","880","null","1725","null","564","null","275","null","221","null","87","101","null","null","10728","1090","null","null","1464","null","460","null","144","null","142","null","1052","null","423","null","268","210","null","null","1484","454","null","null","1297","null","463","null","187","null","195","null","0","null","195","null","1885","null","522","null","1722","496","null","null","163","156","null","null","0","null","195","null","2514","null","686","null","2459","null","669","null","55","92","null","null","0","195","null","null","3313","663","null","null","3313","null","663","null","0","null","195","null","0","null","195","null","68","113","null","null",
"0500000US51165","Rockingham County, Virginia","21944","1049","null","null","13218","1041","null","null","619","null","286","null","0","null","195","null","142","null","144","null","477","249","null","null","726","344","null","null","130","226","null","null","94","null","90","null","502","null","267","null","1319","null","444","null","112","113","null","null","519","223","null","null","688","null","333","null","3943","null","767","null","977","null","441","null","2265","657","null","null","701","411","null","null","6566","968","null","null","4819","null","872","null","1192","null","605","null","555","null","347","null","45","74","null","null","8726","912","null","null","1400","null","475","null","184","null","123","null","481","null","346","null","735","318","null","null","1596","484","null","null","1425","null","465","null","101","null","125","null","70","null","81","null","1721","null","533","null","1646","527","null","null","36","60","null","null","39","null","47","null","1655","null","499","null","1655","null","499","null","0","195","null","null","0","195","null","null","2354","524","null","null","2354","null","524","null","0","null","195","null","0","null","195","null","0","195","null","null",
"0500000US51177","Spotsylvania County, Virginia","31708","1416","null","null","25419","1357","null","null","981","null","407","null","0","null","195","null","0","null","195","null","981","407","null","null","1433","504","null","null","66","82","null","null","140","null","102","null","1227","null","509","null","2415","null","605","null","197","166","null","null","607","352","null","null","1611","null","537","null","4214","null","759","null","736","null","390","null","1771","469","null","null","1707","584","null","null","16376","1361","null","null","9947","null","1022","null","4789","null","1047","null","1640","null","559","null","0","195","null","null","6289","863","null","null","714","null","325","null","97","null","97","null","132","null","134","null","485","261","null","null","715","337","null","null","279","null","211","null","310","null","165","null","126","null","188","null","977","null","366","null","869","357","null","null","108","106","null","null","0","null","195","null","945","null","414","null","891","null","397","null","0","195","null","null","54","90","null","null","2909","582","null","null","2909","null","582","null","0","null","195","null","0","null","195","null","29","49","null","null",
"0500000US51179","Stafford County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
