"Label (Grouping)","HOUSING OCCUPANCY","HOUSING OCCUPANCY!!Total housing units","HOUSING OCCUPANCY!!Total housing units!!Occupied housing units","HOUSING OCCUPANCY!!Total housing units!!Vacant housing units","HOUSING OCCUPANCY!!Homeowner vacancy rate","HOUSING OCCUPANCY!!Rental vacancy rate","UNITS IN STRUCTURE","UNITS IN STRUCTURE!!Total housing units","UNITS IN STRUCTURE!!Total housing units!!1-unit, detached","UNITS IN STRUCTURE!!Total housing units!!1-unit, attached","UNITS IN STRUCTURE!!Total housing units!!2 units","UNITS IN STRUCTURE!!Total housing units!!3 or 4 units","UNITS IN STRUCTURE!!Total housing units!!5 to 9 units","UNITS IN STRUCTURE!!Total housing units!!10 to 19 units","UNITS IN STRUCTURE!!Total housing units!!20 or more units","UNITS IN STRUCTURE!!Total housing units!!Mobile home","UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc.","YEAR STRUCTURE BUILT","YEAR STRUCTURE BUILT!!Total housing units","YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 or later","YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009","YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999","YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989","YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979","YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969","YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959","YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949","YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier","ROOMS","ROOMS!!Total housing units","ROOMS!!Total housing units!!1 room","ROOMS!!Total housing units!!2 rooms","ROOMS!!Total housing units!!3 rooms","ROOMS!!Total housing units!!4 rooms","ROOMS!!Total housing units!!5 rooms","ROOMS!!Total housing units!!6 rooms","ROOMS!!Total housing units!!7 rooms","ROOMS!!Total housing units!!8 rooms","ROOMS!!Total housing units!!9 rooms or more","ROOMS!!Total housing units!!Median rooms","BEDROOMS","BEDROOMS!!Total housing units","BEDROOMS!!Total housing units!!No bedroom","BEDROOMS!!Total housing units!!1 bedroom","BEDROOMS!!Total housing units!!2 bedrooms","BEDROOMS!!Total housing units!!3 bedrooms","BEDROOMS!!Total housing units!!4 bedrooms","BEDROOMS!!Total housing units!!5 or more bedrooms","HOUSING TENURE","HOUSING TENURE!!Occupied housing units","HOUSING TENURE!!Occupied housing units!!Owner-occupied","HOUSING TENURE!!Occupied housing units!!Renter-occupied","HOUSING TENURE!!Average household size of owner-occupied unit","HOUSING TENURE!!Average household size of renter-occupied unit","YEAR HOUSEHOLDER MOVED INTO UNIT","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 or later","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1980 to 1989","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1970 to 1979","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1969 or earlier","VEHICLES AVAILABLE","VEHICLES AVAILABLE!!Occupied housing units","VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available","VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available","HOUSE HEATING FUEL","HOUSE HEATING FUEL!!Occupied housing units","HOUSE HEATING FUEL!!Occupied housing units!!Utility gas","HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas","HOUSE HEATING FUEL!!Occupied housing units!!Electricity","HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc.","HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke","HOUSE HEATING FUEL!!Occupied housing units!!Wood","HOUSE HEATING FUEL!!Occupied housing units!!Solar energy","HOUSE HEATING FUEL!!Occupied housing units!!Other fuel","HOUSE HEATING FUEL!!Occupied housing units!!No fuel used","SELECTED CHARACTERISTICS","SELECTED CHARACTERISTICS!!Occupied housing units","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available","OCCUPANTS PER ROOM","OCCUPANTS PER ROOM!!Occupied housing units","OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less","OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50","OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more","VALUE","VALUE!!Owner-occupied units","VALUE!!Owner-occupied units!!Less than $50,000","VALUE!!Owner-occupied units!!$50,000 to $99,999","VALUE!!Owner-occupied units!!$100,000 to $149,999","VALUE!!Owner-occupied units!!$150,000 to $199,999","VALUE!!Owner-occupied units!!$200,000 to $299,999","VALUE!!Owner-occupied units!!$300,000 to $499,999","VALUE!!Owner-occupied units!!$500,000 to $999,999","VALUE!!Owner-occupied units!!$1,000,000 or more","VALUE!!Owner-occupied units!!Median (dollars)","MORTGAGE STATUS","MORTGAGE STATUS!!Owner-occupied units","MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage","MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $300","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$300 to $499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $699","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$700 to $999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $100","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$100 to $199","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$200 to $299","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$300 to $399","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","GROSS RENT","GROSS RENT!!Occupied units paying rent","GROSS RENT!!Occupied units paying rent!!Less than $200","GROSS RENT!!Occupied units paying rent!!$200 to $299","GROSS RENT!!Occupied units paying rent!!$300 to $499","GROSS RENT!!Occupied units paying rent!!$500 to $749","GROSS RENT!!Occupied units paying rent!!$750 to $999","GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499","GROSS RENT!!Occupied units paying rent!!$1,500 or more","GROSS RENT!!Occupied units paying rent!!Median (dollars)","GROSS RENT!!No rent paid","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Not computed"
"    Estimate","","9,144,650","7,328,046","1,816,604","2.6","8.7","","9,144,650","4,932,149","557,451","205,364","360,053","484,492","544,299","1,212,919","837,729","10,194","","9,144,650","158,574","1,859,798","1,576,993","1,903,420","1,679,102","893,159","669,427","200,390","203,787","","9,144,650","159,916","199,444","951,113","2,024,503","2,199,590","1,601,677","937,252","543,760","527,395","5.1","","9,144,650","171,229","964,286","3,103,469","3,503,664","1,167,354","234,648","","7,328,046","4,693,821","2,634,225","2.63","2.71","","7,328,046","3,136,955","2,382,111","1,055,021","447,001","202,581","104,377","","7,328,046","506,200","3,020,867","2,799,821","1,001,158","","7,328,046","324,973","72,578","6,769,006","12,061","452","13,747","2,030","3,576","129,623","","7,328,046","17,423","44,407","213,805","","7,328,046","7,108,112","157,503","62,431","","4,693,821","525,082","844,958","743,401","744,211","859,554","637,096","248,820","90,699","162,700","","4,693,821","2,728,967","1,964,854","","2,728,967","9,120","52,055","169,546","483,846","871,467","536,218","606,715","1,364","1,964,854","31,808","170,366","289,885","326,300","1,146,495","454","","2,706,479","995,017","408,266","297,184","209,711","796,301","22,488","1,918,818","767,049","376,786","228,345","141,699","93,273","65,598","246,068","46,036","","2,511,244","23,927","43,947","89,637","388,009","704,513","864,549","396,662","1,003","122,981","","2,440,412","208,244","249,561","291,737","278,120","231,009","1,181,741","193,813"
"    Percent","","9,144,650","80.1%","19.9%","(X)","(X)","","9,144,650","53.9%","6.1%","2.2%","3.9%","5.3%","6.0%","13.3%","9.2%","0.1%","","9,144,650","1.7%","20.3%","17.2%","20.8%","18.4%","9.8%","7.3%","2.2%","2.2%","","9,144,650","1.7%","2.2%","10.4%","22.1%","24.1%","17.5%","10.2%","5.9%","5.8%","(X)","","9,144,650","1.9%","10.5%","33.9%","38.3%","12.8%","2.6%","","7,328,046","64.1%","35.9%","(X)","(X)","","7,328,046","42.8%","32.5%","14.4%","6.1%","2.8%","1.4%","","7,328,046","6.9%","41.2%","38.2%","13.7%","","7,328,046","4.4%","1.0%","92.4%","0.2%","0.0%","0.2%","0.0%","0.0%","1.8%","","7,328,046","0.2%","0.6%","2.9%","","7,328,046","97.0%","2.1%","0.9%","","4,693,821","11.2%","18.0%","15.8%","15.9%","18.3%","13.6%","5.3%","1.9%","(X)","","4,693,821","58.1%","41.9%","","2,728,967","0.3%","1.9%","6.2%","17.7%","31.9%","19.6%","22.2%","(X)","1,964,854","1.6%","8.7%","14.8%","16.6%","58.4%","(X)","","2,706,479","36.8%","15.1%","11.0%","7.7%","29.4%","(X)","1,918,818","40.0%","19.6%","11.9%","7.4%","4.9%","3.4%","12.8%","(X)","","2,511,244","1.0%","1.8%","3.6%","15.5%","28.1%","34.4%","15.8%","(X)","(X)","","2,440,412","8.5%","10.2%","12.0%","11.4%","9.5%","48.4%","(X)"
"Georgia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,151,387","3,587,521","563,866","2.3","8.2","","4,151,387","2,756,266","153,526","92,233","127,098","207,869","195,473","235,597","380,605","2,720","","4,151,387","83,829","950,875","885,297","697,283","585,054","385,768","257,391","120,879","185,011","","4,151,387","51,597","49,135","259,516","586,287","880,059","819,754","549,711","394,875","560,453","5.8","","4,151,387","55,210","312,909","951,687","1,796,763","762,498","272,320","","3,587,521","2,232,553","1,354,968","2.78","2.68","","3,587,521","1,456,522","1,176,509","518,184","212,157","136,571","87,578","","3,587,521","261,609","1,210,625","1,360,515","754,772","","3,587,521","1,443,221","176,341","1,908,078","5,777","690","35,844","332","2,971","14,267","","3,587,521","14,382","21,036","98,149","","3,587,521","3,502,401","67,171","17,949","","2,232,553","261,291","446,970","424,363","353,727","359,805","262,430","102,050","21,917","147,900","","2,232,553","1,492,541","740,012","","1,492,541","4,257","25,022","97,656","292,922","522,288","290,197","260,199","1,285","740,012","7,456","59,498","152,709","164,575","355,774","391","","1,482,710","671,526","221,143","151,705","103,075","335,261","9,831","726,024","332,177","134,591","83,724","48,503","28,805","22,124","76,100","13,988","","1,275,945","19,165","38,368","95,148","281,460","376,328","367,037","98,439","882","79,023","","1,235,929","141,420","154,907","154,647","141,242","114,379","529,334","119,039"
"    Percent","","4,151,387","86.4%","13.6%","(X)","(X)","","4,151,387","66.4%","3.7%","2.2%","3.1%","5.0%","4.7%","5.7%","9.2%","0.1%","","4,151,387","2.0%","22.9%","21.3%","16.8%","14.1%","9.3%","6.2%","2.9%","4.5%","","4,151,387","1.2%","1.2%","6.3%","14.1%","21.2%","19.7%","13.2%","9.5%","13.5%","(X)","","4,151,387","1.3%","7.5%","22.9%","43.3%","18.4%","6.6%","","3,587,521","62.2%","37.8%","(X)","(X)","","3,587,521","40.6%","32.8%","14.4%","5.9%","3.8%","2.4%","","3,587,521","7.3%","33.7%","37.9%","21.0%","","3,587,521","40.2%","4.9%","53.2%","0.2%","0.0%","1.0%","0.0%","0.1%","0.4%","","3,587,521","0.4%","0.6%","2.7%","","3,587,521","97.6%","1.9%","0.5%","","2,232,553","11.7%","20.0%","19.0%","15.8%","16.1%","11.8%","4.6%","1.0%","(X)","","2,232,553","66.9%","33.1%","","1,492,541","0.3%","1.7%","6.5%","19.6%","35.0%","19.4%","17.4%","(X)","740,012","1.0%","8.0%","20.6%","22.2%","48.1%","(X)","","1,482,710","45.3%","14.9%","10.2%","7.0%","22.6%","(X)","726,024","45.8%","18.5%","11.5%","6.7%","4.0%","3.0%","10.5%","(X)","","1,275,945","1.5%","3.0%","7.5%","22.1%","29.5%","28.8%","7.7%","(X)","(X)","","1,235,929","11.4%","12.5%","12.5%","11.4%","9.3%","42.8%","(X)"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","530,118","450,769","79,349","1.1","9.5","","530,118","281,159","45,578","12,899","26,776","36,087","28,281","98,229","1,030","79","","530,118","10,406","77,376","75,848","81,551","124,933","77,327","44,363","20,218","18,096","","530,118","21,274","41,637","78,796","113,334","108,623","69,560","43,978","25,249","27,667","4.6","","530,118","23,292","71,470","146,102","187,713","69,783","31,758","","450,769","255,375","195,394","3.21","2.84","","450,769","178,896","117,676","61,695","38,586","27,393","26,523","","450,769","36,888","153,610","164,961","95,310","","450,769","8,653","4,314","128,113","197","42","1,514","12,023","356","295,557","","450,769","2,350","6,249","10,256","","450,769","412,009","24,522","14,238","","255,375","4,724","5,024","6,423","7,484","27,329","68,383","111,143","24,865","528,000","","255,375","169,261","86,114","","169,261","170","2,032","3,049","8,666","25,963","33,760","95,621","2,173","86,114","1,470","5,859","10,732","12,836","55,217","488","","168,221","47,184","28,847","23,932","14,891","53,367","1,040","84,185","43,864","15,378","7,142","5,559","3,125","1,315","7,802","1,929","","182,357","1,963","3,600","5,136","11,982","20,866","52,741","86,069","1,448","13,037","","178,734","17,215","17,881","19,897","20,983","17,049","85,709","16,660"
"    Percent","","530,118","85.0%","15.0%","(X)","(X)","","530,118","53.0%","8.6%","2.4%","5.1%","6.8%","5.3%","18.5%","0.2%","0.0%","","530,118","2.0%","14.6%","14.3%","15.4%","23.6%","14.6%","8.4%","3.8%","3.4%","","530,118","4.0%","7.9%","14.9%","21.4%","20.5%","13.1%","8.3%","4.8%","5.2%","(X)","","530,118","4.4%","13.5%","27.6%","35.4%","13.2%","6.0%","","450,769","56.7%","43.3%","(X)","(X)","","450,769","39.7%","26.1%","13.7%","8.6%","6.1%","5.9%","","450,769","8.2%","34.1%","36.6%","21.1%","","450,769","1.9%","1.0%","28.4%","0.0%","0.0%","0.3%","2.7%","0.1%","65.6%","","450,769","0.5%","1.4%","2.3%","","450,769","91.4%","5.4%","3.2%","","255,375","1.8%","2.0%","2.5%","2.9%","10.7%","26.8%","43.5%","9.7%","(X)","","255,375","66.3%","33.7%","","169,261","0.1%","1.2%","1.8%","5.1%","15.3%","19.9%","56.5%","(X)","86,114","1.7%","6.8%","12.5%","14.9%","64.1%","(X)","","168,221","28.0%","17.1%","14.2%","8.9%","31.7%","(X)","84,185","52.1%","18.3%","8.5%","6.6%","3.7%","1.6%","9.3%","(X)","","182,357","1.1%","2.0%","2.8%","6.6%","11.4%","28.9%","47.2%","(X)","(X)","","178,734","9.6%","10.0%","11.1%","11.7%","9.5%","48.0%","(X)"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","685,098","591,587","93,511","2.1","5.2","","685,098","498,957","18,763","14,992","31,312","20,859","15,592","23,550","60,050","1,023","","685,098","17,480","146,043","132,317","77,088","133,078","45,052","47,223","28,870","57,947","","685,098","12,189","18,376","47,648","107,204","132,963","115,217","80,721","66,945","103,835","5.7","","685,098","13,153","50,502","165,837","273,944","125,327","56,335","","591,587","402,394","189,193","2.75","2.64","","591,587","243,031","198,293","80,823","33,890","22,405","13,145","","591,587","26,100","169,782","230,479","165,226","","591,587","303,196","27,837","194,895","10,243","476","48,610","167","4,811","1,352","","591,587","4,320","6,913","15,955","","591,587","575,418","13,257","2,912","","402,394","33,506","48,238","91,295","82,352","81,843","46,029","15,758","3,373","165,300","","402,394","264,640","137,754","","264,640","1,500","5,748","24,526","70,867","93,552","38,747","29,700","1,138","137,754","2,703","14,939","37,492","34,849","47,771","341","","262,567","117,385","44,740","28,751","17,913","53,778","2,073","136,485","70,420","24,323","13,229","9,308","5,569","2,627","11,009","1,269","","174,830","2,048","6,333","19,051","58,601","47,055","32,999","8,743","755","14,363","","169,549","23,226","25,144","23,009","18,848","14,205","65,117","19,644"
"    Percent","","685,098","86.4%","13.6%","(X)","(X)","","685,098","72.8%","2.7%","2.2%","4.6%","3.0%","2.3%","3.4%","8.8%","0.1%","","685,098","2.6%","21.3%","19.3%","11.3%","19.4%","6.6%","6.9%","4.2%","8.5%","","685,098","1.8%","2.7%","7.0%","15.6%","19.4%","16.8%","11.8%","9.8%","15.2%","(X)","","685,098","1.9%","7.4%","24.2%","40.0%","18.3%","8.2%","","591,587","68.0%","32.0%","(X)","(X)","","591,587","41.1%","33.5%","13.7%","5.7%","3.8%","2.2%","","591,587","4.4%","28.7%","39.0%","27.9%","","591,587","51.3%","4.7%","32.9%","1.7%","0.1%","8.2%","0.0%","0.8%","0.2%","","591,587","0.7%","1.2%","2.7%","","591,587","97.3%","2.2%","0.5%","","402,394","8.3%","12.0%","22.7%","20.5%","20.3%","11.4%","3.9%","0.8%","(X)","","402,394","65.8%","34.2%","","264,640","0.6%","2.2%","9.3%","26.8%","35.4%","14.6%","11.2%","(X)","137,754","2.0%","10.8%","27.2%","25.3%","34.7%","(X)","","262,567","44.7%","17.0%","10.9%","6.8%","20.5%","(X)","136,485","51.6%","17.8%","9.7%","6.8%","4.1%","1.9%","8.1%","(X)","","174,830","1.2%","3.6%","10.9%","33.5%","26.9%","18.9%","5.0%","(X)","(X)","","169,549","13.7%","14.8%","13.6%","11.1%","8.4%","38.4%","(X)"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","5,307,508","4,772,421","535,087","2.2","6.5","","5,307,508","3,112,920","301,064","307,845","354,607","342,125","207,722","547,328","132,591","1,306","","5,307,508","57,699","586,525","573,982","473,429","769,782","623,117","683,745","337,334","1,201,895","","5,307,508","111,649","115,809","455,150","849,366","1,068,308","955,603","640,232","479,647","631,744","5.6","","5,307,508","128,016","628,045","1,536,103","1,947,579","843,668","224,097","","4,772,421","3,125,655","1,646,766","2.73","2.45","","4,772,421","1,695,258","1,529,252","758,168","360,258","246,330","183,155","","4,772,421","514,692","1,674,921","1,755,855","826,953","","4,772,421","3,765,279","198,181","725,859","7,180","631","22,827","812","20,233","31,419","","4,772,421","13,367","31,052","121,982","","4,772,421","4,646,222","95,698","30,501","","3,125,655","257,936","513,472","527,661","507,461","616,008","460,334","194,230","48,553","171,900","","3,125,655","2,031,234","1,094,421","","2,031,234","4,301","26,654","100,851","264,927","536,064","458,242","640,195","1,584","1,094,421","7,916","41,851","95,125","137,670","811,859","579","","2,020,195","838,047","325,377","218,268","154,227","484,276","11,039","1,081,222","398,031","226,092","139,356","84,742","56,385","39,371","137,245","13,199","","1,570,617","28,863","49,198","120,211","316,417","422,955","403,750","229,223","905","76,149","","1,520,218","190,245","198,379","194,962","173,980","134,126","628,526","126,548"
"    Percent","","5,307,508","89.9%","10.1%","(X)","(X)","","5,307,508","58.7%","5.7%","5.8%","6.7%","6.4%","3.9%","10.3%","2.5%","0.0%","","5,307,508","1.1%","11.1%","10.8%","8.9%","14.5%","11.7%","12.9%","6.4%","22.6%","","5,307,508","2.1%","2.2%","8.6%","16.0%","20.1%","18.0%","12.1%","9.0%","11.9%","(X)","","5,307,508","2.4%","11.8%","28.9%","36.7%","15.9%","4.2%","","4,772,421","65.5%","34.5%","(X)","(X)","","4,772,421","35.5%","32.0%","15.9%","7.5%","5.2%","3.8%","","4,772,421","10.8%","35.1%","36.8%","17.3%","","4,772,421","78.9%","4.2%","15.2%","0.2%","0.0%","0.5%","0.0%","0.4%","0.7%","","4,772,421","0.3%","0.7%","2.6%","","4,772,421","97.4%","2.0%","0.6%","","3,125,655","8.3%","16.4%","16.9%","16.2%","19.7%","14.7%","6.2%","1.6%","(X)","","3,125,655","65.0%","35.0%","","2,031,234","0.2%","1.3%","5.0%","13.0%","26.4%","22.6%","31.5%","(X)","1,094,421","0.7%","3.8%","8.7%","12.6%","74.2%","(X)","","2,020,195","41.5%","16.1%","10.8%","7.6%","24.0%","(X)","1,081,222","36.8%","20.9%","12.9%","7.8%","5.2%","3.6%","12.7%","(X)","","1,570,617","1.8%","3.1%","7.7%","20.1%","26.9%","25.7%","14.6%","(X)","(X)","","1,520,218","12.5%","13.0%","12.8%","11.4%","8.8%","41.3%","(X)"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
