"GEO_ID","NAME","B25101_001E","B25101_001M","B25101_001MA","B25101_001EA","B25101_002E","B25101_002M","B25101_002MA","B25101_002EA","B25101_003E","B25101_003M","B25101_003MA","B25101_003EA","B25101_004E","B25101_004EA","B25101_004M","B25101_004MA","B25101_005E","B25101_005M","B25101_005MA","B25101_005EA","B25101_006E","B25101_006EA","B25101_006M","B25101_006MA","B25101_007E","B25101_007M","B25101_007MA","B25101_007EA","B25101_008E","B25101_008EA","B25101_008M","B25101_008MA","B25101_009E","B25101_009EA","B25101_009M","B25101_009MA","B25101_010E","B25101_010EA","B25101_010M","B25101_010MA","B25101_011E","B25101_011M","B25101_011MA","B25101_011EA","B25101_012E","B25101_012M","B25101_012MA","B25101_012EA","B25101_013E","B25101_013M","B25101_013MA","B25101_013EA","B25101_014E","B25101_014EA","B25101_014M","B25101_014MA","B25101_015E","B25101_015EA","B25101_015M","B25101_015MA","B25101_016E","B25101_016EA","B25101_016M","B25101_016MA","B25101_017E","B25101_017M","B25101_017MA","B25101_017EA","B25101_018E","B25101_018M","B25101_018MA","B25101_018EA","B25101_019E","B25101_019EA","B25101_019M","B25101_019MA","B25101_020E","B25101_020EA","B25101_020M","B25101_020MA","B25101_021E","B25101_021EA","B25101_021M","B25101_021MA","B25101_022E","B25101_022M","B25101_022MA","B25101_022EA","B25101_023E","B25101_023M","B25101_023MA","B25101_023EA","B25101_024E","B25101_024M","B25101_024MA","B25101_024EA","B25101_025E","B25101_025EA","B25101_025M","B25101_025MA","B25101_026E","B25101_026EA","B25101_026M","B25101_026MA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028EA","B25101_028M","B25101_028MA","B25101_029E","B25101_029M","B25101_029MA","B25101_029EA","B25101_030E","B25101_030EA","B25101_030M","B25101_030MA","B25101_031E","B25101_031EA","B25101_031M","B25101_031MA","B25101_032E","B25101_032EA","B25101_032M","B25101_032MA","B25101_033E","B25101_033M","B25101_033MA","B25101_033EA","B25101_034E","B25101_034M","B25101_034MA","B25101_034EA","B25101_035E","B25101_035M","B25101_035MA","B25101_035EA","B25101_036E","B25101_036EA","B25101_036M","B25101_036MA","B25101_037E","B25101_037EA","B25101_037M","B25101_037MA","B25101_038E","B25101_038M","B25101_038MA","B25101_038EA","B25101_039E","B25101_039M","B25101_039MA","B25101_039EA","B25101_040E","B25101_040M","B25101_040MA","B25101_040EA","B25101_041E","B25101_041EA","B25101_041M","B25101_041MA","B25101_042E","B25101_042EA","B25101_042M","B25101_042MA","B25101_043E","B25101_043M","B25101_043MA","B25101_043EA","B25101_044E","B25101_044M","B25101_044MA","B25101_044EA","B25101_045E","B25101_045M","B25101_045MA","B25101_045EA",
"0500000US51095","James City County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US51107","Loudoun County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US51121","Montgomery County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US51153","Prince William County, Virginia","93527","3234","null","null","80580","3307","null","null","1441","793","null","null","0","null","210","null","0","210","null","null","1441","null","793","null","3074","888","null","null","19","null","33","null","37","null","61","null","3018","null","881","null","4331","1078","null","null","0","210","null","null","329","341","null","null","4002","null","1052","null","9877","null","1716","null","838","null","522","null","2443","697","null","null","6596","1525","null","null","61734","null","3216","null","29712","null","2825","null","23378","null","2707","null","8644","1945","null","null","123","214","null","null","12947","1708","null","null","925","null","577","null","398","null","427","null","225","null","292","null","302","null","238","null","1508","575","null","null","662","null","375","null","320","null","220","null","526","null","423","null","1733","656","null","null","1610","644","null","null","123","135","null","null","0","null","210","null","1775","null","874","null","1663","889","null","null","112","117","null","null","0","210","null","null","7006","null","1199","null","7006","null","1199","null","0","210","null","null","0","210","null","null","0","210","null","null",
"0500000US51161","Roanoke County, Virginia","29911","1378","null","null","20327","1721","null","null","664","372","null","null","0","null","210","null","0","210","null","null","664","null","372","null","1813","746","null","null","147","null","219","null","102","null","83","null","1564","null","702","null","2596","808","null","null","218","220","null","null","566","347","null","null","1812","null","716","null","4434","null","1103","null","893","null","521","null","2658","873","null","null","883","451","null","null","10738","null","1591","null","6799","null","1205","null","3639","null","1061","null","300","246","null","null","82","130","null","null","9584","1171","null","null","1284","null","452","null","76","null","88","null","458","null","256","null","750","null","364","null","1438","492","null","null","900","null","417","null","369","null","255","null","169","null","206","null","1922","621","null","null","1662","628","null","null","132","152","null","null","128","null","212","null","1737","null","524","null","1737","524","null","null","0","210","null","null","0","210","null","null","3203","null","811","null","3203","null","811","null","0","210","null","null","0","210","null","null","0","210","null","null",
"0500000US51165","Rockingham County, Virginia","23144","1244","null","null","14510","1151","null","null","736","403","null","null","0","null","210","null","0","210","null","null","736","null","403","null","2218","785","null","null","71","null","83","null","289","null","342","null","1858","null","667","null","1819","602","null","null","43","72","null","null","601","304","null","null","1175","null","514","null","3614","null","886","null","597","null","332","null","1755","643","null","null","1262","537","null","null","6043","null","999","null","3866","null","803","null","1246","null","448","null","931","404","null","null","80","100","null","null","8634","862","null","null","1867","null","482","null","349","null","180","null","609","null","299","null","909","null","366","null","1636","473","null","null","1225","null","467","null","324","null","225","null","87","null","74","null","1137","407","null","null","1101","397","null","null","36","57","null","null","0","null","210","null","1566","null","500","null","1534","513","null","null","32","51","null","null","0","210","null","null","2391","null","623","null","2391","null","623","null","0","210","null","null","0","210","null","null","37","62","null","null",
"0500000US51177","Spotsylvania County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US51179","Stafford County, Virginia","32671","1508","null","null","27248","1664","null","null","633","301","null","null","0","null","210","null","0","210","null","null","633","null","301","null","1238","629","null","null","0","null","210","null","123","null","138","null","1115","null","607","null","2284","798","null","null","100","126","null","null","258","159","null","null","1926","null","774","null","2948","null","780","null","566","null","302","null","474","277","null","null","1908","683","null","null","20010","null","1512","null","9827","null","1170","null","7565","null","1112","null","2618","815","null","null","135","176","null","null","5423","859","null","null","671","null","417","null","9","null","16","null","0","null","210","null","662","null","414","null","877","417","null","null","322","null","172","null","317","null","327","null","238","null","193","null","463","250","null","null","421","232","null","null","42","69","null","null","0","null","210","null","1029","null","436","null","1029","436","null","null","0","210","null","null","0","210","null","null","2383","null","590","null","2383","null","590","null","0","210","null","null","0","210","null","null","0","210","null","null",
"0500000US51199","York County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US51510","Alexandria city, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US51550","Chesapeake city, Virginia","56849","2533","null","null","45041","2632","null","null","1933","777","null","null","0","null","210","null","0","210","null","null","1933","null","777","null","3285","899","null","null","61","null","101","null","207","null","224","null","3017","null","901","null","4102","964","null","null","0","210","null","null","750","484","null","null","3352","null","796","null","8824","null","1431","null","802","null","414","null","3027","846","null","null","4995","1215","null","null","26897","null","2150","null","12125","null","1719","null","9301","null","1560","null","5471","1289","null","null","0","210","null","null","11808","1268","null","null","2403","null","721","null","744","null","511","null","138","null","177","null","1521","null","566","null","1906","486","null","null","1001","null","388","null","605","null","394","null","300","null","231","null","1463","440","null","null","1221","406","null","null","242","210","null","null","0","null","210","null","1950","null","651","null","1817","641","null","null","133","156","null","null","0","210","null","null","3892","null","836","null","3892","null","836","null","0","210","null","null","0","210","null","null","194","195","null","null",
"0500000US51650","Hampton city, Virginia","33761","1875","null","null","24131","1790","null","null","1414","539","null","null","0","null","210","null","0","210","null","null","1414","null","539","null","1785","570","null","null","0","null","210","null","73","null","88","null","1712","null","558","null","3406","1010","null","null","136","168","null","null","801","555","null","null","2469","null","745","null","5419","null","1133","null","983","null","495","null","2494","788","null","null","1942","725","null","null","11871","null","1237","null","6086","null","1057","null","4403","null","972","null","1382","586","null","null","236","198","null","null","9630","1472","null","null","2259","null","795","null","530","null","517","null","485","null","332","null","1244","null","587","null","2111","821","null","null","962","null","553","null","903","null","517","null","246","null","176","null","1386","547","null","null","1172","484","null","null","214","205","null","null","0","null","210","null","1551","null","648","null","1551","648","null","null","0","210","null","null","0","210","null","null","2020","null","669","null","2020","null","669","null","0","210","null","null","0","210","null","null","303","338","null","null",
"0500000US51680","Lynchburg city, Virginia","15952","1305","null","null","10506","1269","null","null","1328","511","null","null","0","null","210","null","0","210","null","null","1328","null","511","null","1273","440","null","null","66","null","90","null","189","null","181","null","1018","null","439","null","1684","587","null","null","111","105","null","null","372","247","null","null","1201","null","545","null","2015","null","769","null","644","null","393","null","618","344","null","null","753","502","null","null","4206","null","675","null","3463","null","752","null","622","null","336","null","121","115","null","null","0","210","null","null","5446","818","null","null","1017","null","397","null","210","null","125","null","159","null","161","null","648","null","334","null","926","366","null","null","745","null","328","null","144","null","147","null","37","null","68","null","1441","414","null","null","1225","434","null","null","216","178","null","null","0","null","210","null","739","null","393","null","702","387","null","null","37","65","null","null","0","210","null","null","1323","null","420","null","1323","null","420","null","0","210","null","null","0","210","null","null","0","210","null","null",
"0500000US51700","Newport News city, Virginia","34953","2210","null","null","25840","2227","null","null","1505","729","null","null","0","null","210","null","0","210","null","null","1505","null","729","null","2837","853","null","null","76","null","94","null","76","null","109","null","2685","null","848","null","3325","746","null","null","148","147","null","null","984","368","null","null","2193","null","652","null","6297","null","1248","null","891","null","521","null","2857","876","null","null","2549","837","null","null","11876","null","1641","null","7431","null","1362","null","3446","null","870","null","999","464","null","null","0","210","null","null","9113","1150","null","null","1017","null","402","null","91","null","112","null","128","null","126","null","798","null","352","null","1993","766","null","null","888","null","498","null","656","null","295","null","449","null","440","null","1580","592","null","null","1258","574","null","null","236","157","null","null","86","null","139","null","1927","null","536","null","1899","540","null","null","28","45","null","null","0","210","null","null","2434","null","588","null","2434","null","588","null","0","210","null","null","0","210","null","null","162","194","null","null",
"0500000US51710","Norfolk city, Virginia","39969","1553","null","null","29791","1574","null","null","1648","476","null","null","0","null","210","null","22","35","null","null","1626","null","475","null","3355","721","null","null","28","null","48","null","126","null","124","null","3201","null","709","null","4926","1098","null","null","52","63","null","null","871","303","null","null","4003","null","1047","null","7917","null","1317","null","882","null","381","null","3170","858","null","null","3865","900","null","null","11832","null","1306","null","5588","null","788","null","5038","null","925","null","1206","393","null","null","113","119","null","null","10178","1013","null","null","1664","null","469","null","50","null","83","null","451","null","275","null","1163","null","357","null","2265","428","null","null","1124","null","299","null","734","null","329","null","407","null","189","null","1755","403","null","null","1340","360","null","null","296","169","null","null","119","null","112","null","1870","null","495","null","1695","499","null","null","175","121","null","null","0","210","null","null","2415","null","458","null","2415","null","458","null","0","210","null","null","0","210","null","null","209","134","null","null",
"0500000US51740","Portsmouth city, Virginia","21219","1626","null","null","15505","1588","null","null","1462","527","null","null","0","null","210","null","0","210","null","null","1462","null","527","null","1560","558","null","null","0","null","210","null","98","null","110","null","1462","null","542","null","2833","815","null","null","16","28","null","null","585","279","null","null","2232","null","737","null","3605","null","914","null","504","null","270","null","1839","650","null","null","1262","437","null","null","5851","null","942","null","3270","null","688","null","2171","null","762","null","410","242","null","null","194","231","null","null","5714","799","null","null","1080","null","426","null","85","null","104","null","244","null","169","null","751","null","384","null","1198","446","null","null","416","null","306","null","419","null","206","null","363","null","262","null","1055","352","null","null","881","332","null","null","92","83","null","null","82","null","98","null","1145","null","445","null","1083","452","null","null","62","97","null","null","0","210","null","null","1163","null","492","null","1163","null","492","null","0","210","null","null","0","210","null","null","73","90","null","null",
"0500000US51760","Richmond city, Virginia","38022","1721","null","null","26610","1679","null","null","2285","567","null","null","0","null","210","null","0","210","null","null","2285","null","567","null","3354","866","null","null","117","null","169","null","143","null","155","null","3094","null","802","null","3719","943","null","null","341","240","null","null","544","296","null","null","2834","null","836","null","5050","null","947","null","919","null","492","null","2317","698","null","null","1814","664","null","null","12158","null","1207","null","6461","null","943","null","4100","null","723","null","1597","588","null","null","44","50","null","null","11412","1429","null","null","2238","null","652","null","101","null","108","null","360","null","272","null","1777","null","568","null","1944","623","null","null","573","null","271","null","700","null","329","null","671","null","416","null","1530","462","null","null","988","398","null","null","527","300","null","null","15","null","26","null","1926","null","711","null","1689","679","null","null","237","187","null","null","0","210","null","null","3570","null","809","null","3548","null","807","null","0","210","null","null","22","37","null","null","204","177","null","null",
"0500000US51770","Roanoke city, Virginia","23720","1409","null","null","16534","1323","null","null","1572","529","null","null","0","null","210","null","0","210","null","null","1572","null","529","null","2951","871","null","null","98","null","164","null","363","null","242","null","2490","null","763","null","2767","745","null","null","378","266","null","null","1060","442","null","null","1329","null","591","null","4583","null","844","null","1620","null","637","null","2330","543","null","null","633","298","null","null","4617","null","960","null","3255","null","836","null","1090","null","479","null","272","201","null","null","44","69","null","null","7186","893","null","null","1683","null","589","null","307","null","221","null","485","null","299","null","891","null","452","null","2047","519","null","null","1615","null","504","null","311","null","256","null","121","null","126","null","1132","448","null","null","1005","418","null","null","127","152","null","null","0","null","210","null","915","null","364","null","915","364","null","null","0","210","null","null","0","210","null","null","1373","null","485","null","1373","null","485","null","0","210","null","null","0","210","null","null","36","59","null","null",
"0500000US51800","Suffolk city, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US51810","Virginia Beach city, Virginia","105566","2771","null","null","86631","3152","null","null","3627","1012","null","null","0","null","210","null","0","210","null","null","3627","null","1012","null","5454","934","null","null","0","null","210","null","436","null","220","null","5018","null","890","null","9119","1522","null","null","266","246","null","null","1073","397","null","null","7780","null","1427","null","17378","null","2258","null","1782","null","539","null","5652","1366","null","null","9944","1762","null","null","50880","null","2645","null","24409","null","2254","null","18354","null","1845","null","8117","1521","null","null","173","143","null","null","18935","1748","null","null","2405","null","709","null","574","null","340","null","310","null","200","null","1521","null","580","null","3058","923","null","null","976","null","398","null","1204","null","518","null","878","null","568","null","2440","563","null","null","2128","553","null","null","276","172","null","null","36","null","62","null","4641","null","940","null","4281","865","null","null","316","248","null","null","44","71","null","null","6141","null","995","null","5966","null","956","null","40","67","null","null","135","132","null","null","250","262","null","null",
"0500000US53005","Benton County, Washington","44620","1962","null","null","28596","2188","null","null","911","618","null","null","0","null","201","null","0","201","null","null","911","null","618","null","2302","841","null","null","0","null","201","null","277","null","215","null","2025","null","880","null","2593","816","null","null","536","383","null","null","1034","583","null","null","1023","null","527","null","5125","null","1161","null","1842","null","705","null","1852","601","null","null","1431","724","null","null","17493","null","1674","null","12663","null","1559","null","4463","null","1010","null","367","331","null","null","172","291","null","null","16024","2035","null","null","1958","null","813","null","319","null","200","null","355","null","263","null","1284","null","745","null","2937","860","null","null","1833","null","676","null","664","null","472","null","440","null","513","null","2319","788","null","null","2193","760","null","null","126","163","null","null","0","null","201","null","2356","null","742","null","2356","742","null","null","0","201","null","null","0","201","null","null","6454","null","1286","null","6454","null","1286","null","0","201","null","null","0","201","null","null","0","201","null","null",
"0500000US53007","Chelan County, Washington","17605","1441","null","null","12083","1242","null","null","1016","657","null","null","0","null","201","null","0","201","null","null","1016","null","657","null","1258","551","null","null","0","null","201","null","459","null","365","null","799","null","462","null","1978","654","null","null","323","406","null","null","458","333","null","null","1197","null","540","null","2892","null","949","null","697","null","399","null","1204","556","null","null","991","574","null","null","4939","null","1185","null","3573","null","994","null","639","null","374","null","727","332","null","null","0","201","null","null","5522","884","null","null","891","null","470","null","186","null","202","null","102","null","136","null","603","null","411","null","1021","486","null","null","563","null","308","null","236","null","251","null","222","null","294","null","610","308","null","null","610","308","null","null","0","201","null","null","0","null","201","null","1196","null","416","null","1117","419","null","null","79","135","null","null","0","201","null","null","1523","null","543","null","1358","null","528","null","0","201","null","null","165","262","null","null","281","333","null","null",
"0500000US53009","Clallam County, Washington","22740","1077","null","null","12926","1265","null","null","895","325","null","null","33","null","56","null","22","30","null","null","840","null","320","null","994","417","null","null","37","null","47","null","137","null","181","null","820","null","398","null","1944","637","null","null","271","197","null","null","390","262","null","null","1283","null","570","null","3526","null","877","null","566","null","297","null","1481","629","null","null","1479","539","null","null","5525","null","1034","null","2413","null","621","null","1981","null","703","null","1131","587","null","null","42","68","null","null","9814","1066","null","null","1920","null","537","null","905","null","445","null","301","null","183","null","714","null","295","null","1962","768","null","null","1320","null","534","null","599","null","519","null","43","null","71","null","1415","476","null","null","1176","443","null","null","163","167","null","null","76","null","122","null","1879","null","483","null","1879","483","null","null","0","201","null","null","0","201","null","null","2483","null","623","null","2483","null","623","null","0","201","null","null","0","201","null","null","155","215","null","null",
"0500000US53011","Clark County, Washington","104429","3123","null","null","78244","3181","null","null","2918","645","null","null","0","null","201","null","151","185","null","null","2767","null","616","null","5514","1022","null","null","279","null","257","null","211","null","186","null","5024","null","982","null","7886","1375","null","null","63","89","null","null","968","464","null","null","6855","null","1314","null","17969","null","2047","null","1794","null","542","null","6743","1162","null","null","9432","1478","null","null","43649","null","2663","null","22627","null","2183","null","15943","null","1924","null","5079","1142","null","null","308","292","null","null","26185","1958","null","null","4451","null","933","null","519","null","312","null","1271","null","488","null","2661","null","782","null","5364","1071","null","null","2889","null","873","null","1818","null","611","null","657","null","351","null","4391","897","null","null","3627","814","null","null","721","449","null","null","43","null","69","null","5253","null","1033","null","5075","1007","null","null","167","207","null","null","11","18","null","null","6624","null","1036","null","6561","null","1030","null","55","93","null","null","8","15","null","null","102","119","null","null",
"0500000US53015","Cowlitz County, Washington","26863","1558","null","null","17411","1605","null","null","1061","456","null","null","0","null","201","null","0","201","null","null","1061","null","456","null","1686","558","null","null","73","null","121","null","12","null","25","null","1601","null","566","null","2434","830","null","null","83","98","null","null","653","395","null","null","1698","null","739","null","4495","null","1046","null","1371","null","698","null","1584","635","null","null","1540","545","null","null","7705","null","1292","null","4274","null","1099","null","2940","null","869","null","491","355","null","null","30","52","null","null","9452","1158","null","null","1858","null","630","null","531","null","309","null","293","null","216","null","1034","null","526","null","2472","812","null","null","1775","null","606","null","483","null","272","null","214","null","251","null","2155","595","null","null","1811","570","null","null","344","324","null","null","0","null","201","null","1218","null","562","null","1218","562","null","null","0","201","null","null","0","201","null","null","1749","null","628","null","1749","null","628","null","0","201","null","null","0","201","null","null","0","201","null","null",
"0500000US53021","Franklin County, Washington","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US53025","Grant County, Washington","17681","1493","null","null","9989","1469","null","null","419","319","null","null","0","null","201","null","0","201","null","null","419","null","319","null","1305","626","null","null","0","null","201","null","45","null","77","null","1260","null","619","null","1131","560","null","null","57","69","null","null","425","346","null","null","649","null","390","null","3223","null","845","null","1176","null","540","null","1624","770","null","null","423","273","null","null","3819","null","934","null","2423","null","571","null","1197","null","654","null","199","170","null","null","92","139","null","null","7692","1221","null","null","1639","null","660","null","603","null","363","null","383","null","279","null","653","null","489","null","1878","691","null","null","1172","null","543","null","454","null","366","null","252","null","255","null","1385","450","null","null","1276","442","null","null","109","135","null","null","0","null","201","null","1481","null","549","null","1395","537","null","null","0","201","null","null","86","150","null","null","1244","null","473","null","1244","null","473","null","0","201","null","null","0","201","null","null","65","99","null","null",
"0500000US53027","Grays Harbor County, Washington","18414","1465","null","null","10019","1357","null","null","596","323","null","null","0","null","201","null","0","201","null","null","596","null","323","null","1320","701","null","null","0","null","201","null","118","null","113","null","1202","null","681","null","2050","627","null","null","68","116","null","null","793","470","null","null","1189","null","369","null","2059","null","665","null","272","null","169","null","818","339","null","null","969","538","null","null","3956","null","918","null","2796","null","636","null","1095","null","787","null","65","82","null","null","38","54","null","null","8395","1143","null","null","1330","null","469","null","170","null","148","null","430","null","232","null","730","null","357","null","2090","590","null","null","1638","null","532","null","452","null","249","null","0","null","201","null","1541","447","null","null","1467","415","null","null","0","201","null","null","74","null","126","null","1822","null","726","null","1822","726","null","null","0","201","null","null","0","201","null","null","1472","null","564","null","1472","null","564","null","0","201","null","null","0","201","null","null","140","125","null","null",
"0500000US53029","Island County, Washington","23095","1266","null","null","15191","1277","null","null","1030","506","null","null","0","null","201","null","0","201","null","null","1030","null","506","null","1181","396","null","null","0","null","201","null","157","null","138","null","1024","null","365","null","1468","473","null","null","241","207","null","null","127","129","null","null","1100","null","435","null","2842","null","656","null","358","null","241","null","1069","408","null","null","1415","495","null","null","8670","null","1048","null","4342","null","872","null","2531","null","703","null","1797","496","null","null","0","201","null","null","7904","1038","null","null","1083","null","524","null","212","null","166","null","266","null","334","null","605","null","327","null","1394","476","null","null","683","null","314","null","518","null","284","null","193","null","162","null","1382","528","null","null","1139","447","null","null","243","246","null","null","0","null","201","null","1710","null","501","null","1653","496","null","null","57","68","null","null","0","201","null","null","2293","null","570","null","2293","null","570","null","0","201","null","null","0","201","null","null","42","72","null","null",
"0500000US53033","King County, Washington","458566","6155","null","null","349524","5693","null","null","11442","1685","null","null","82","null","130","null","142","164","null","null","11218","null","1643","null","18409","1781","null","null","83","null","130","null","678","null","329","null","17648","null","1744","null","26769","2449","null","null","999","429","null","null","2347","692","null","null","23423","null","2417","null","55348","null","3008","null","4190","null","962","null","11774","1458","null","null","39384","2781","null","null","236951","null","4919","null","97986","null","4160","null","92883","null","3719","null","46082","2974","null","null","605","272","null","null","109042","3845","null","null","12615","null","1631","null","1118","null","404","null","1536","null","543","null","9961","null","1521","null","17211","1888","null","null","5522","null","1367","null","5311","null","1023","null","6378","null","1120","null","15435","1954","null","null","8915","1515","null","null","4587","940","null","null","1933","null","742","null","20399","null","2237","null","17382","1983","null","null","2007","669","null","null","1010","512","null","null","42676","null","2635","null","42057","null","2577","null","467","302","null","null","152","154","null","null","706","344","null","null",
"0500000US53035","Kitsap County, Washington","65478","2541","null","null","48474","2507","null","null","1650","603","null","null","0","null","201","null","4","11","null","null","1646","null","602","null","4117","1122","null","null","131","null","167","null","40","null","65","null","3946","null","1107","null","4910","1055","null","null","364","313","null","null","742","402","null","null","3804","null","859","null","10305","null","1385","null","1190","null","428","null","4069","1074","null","null","5046","980","null","null","26841","null","1974","null","13481","null","1687","null","9649","null","1241","null","3711","857","null","null","651","304","null","null","17004","1738","null","null","2807","null","805","null","472","null","307","null","552","null","396","null","1783","null","699","null","3240","801","null","null","1563","null","488","null","1341","null","623","null","336","null","177","null","2413","707","null","null","1916","548","null","null","334","256","null","null","163","null","189","null","3463","null","837","null","3338","819","null","null","125","120","null","null","0","201","null","null","5081","null","959","null","5081","null","959","null","0","201","null","null","0","201","null","null","0","201","null","null",
