Label (Grouping),HOUSEHOLDS BY TYPE,HOUSEHOLDS BY TYPE!!Total households,HOUSEHOLDS BY TYPE!!Family households (families),HOUSEHOLDS BY TYPE!!Family households (families)!!With own children under 18 years,HOUSEHOLDS BY TYPE!!Family households (families)!!Married-couple family,HOUSEHOLDS BY TYPE!!Family households (families)!!Married-couple family!!With own children under 18 years,"HOUSEHOLDS BY TYPE!!Family households (families)!!Male householder, no wife present, family","HOUSEHOLDS BY TYPE!!Family households (families)!!Male householder, no wife present, family!!With own children under 18 years","HOUSEHOLDS BY TYPE!!Family households (families)!!Female householder, no husband present, family","HOUSEHOLDS BY TYPE!!Family households (families)!!Female householder, no husband present, family!!With own children under 18 years",HOUSEHOLDS BY TYPE!!Nonfamily households,HOUSEHOLDS BY TYPE!!Nonfamily households!!Householder living alone,HOUSEHOLDS BY TYPE!!Nonfamily households!!Householder living alone!!65 years and over,HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years,HOUSEHOLDS BY TYPE!!Households with one or more people 65 years and over,HOUSEHOLDS BY TYPE!!Average household size,HOUSEHOLDS BY TYPE!!Average family size,RELATIONSHIP,RELATIONSHIP!!Population in households,RELATIONSHIP!!Householder,RELATIONSHIP!!Spouse,RELATIONSHIP!!Child,RELATIONSHIP!!Other relatives,RELATIONSHIP!!Nonrelatives,RELATIONSHIP!!Nonrelatives!!Unmarried partner,MARITAL STATUS,MARITAL STATUS!!Males 15 years and over,MARITAL STATUS!!Never married,"MARITAL STATUS!!Now married, except separated",MARITAL STATUS!!Separated,MARITAL STATUS!!Widowed,MARITAL STATUS!!Divorced,MARITAL STATUS!!Females 15 years and over,MARITAL STATUS!!Never married_1,"MARITAL STATUS!!Now married, except separated_2",MARITAL STATUS!!Separated_3,MARITAL STATUS!!Widowed_4,MARITAL STATUS!!Divorced_5,FERTILITY,FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,"FERTILITY!!Unmarried women (widowed, divorced, and never married)","FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women","FERTILITY!!Per 1,000 women 15 to 50 years old","FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 15 to 19 years old","FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 20 to 34 years old","FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 35 to 50 years old",GRANDPARENTS,GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,GRANDPARENTS!!Responsible for grandchildren,GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren,GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!Less than 1 year,GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!1 or 2 years,GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!3 or 4 years,GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!5 or more years,GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,GRANDPARENTS!!Who are female,GRANDPARENTS!!Who are married,SCHOOL ENROLLMENT,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,"SCHOOL ENROLLMENT!!Nursery school, preschool",SCHOOL ENROLLMENT!!Kindergarten,SCHOOL ENROLLMENT!!Elementary school (grades 1-8),SCHOOL ENROLLMENT!!High school (grades 9-12),SCHOOL ENROLLMENT!!College or graduate school,EDUCATIONAL ATTAINMENT,EDUCATIONAL ATTAINMENT!!Population 25 years and over,EDUCATIONAL ATTAINMENT!!Less than 9th grade,"EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma",EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency),"EDUCATIONAL ATTAINMENT!!Some college, no degree",EDUCATIONAL ATTAINMENT!!Associate's degree,EDUCATIONAL ATTAINMENT!!Bachelor's degree,EDUCATIONAL ATTAINMENT!!Graduate or professional degree,EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher,EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher,VETERAN STATUS,VETERAN STATUS!!Civilian population 18 years and over,VETERAN STATUS!!Civilian veterans,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability_6,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability_7,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability_8,RESIDENCE 1 YEAR AGO,RESIDENCE 1 YEAR AGO!!Population 1 year and over,RESIDENCE 1 YEAR AGO!!Same house,RESIDENCE 1 YEAR AGO!!Different house in the U.S.,RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Same county,RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county,RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Same state,RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Different state,RESIDENCE 1 YEAR AGO!!Abroad,PLACE OF BIRTH,PLACE OF BIRTH!!Total population,PLACE OF BIRTH!!Native,PLACE OF BIRTH!!Native!!Born in United States,PLACE OF BIRTH!!Native!!Born in United States!!State of residence,PLACE OF BIRTH!!Native!!Born in United States!!Different state,"PLACE OF BIRTH!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",PLACE OF BIRTH!!Foreign born,U.S. CITIZENSHIP STATUS,U.S. CITIZENSHIP STATUS!!Foreign-born population,U.S. CITIZENSHIP STATUS!!Naturalized U.S. citizen,U.S. CITIZENSHIP STATUS!!Not a U.S. citizen,YEAR OF ENTRY,YEAR OF ENTRY!!Population born outside the United States,YEAR OF ENTRY!!Native,YEAR OF ENTRY!!Entered 2000 or later,YEAR OF ENTRY!!Entered before 2000,YEAR OF ENTRY!!Foreign born,YEAR OF ENTRY!!Entered 2000 or later_9,YEAR OF ENTRY!!Entered before 2000_10,WORLD REGION OF BIRTH OF FOREIGN BORN,"WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea",WORLD REGION OF BIRTH OF FOREIGN BORN!!Europe,WORLD REGION OF BIRTH OF FOREIGN BORN!!Asia,WORLD REGION OF BIRTH OF FOREIGN BORN!!Africa,WORLD REGION OF BIRTH OF FOREIGN BORN!!Oceania,WORLD REGION OF BIRTH OF FOREIGN BORN!!Latin America,WORLD REGION OF BIRTH OF FOREIGN BORN!!Northern America,LANGUAGE SPOKEN AT HOME,LANGUAGE SPOKEN AT HOME!!Population 5 years and over,LANGUAGE SPOKEN AT HOME!!English only,LANGUAGE SPOKEN AT HOME!!Language other than English,"LANGUAGE SPOKEN AT HOME!!Language other than English!!Speak English less than ""very well""",LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish,"LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish!!Speak English less than ""very well""",LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages,"LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages!!Speak English less than ""very well""",LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages,"LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages!!Speak English less than ""very well""",LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages,"LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages!!Speak English less than ""very well""",ANCESTRY,ANCESTRY!!Total population,ANCESTRY!!American,ANCESTRY!!Arab,ANCESTRY!!Czech,ANCESTRY!!Danish,ANCESTRY!!Dutch,ANCESTRY!!English,ANCESTRY!!French (except Basque),ANCESTRY!!French Canadian,ANCESTRY!!German,ANCESTRY!!Greek,ANCESTRY!!Hungarian,ANCESTRY!!Irish,ANCESTRY!!Italian,ANCESTRY!!Lithuanian,ANCESTRY!!Norwegian,ANCESTRY!!Polish,ANCESTRY!!Portuguese,ANCESTRY!!Russian,ANCESTRY!!Scotch-Irish,ANCESTRY!!Scottish,ANCESTRY!!Slovak,ANCESTRY!!Subsaharan African,ANCESTRY!!Swedish,ANCESTRY!!Swiss,ANCESTRY!!Ukrainian,ANCESTRY!!Welsh,ANCESTRY!!West Indian (excluding Hispanic origin groups)
    Percent,,880025,0.757,0.396,0.617,0.319,0.042,0.022,0.097,0.055,0.243,0.187,0.065,0.432,0.199,(X),(X),,2730317,0.322,0.199,0.367,0.06,0.051,0.013,,1014706,0.313,0.58,0.013,0.018,0.076,1019010,0.258,0.566,0.016,0.058,0.101,,54635,0.158,(X),(X),(X),(X),(X),,60817,0.326,,0.093,0.087,0.034,0.112,19854,0.554,0.801,,910416,0.064,0.054,0.41,0.195,0.276,,1584824,0.031,0.063,0.245,0.278,0.09,0.199,0.094,90.6%,29.3%,,1898882,0.08,,2750354,0.085,870383,0.029,1633509,0.076,246462,0.344,,2724064,0.823,0.171,0.113,0.058,0.029,0.029,0.006,,2776469,0.92,0.909,0.623,0.286,0.011,0.08,,222638,0.336,0.664,,252136,29498,0.261,0.739,222638,0.377,0.623,,222638,0.111,0.168,0.029,0.037,0.623,0.032,,2512866,0.858,0.142,0.054,0.095,0.04,0.02,0.004,0.021,0.008,0.007,0.002,,2776469,0.056,0.002,0.003,0.056,0.025,0.257,0.019,0.002,0.118,0.005,0.001,0.06,0.027,0.001,0.024,0.009,0.001,0.003,0.006,0.046,0,0.003,0.039,0.012,0.001,0.021,0.001
Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,256922,159846,65676,125678,45063,10887,5941,23281,14672,97076,75243,25891,71036,63739,2.34,2.90,,600631,256922,125923,156864,20612,40310,20337,,254288,87082,130478,3187,6369,27172,266860,73921,132668,3719,21953,34599,,6885,2510,30,46,17,83,26,,8216,3868,,1538,951,262,1117,3868,2275,3015,,153914,8786,6066,58428,32821,47813,,431042,13129,25627,135729,75936,35790,87638,57193,(X),(X),,495796,48498,,619886,81990,129661,7317,402516,45035,87709,29638,,619363,534975,81561,47028,34533,12004,22529,2827,,625960,598400,592294,320036,272258,6106,27560,,27560,16594,10966,,33666,6106,840,5266,27560,9949,17611,,27560,8405,7736,2083,105,2789,6442,,593692,560687,33005,10535,6845,2161,19866,5295,3982,1994,2312,1085,,625960,45206,2826,2527,1864,8226,111267,86357,52706,64829,2383,2693,109485,44812,2620,6713,24250,3764,8628,7640,26783,1340,2022,11407,2582,1681,7036,1010
    Percent,,256922,0.622,0.256,0.489,0.175,0.042,0.023,0.091,0.057,0.378,0.293,0.101,0.276,0.248,(X),(X),,600631,0.428,0.21,0.261,0.034,0.067,0.034,,254288,0.342,0.513,0.013,0.025,0.107,266860,0.277,0.497,0.014,0.082,0.13,,6885,0.365,(X),(X),(X),(X),(X),,8216,0.471,,0.187,0.116,0.032,0.136,3868,0.588,0.779,,153914,0.057,0.039,0.38,0.213,0.311,,431042,0.03,0.059,0.315,0.176,0.083,0.203,0.133,91.0%,33.6%,,495796,0.098,,619886,0.132,129661,0.056,402516,0.112,87709,0.338,,619363,0.864,0.132,0.076,0.056,0.019,0.036,0.005,,625960,0.956,0.946,0.511,0.435,0.01,0.044,,27560,0.602,0.398,,33666,6106,0.138,0.862,27560,0.361,0.639,,27560,0.305,0.281,0.076,0.004,0.101,0.234,,593692,0.944,0.056,0.018,0.012,0.004,0.033,0.009,0.007,0.003,0.004,0.002,,625960,0.072,0.005,0.004,0.003,0.013,0.178,0.138,0.084,0.104,0.004,0.004,0.175,0.072,0.004,0.011,0.039,0.006,0.014,0.012,0.043,0.002,0.003,0.018,0.004,0.003,0.011,0.002
Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,2992732,2013520,884969,1517627,617975,124273,58657,371620,208337,979212,794535,256302,981545,701698,2.60,3.15,,7784783,2992732,1517427,2289691,530760,454173,146066,,3156115,1080140,1660139,73589,74119,268128,3331264,932009,1633437,95484,290140,380194,,105477,33578,32,52,19,95,24,,180631,69796,,13785,16055,11314,28642,69796,43023,49304,,2121496,128630,107414,817668,424405,643379,,5361301,293672,428004,1363946,1078426,361635,1075786,759832,(X),(X),,6056442,742131,,7807416,844951,1849665,62078,5002902,447290,954849,335583,,7930773,6752310,1129998,493906,636092,376585,259507,48465,,8024617,7113498,6979837,4004175,2975662,133661,911119,,911119,414714,496405,,1044780,133661,32524,101137,911119,378626,532493,,911058,103083,361637,89290,3615,338126,15307,,7517185,6404486,1112699,427195,504438,226084,253823,63887,256990,110003,97448,27221,,8024617,884916,59348,27311,15471,84465,897871,153907,33553,980727,34097,29621,804331,307135,11311,50128,151136,14067,53624,140769,170360,14237,171178,62330,21297,16895,57312,38744
    Percent,,2992732,0.673,0.296,0.507,0.206,0.042,0.02,0.124,0.07,0.327,0.265,0.086,0.328,0.234,(X),(X),,7784783,0.384,0.195,0.294,0.068,0.058,0.019,,3156115,0.342,0.526,0.023,0.023,0.085,3331264,0.28,0.49,0.029,0.087,0.114,,105477,0.318,(X),(X),(X),(X),(X),,180631,0.386,,0.076,0.089,0.063,0.159,69796,0.616,0.706,,2121496,0.061,0.051,0.385,0.2,0.303,,5361301,0.055,0.08,0.254,0.201,0.067,0.201,0.142,86.5%,34.2%,,6056442,0.123,,7807416,0.108,1849665,0.034,5002902,0.089,954849,0.351,,7930773,0.851,0.142,0.062,0.08,0.047,0.033,0.006,,8024617,0.886,0.87,0.499,0.371,0.017,0.114,,911119,0.455,0.545,,1044780,133661,0.243,0.757,911119,0.416,0.584,,911058,0.113,0.397,0.098,0.004,0.371,0.017,,7517185,0.852,0.148,0.057,0.067,0.03,0.034,0.008,0.034,0.015,0.013,0.004,,8024617,0.11,0.007,0.003,0.002,0.011,0.112,0.019,0.004,0.122,0.004,0.004,0.1,0.038,0.001,0.006,0.019,0.002,0.007,0.018,0.021,0.002,0.021,0.008,0.003,0.002,0.007,0.005
Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,2606863,1681386,759227,1297240,535314,114187,57673,269959,166240,925477,731452,229038,825189,587272,2.53,3.11,,6605121,2606863,1296828,1895608,360219,445603,173635,,2686801,908019,1396682,43060,57287,281753,2746158,724677,1388478,56971,213083,362949,,94636,28534,34,57,21,100,28,,117290,41203,,13195,9864,6066,12078,41203,24463,30642,,1704694,93161,86350,690603,364477,470103,,4505657,185927,273365,1072578,1149227,425322,897884,501354,(X),(X),,5112364,592322,,6638081,791733,1582936,60060,4245070,424503,810075,307170,,6661321,5464985,1138707,743752,394955,203171,191784,57629,,6744496,5858234,5744459,3163347,2581112,113775,886262,,886262,403280,482982,,1000037,113775,25527,88248,886262,332727,553535,,886262,148570,356645,42099,11196,277357,50395,,6306287,5152038,1154249,511576,512354,242527,233162,80516,351287,165885,57446,22648,,6744496,309150,26666,29168,70753,156109,751471,239148,53435,1311161,22455,23416,785664,245897,9411,371901,129037,22440,85196,93747,200085,5785,55334,229241,36422,55698,66315,8766
    Percent,,2606863,0.645,0.291,0.498,0.205,0.044,0.022,0.104,0.064,0.355,0.281,0.088,0.317,0.225,(X),(X),,6605121,0.395,0.196,0.287,0.055,0.067,0.026,,2686801,0.338,0.52,0.016,0.021,0.105,2746158,0.264,0.506,0.021,0.078,0.132,,94636,0.302,(X),(X),(X),(X),(X),,117290,0.351,,0.112,0.084,0.052,0.103,41203,0.594,0.744,,1704694,0.055,0.051,0.405,0.214,0.276,,4505657,0.041,0.061,0.238,0.255,0.094,0.199,0.111,89.8%,31.1%,,5112364,0.116,,6638081,0.119,1582936,0.038,4245070,0.1,810075,0.379,,6661321,0.82,0.171,0.112,0.059,0.031,0.029,0.009,,6744496,0.869,0.852,0.469,0.383,0.017,0.131,,886262,0.455,0.545,,1000037,113775,0.224,0.776,886262,0.375,0.625,,886262,0.168,0.402,0.048,0.013,0.313,0.057,,6306287,0.817,0.183,0.081,0.081,0.038,0.037,0.013,0.056,0.026,0.009,0.004,,6744496,0.046,0.004,0.004,0.01,0.023,0.111,0.035,0.008,0.194,0.003,0.003,0.116,0.036,0.001,0.055,0.019,0.003,0.013,0.014,0.03,0.001,0.008,0.034,0.005,0.008,0.01,0.001
West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,741940,485652,176631,372301,122282,28515,13508,84836,40841,256288,219848,90171,207359,216603,2.43,3.00,,1804591,741940,371644,494382,105638,90987,41100,,750542,227541,391032,12020,25627,94322,785182,177395,389946,13319,100892,103630,,20260,7816,35,48,32,96,13,,43924,22832,,5381,4759,3469,9223,22832,13387,16580,,427552,19364,22353,176271,87780,121784,,1294747,78648,138573,538546,237089,75046,140850,85995,(X),(X),,1465012,163476,,1823372,344503,385274,21629,1148249,196951,289849,125923,,1833535,1625125,205777,120444,85333,45724,39609,2633,,1853973,1831462,1824818,1318119,506699,6644,22511,,22511,10281,12230,,29155,6644,1340,5304,22511,9296,13215,,22511,4287,9864,1849,56,5308,1147,,1752096,1713135,38961,12985,18006,6600,9536,1759,7009,3131,4410,1495,,1853973,232119,6329,3455,1306,45323,205530,29068,3354,335477,5450,11106,267713,85848,2110,3357,34292,389,6622,39648,42349,4348,4994,6984,3370,2283,13637,1555
    Percent,,741940,0.655,0.238,0.502,0.165,0.038,0.018,0.114,0.055,0.345,0.296,0.122,0.279,0.292,(X),(X),,1804591,0.411,0.206,0.274,0.059,0.05,0.023,,750542,0.303,0.521,0.016,0.034,0.126,785182,0.226,0.497,0.017,0.128,0.132,,20260,0.386,(X),(X),(X),(X),(X),,43924,0.52,,0.123,0.108,0.079,0.21,22832,0.586,0.726,,427552,0.045,0.052,0.412,0.205,0.285,,1294747,0.061,0.107,0.416,0.183,0.058,0.109,0.066,83.2%,17.5%,,1465012,0.112,,1823372,0.189,385274,0.056,1148249,0.172,289849,0.434,,1833535,0.886,0.112,0.066,0.047,0.025,0.022,0.001,,1853973,0.988,0.984,0.711,0.273,0.004,0.012,,22511,0.457,0.543,,29155,6644,0.202,0.798,22511,0.413,0.587,,22511,0.19,0.438,0.082,0.002,0.236,0.051,,1752096,0.978,0.022,0.007,0.01,0.004,0.005,0.001,0.004,0.002,0.003,0.001,,1853973,0.125,0.003,0.002,0.001,0.024,0.111,0.016,0.002,0.181,0.003,0.006,0.144,0.046,0.001,0.002,0.018,0,0.004,0.021,0.023,0.002,0.003,0.004,0.002,0.001,0.007,0.001
Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,2279532,1453332,644861,1125314,437433,96237,56150,231781,151278,826200,669106,237256,692487,547544,2.43,3.02,,5540833,2279532,1124200,1608012,196928,332161,163517,,2261022,771589,1178731,21512,57762,231428,2328733,654076,1165710,28163,215297,265487,,73724,23806,33,54,21,102,23,,72245,29296,,6939,8226,5879,8252,29296,19155,19931,,1498366,77982,84981,587765,321116,426522,,3800295,131242,244183,1265296,803727,354494,659852,341501,(X),(X),,4351489,420641,,5613402,605869,1334158,53942,3530109,305766,749135,246161,,5623196,4824045,784657,520015,264642,171577,93065,14494,,5691047,5436127,5397963,4104912,1293051,38164,254920,,254920,103035,151885,,293084,38164,7656,30508,254920,102862,152058,,254920,46454,83276,7629,918,110337,6306,,5335995,4890474,445521,169792,237110,106151,111358,26418,82105,33302,14948,3921,,5691047,185663,11138,91018,66590,141569,354222,201265,57816,2436991,19237,24434,651840,210589,15325,444753,526146,2605,39003,25695,63082,13432,25168,143740,60889,9783,25833,5623
    Percent,,2279532,0.638,0.283,0.494,0.192,0.042,0.025,0.102,0.066,0.362,0.294,0.104,0.304,0.24,(X),(X),,5540833,0.411,0.203,0.29,0.036,0.06,0.03,,2261022,0.341,0.521,0.01,0.026,0.102,2328733,0.281,0.501,0.012,0.092,0.114,,73724,0.323,(X),(X),(X),(X),(X),,72245,0.406,,0.096,0.114,0.081,0.114,29296,0.654,0.68,,1498366,0.052,0.057,0.392,0.214,0.285,,3800295,0.035,0.064,0.333,0.211,0.093,0.174,0.09,90.1%,26.3%,,4351489,0.097,,5613402,0.108,1334158,0.04,3530109,0.087,749135,0.329,,5623196,0.858,0.14,0.092,0.047,0.031,0.017,0.003,,5691047,0.955,0.949,0.721,0.227,0.007,0.045,,254920,0.404,0.596,,293084,38164,0.201,0.799,254920,0.404,0.596,,254920,0.182,0.327,0.03,0.004,0.433,0.025,,5335995,0.917,0.083,0.032,0.044,0.02,0.021,0.005,0.015,0.006,0.003,0.001,,5691047,0.033,0.002,0.016,0.012,0.025,0.062,0.035,0.01,0.428,0.003,0.004,0.115,0.037,0.003,0.078,0.092,0,0.007,0.005,0.011,0.002,0.004,0.025,0.011,0.002,0.005,0.001
Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,222803,147394,63001,119756,46694,7804,4353,19834,11954,75409,61775,20782,69004,49043,2.47,3.02,,550748,222803,119630,154506,23169,30640,13901,,228725,66290,128486,2904,5510,25535,220169,45481,121331,4360,18975,30022,,8314,2298,39,64,60,109,19,,11287,6056,,1846,2192,414,1604,6056,3182,5252,,141936,9313,7310,57350,29744,38219,,370951,9676,18962,111983,101199,39657,58232,31242,(X),(X),,425022,52337,,555010,65570,136229,4682,350985,35733,67796,25155,,556954,444614,110301,66103,44198,16152,28046,2039,,564460,548617,544276,234318,309958,4341,15843,,15843,6447,9396,,20184,4341,1358,2983,15843,7853,7990,,15843,2531,2911,307,234,9012,848,,523440,490132,33308,9428,24174,7944,5618,1059,2118,338,1398,87,,564460,48198,903,3641,10548,11383,77642,16500,2996,160779,2185,3078,75865,18418,186,18479,10515,1308,5587,8695,20721,729,166,18647,3065,639,6048,64
    Percent,,222803,0.662,0.283,0.537,0.21,0.035,0.02,0.089,0.054,0.338,0.277,0.093,0.31,0.22,(X),(X),,550748,0.405,0.217,0.281,0.042,0.056,0.025,,228725,0.29,0.562,0.013,0.024,0.112,220169,0.207,0.551,0.02,0.086,0.136,,8314,0.276,(X),(X),(X),(X),(X),,11287,0.537,,0.164,0.194,0.037,0.142,6056,0.525,0.867,,141936,0.066,0.052,0.404,0.21,0.269,,370951,0.026,0.051,0.302,0.273,0.107,0.157,0.084,92.3%,24.1%,,425022,0.123,,555010,0.118,136229,0.034,350985,0.102,67796,0.371,,556954,0.798,0.198,0.119,0.079,0.029,0.05,0.004,,564460,0.972,0.964,0.415,0.549,0.008,0.028,,15843,0.407,0.593,,20184,4341,0.313,0.687,15843,0.496,0.504,,15843,0.16,0.184,0.019,0.015,0.569,0.054,,523440,0.936,0.064,0.018,0.046,0.015,0.011,0.002,0.004,0.001,0.003,0,,564460,0.085,0.002,0.006,0.019,0.02,0.138,0.029,0.005,0.285,0.004,0.005,0.134,0.033,0,0.033,0.019,0.002,0.01,0.015,0.037,0.001,0,0.033,0.005,0.001,0.011,0
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
