"Column Name","Label"
"DP02_0038E","Estimate!!FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
"DP02_0038EA","Annotation of Estimate!!FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
"DP02_0038M","Estimate Margin of Error!!FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
"DP02_0038MA","Annotation of Estimate Margin of Error!!FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
"DP02_0038PE","Percent!!FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
"DP02_0038PEA","Annotation of Percent!!FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
"DP02_0038PM","Percent Margin of Error!!FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
"DP02_0038PMA","Annotation of Percent Margin of Error!!FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
"DP02_0039E","Estimate!!FERTILITY!!Per 1,000 women 15 to 50 years old"
"DP02_0039M","Estimate Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old"
"DP02_0039MA","Annotation of Estimate Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old"
"DP02_0039EA","Annotation of Estimate!!FERTILITY!!Per 1,000 women 15 to 50 years old"
"DP02_0039PE","Percent!!FERTILITY!!Per 1,000 women 15 to 50 years old"
"DP02_0039PM","Percent Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old"
"DP02_0039PMA","Annotation of Percent Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old"
"DP02_0039PEA","Annotation of Percent!!FERTILITY!!Per 1,000 women 15 to 50 years old"
"DP02_0040E","Estimate!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 15 to 19 years old"
"DP02_0040M","Estimate Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 15 to 19 years old"
"DP02_0040MA","Annotation of Estimate Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 15 to 19 years old"
"DP02_0040EA","Annotation of Estimate!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 15 to 19 years old"
"DP02_0040PE","Percent!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 15 to 19 years old"
"DP02_0040PM","Percent Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 15 to 19 years old"
"DP02_0040PMA","Annotation of Percent Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 15 to 19 years old"
"DP02_0040PEA","Annotation of Percent!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 15 to 19 years old"
"DP02_0041E","Estimate!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 20 to 34 years old"
"DP02_0041M","Estimate Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 20 to 34 years old"
"DP02_0041MA","Annotation of Estimate Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 20 to 34 years old"
"DP02_0041EA","Annotation of Estimate!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 20 to 34 years old"
"DP02_0041PE","Percent!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 20 to 34 years old"
"DP02_0041PEA","Annotation of Percent!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 20 to 34 years old"
"DP02_0041PM","Percent Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 20 to 34 years old"
"DP02_0041PMA","Annotation of Percent Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 20 to 34 years old"
"DP02_0042E","Estimate!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 35 to 50 years old"
"DP02_0042M","Estimate Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 35 to 50 years old"
"DP02_0042MA","Annotation of Estimate Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 35 to 50 years old"
"DP02_0042EA","Annotation of Estimate!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 35 to 50 years old"
"DP02_0042PE","Percent!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 35 to 50 years old"
"DP02_0042PEA","Annotation of Percent!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 35 to 50 years old"
"DP02_0042PM","Percent Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 35 to 50 years old"
"DP02_0042PMA","Annotation of Percent Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 35 to 50 years old"
"DP02_0043E","Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years"
"DP02_0043M","Estimate Margin of Error!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years"
"DP02_0043MA","Annotation of Estimate Margin of Error!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years"
"DP02_0043EA","Annotation of Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years"
"DP02_0043PE","Percent!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years"
"DP02_0043PM","Percent Margin of Error!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years"
"DP02_0043PMA","Annotation of Percent Margin of Error!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years"
"DP02_0043PEA","Annotation of Percent!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years"
"DP02_0044E","Estimate!!GRANDPARENTS!!Responsible for grandchildren"
"DP02_0044M","Estimate Margin of Error!!GRANDPARENTS!!Responsible for grandchildren"
"DP02_0044MA","Annotation of Estimate Margin of Error!!GRANDPARENTS!!Responsible for grandchildren"
"DP02_0044EA","Annotation of Estimate!!GRANDPARENTS!!Responsible for grandchildren"
"DP02_0044PE","Percent!!GRANDPARENTS!!Responsible for grandchildren"
"DP02_0044PM","Percent Margin of Error!!GRANDPARENTS!!Responsible for grandchildren"
"DP02_0044PMA","Annotation of Percent Margin of Error!!GRANDPARENTS!!Responsible for grandchildren"
"DP02_0044PEA","Annotation of Percent!!GRANDPARENTS!!Responsible for grandchildren"
"DP02_0045E","Estimate!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!Less than 1 year"
"DP02_0045M","Estimate Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!Less than 1 year"
"DP02_0045MA","Annotation of Estimate Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!Less than 1 year"
"DP02_0045EA","Annotation of Estimate!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!Less than 1 year"
"DP02_0045PE","Percent!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!Less than 1 year"
"DP02_0045PM","Percent Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!Less than 1 year"
"DP02_0045PMA","Annotation of Percent Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!Less than 1 year"
"DP02_0045PEA","Annotation of Percent!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!Less than 1 year"
"DP02_0046E","Estimate!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!1 or 2 years"
"DP02_0046EA","Annotation of Estimate!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!1 or 2 years"
"DP02_0046M","Estimate Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!1 or 2 years"
"DP02_0046MA","Annotation of Estimate Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!1 or 2 years"
"DP02_0046PE","Percent!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!1 or 2 years"
"DP02_0046PM","Percent Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!1 or 2 years"
"DP02_0046PMA","Annotation of Percent Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!1 or 2 years"
"DP02_0046PEA","Annotation of Percent!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!1 or 2 years"
"DP02_0047E","Estimate!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!3 or 4 years"
"DP02_0047EA","Annotation of Estimate!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!3 or 4 years"
"DP02_0047M","Estimate Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!3 or 4 years"
"DP02_0047MA","Annotation of Estimate Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!3 or 4 years"
"DP02_0047PE","Percent!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!3 or 4 years"
"DP02_0047PM","Percent Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!3 or 4 years"
"DP02_0047PMA","Annotation of Percent Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!3 or 4 years"
"DP02_0047PEA","Annotation of Percent!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!3 or 4 years"
"DP02_0048E","Estimate!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!5 or more years"
"DP02_0048EA","Annotation of Estimate!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!5 or more years"
"DP02_0048M","Estimate Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!5 or more years"
"DP02_0048MA","Annotation of Estimate Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!5 or more years"
"DP02_0048PE","Percent!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!5 or more years"
"DP02_0048PEA","Annotation of Percent!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!5 or more years"
"DP02_0048PM","Percent Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!5 or more years"
"DP02_0048PMA","Annotation of Percent Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!5 or more years"
"DP02_0049E","Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years"
"DP02_0049M","Estimate Margin of Error!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years"
"DP02_0049MA","Annotation of Estimate Margin of Error!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years"
"DP02_0049EA","Annotation of Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years"
"DP02_0049PE","Percent!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years"
"DP02_0049PM","Percent Margin of Error!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years"
"DP02_0049PMA","Annotation of Percent Margin of Error!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years"
"DP02_0049PEA","Annotation of Percent!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years"
"DP02_0050E","Estimate!!GRANDPARENTS!!Who are female"
"DP02_0050M","Estimate Margin of Error!!GRANDPARENTS!!Who are female"
"DP02_0050MA","Annotation of Estimate Margin of Error!!GRANDPARENTS!!Who are female"
"DP02_0050EA","Annotation of Estimate!!GRANDPARENTS!!Who are female"
"DP02_0050PE","Percent!!GRANDPARENTS!!Who are female"
"DP02_0050PEA","Annotation of Percent!!GRANDPARENTS!!Who are female"
"DP02_0050PM","Percent Margin of Error!!GRANDPARENTS!!Who are female"
"DP02_0050PMA","Annotation of Percent Margin of Error!!GRANDPARENTS!!Who are female"
"DP02_0051E","Estimate!!GRANDPARENTS!!Who are married"
"DP02_0051M","Estimate Margin of Error!!GRANDPARENTS!!Who are married"
"DP02_0051MA","Annotation of Estimate Margin of Error!!GRANDPARENTS!!Who are married"
"DP02_0051EA","Annotation of Estimate!!GRANDPARENTS!!Who are married"
"DP02_0051PE","Percent!!GRANDPARENTS!!Who are married"
"DP02_0051PM","Percent Margin of Error!!GRANDPARENTS!!Who are married"
"DP02_0051PMA","Annotation of Percent Margin of Error!!GRANDPARENTS!!Who are married"
"DP02_0051PEA","Annotation of Percent!!GRANDPARENTS!!Who are married"
"DP02_0052E","Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"DP02_0052M","Estimate Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"DP02_0052MA","Annotation of Estimate Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"DP02_0052EA","Annotation of Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"DP02_0052PE","Percent!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"DP02_0052PEA","Annotation of Percent!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"DP02_0052PM","Percent Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"DP02_0052PMA","Annotation of Percent Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"DP02_0053E","Estimate!!SCHOOL ENROLLMENT!!Nursery school, preschool"
"DP02_0053M","Estimate Margin of Error!!SCHOOL ENROLLMENT!!Nursery school, preschool"
"DP02_0053MA","Annotation of Estimate Margin of Error!!SCHOOL ENROLLMENT!!Nursery school, preschool"
"DP02_0053EA","Annotation of Estimate!!SCHOOL ENROLLMENT!!Nursery school, preschool"
"DP02_0053PE","Percent!!SCHOOL ENROLLMENT!!Nursery school, preschool"
"DP02_0053PM","Percent Margin of Error!!SCHOOL ENROLLMENT!!Nursery school, preschool"
"DP02_0053PMA","Annotation of Percent Margin of Error!!SCHOOL ENROLLMENT!!Nursery school, preschool"
"DP02_0053PEA","Annotation of Percent!!SCHOOL ENROLLMENT!!Nursery school, preschool"
"DP02_0054E","Estimate!!SCHOOL ENROLLMENT!!Kindergarten"
"DP02_0054EA","Annotation of Estimate!!SCHOOL ENROLLMENT!!Kindergarten"
"DP02_0054M","Estimate Margin of Error!!SCHOOL ENROLLMENT!!Kindergarten"
"DP02_0054MA","Annotation of Estimate Margin of Error!!SCHOOL ENROLLMENT!!Kindergarten"
"DP02_0054PE","Percent!!SCHOOL ENROLLMENT!!Kindergarten"
"DP02_0054PEA","Annotation of Percent!!SCHOOL ENROLLMENT!!Kindergarten"
"DP02_0054PM","Percent Margin of Error!!SCHOOL ENROLLMENT!!Kindergarten"
"DP02_0054PMA","Annotation of Percent Margin of Error!!SCHOOL ENROLLMENT!!Kindergarten"
"DP02_0055E","Estimate!!SCHOOL ENROLLMENT!!Elementary school (grades 1-8)"
"DP02_0055M","Estimate Margin of Error!!SCHOOL ENROLLMENT!!Elementary school (grades 1-8)"
"DP02_0055MA","Annotation of Estimate Margin of Error!!SCHOOL ENROLLMENT!!Elementary school (grades 1-8)"
"DP02_0055EA","Annotation of Estimate!!SCHOOL ENROLLMENT!!Elementary school (grades 1-8)"
"DP02_0055PE","Percent!!SCHOOL ENROLLMENT!!Elementary school (grades 1-8)"
"DP02_0055PEA","Annotation of Percent!!SCHOOL ENROLLMENT!!Elementary school (grades 1-8)"
"DP02_0055PM","Percent Margin of Error!!SCHOOL ENROLLMENT!!Elementary school (grades 1-8)"
"DP02_0055PMA","Annotation of Percent Margin of Error!!SCHOOL ENROLLMENT!!Elementary school (grades 1-8)"
"DP02_0056E","Estimate!!SCHOOL ENROLLMENT!!High school (grades 9-12)"
"DP02_0056EA","Annotation of Estimate!!SCHOOL ENROLLMENT!!High school (grades 9-12)"
"DP02_0056M","Estimate Margin of Error!!SCHOOL ENROLLMENT!!High school (grades 9-12)"
"DP02_0056MA","Annotation of Estimate Margin of Error!!SCHOOL ENROLLMENT!!High school (grades 9-12)"
"DP02_0056PE","Percent!!SCHOOL ENROLLMENT!!High school (grades 9-12)"
"DP02_0056PM","Percent Margin of Error!!SCHOOL ENROLLMENT!!High school (grades 9-12)"
"DP02_0056PMA","Annotation of Percent Margin of Error!!SCHOOL ENROLLMENT!!High school (grades 9-12)"
"DP02_0056PEA","Annotation of Percent!!SCHOOL ENROLLMENT!!High school (grades 9-12)"
"DP02_0057E","Estimate!!SCHOOL ENROLLMENT!!College or graduate school"
"DP02_0057M","Estimate Margin of Error!!SCHOOL ENROLLMENT!!College or graduate school"
"DP02_0057MA","Annotation of Estimate Margin of Error!!SCHOOL ENROLLMENT!!College or graduate school"
"DP02_0057EA","Annotation of Estimate!!SCHOOL ENROLLMENT!!College or graduate school"
"DP02_0057PE","Percent!!SCHOOL ENROLLMENT!!College or graduate school"
"DP02_0057PM","Percent Margin of Error!!SCHOOL ENROLLMENT!!College or graduate school"
"DP02_0057PMA","Annotation of Percent Margin of Error!!SCHOOL ENROLLMENT!!College or graduate school"
"DP02_0057PEA","Annotation of Percent!!SCHOOL ENROLLMENT!!College or graduate school"
"DP02_0058E","Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"DP02_0058M","Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"DP02_0058MA","Annotation of Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"DP02_0058EA","Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"DP02_0058PE","Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"DP02_0058PEA","Annotation of Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"DP02_0058PM","Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"DP02_0058PMA","Annotation of Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"DP02_0059E","Estimate!!EDUCATIONAL ATTAINMENT!!Less than 9th grade"
"DP02_0059M","Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Less than 9th grade"
"DP02_0059MA","Annotation of Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Less than 9th grade"
"DP02_0059EA","Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!Less than 9th grade"
"DP02_0059PE","Percent!!EDUCATIONAL ATTAINMENT!!Less than 9th grade"
"DP02_0059PM","Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Less than 9th grade"
"DP02_0059PMA","Annotation of Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Less than 9th grade"
"DP02_0059PEA","Annotation of Percent!!EDUCATIONAL ATTAINMENT!!Less than 9th grade"
"DP02_0060E","Estimate!!EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma"
"DP02_0060EA","Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma"
"DP02_0060M","Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma"
"DP02_0060MA","Annotation of Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma"
"DP02_0060PE","Percent!!EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma"
"DP02_0060PM","Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma"
"DP02_0060PMA","Annotation of Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma"
"DP02_0060PEA","Annotation of Percent!!EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma"
"DP02_0061E","Estimate!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)"
"DP02_0061EA","Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)"
"DP02_0061M","Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)"
"DP02_0061MA","Annotation of Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)"
"DP02_0061PE","Percent!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)"
"DP02_0061PM","Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)"
"DP02_0061PMA","Annotation of Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)"
"DP02_0061PEA","Annotation of Percent!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)"
"DP02_0062E","Estimate!!EDUCATIONAL ATTAINMENT!!Some college, no degree"
"DP02_0062EA","Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!Some college, no degree"
"DP02_0062M","Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Some college, no degree"
"DP02_0062MA","Annotation of Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Some college, no degree"
"DP02_0062PE","Percent!!EDUCATIONAL ATTAINMENT!!Some college, no degree"
"DP02_0062PM","Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Some college, no degree"
"DP02_0062PMA","Annotation of Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Some college, no degree"
"DP02_0062PEA","Annotation of Percent!!EDUCATIONAL ATTAINMENT!!Some college, no degree"
"DP02_0063E","Estimate!!EDUCATIONAL ATTAINMENT!!Associate's degree"
"DP02_0063EA","Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!Associate's degree"
"DP02_0063M","Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Associate's degree"
"DP02_0063MA","Annotation of Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Associate's degree"
"DP02_0063PE","Percent!!EDUCATIONAL ATTAINMENT!!Associate's degree"
"DP02_0063PM","Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Associate's degree"
"DP02_0063PMA","Annotation of Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Associate's degree"
"DP02_0063PEA","Annotation of Percent!!EDUCATIONAL ATTAINMENT!!Associate's degree"
"DP02_0064E","Estimate!!EDUCATIONAL ATTAINMENT!!Bachelor's degree"
"DP02_0064M","Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Bachelor's degree"
"DP02_0064MA","Annotation of Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Bachelor's degree"
"DP02_0064EA","Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!Bachelor's degree"
"DP02_0064PE","Percent!!EDUCATIONAL ATTAINMENT!!Bachelor's degree"
"DP02_0064PEA","Annotation of Percent!!EDUCATIONAL ATTAINMENT!!Bachelor's degree"
"DP02_0064PM","Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Bachelor's degree"
"DP02_0064PMA","Annotation of Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Bachelor's degree"
"DP02_0065E","Estimate!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree"
"DP02_0065M","Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree"
"DP02_0065MA","Annotation of Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree"
"DP02_0065EA","Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree"
"DP02_0065PE","Percent!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree"
"DP02_0065PM","Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree"
"DP02_0065PMA","Annotation of Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree"
"DP02_0065PEA","Annotation of Percent!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree"
"DP02_0066E","Estimate!!EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher"
"DP02_0066M","Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher"
"DP02_0066MA","Annotation of Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher"
"DP02_0066EA","Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher"
"DP02_0066PE","Percent!!EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher"
"DP02_0066PM","Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher"
"DP02_0066PMA","Annotation of Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher"
"DP02_0066PEA","Annotation of Percent!!EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher"
"DP02_0067E","Estimate!!EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher"
"DP02_0067M","Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher"
"DP02_0067MA","Annotation of Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher"
"DP02_0067EA","Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher"
"DP02_0067PE","Percent!!EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher"
"DP02_0067PM","Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher"
"DP02_0067PMA","Annotation of Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher"
"DP02_0067PEA","Annotation of Percent!!EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher"
"DP02_0068E","Estimate!!VETERAN STATUS!!Civilian population 18 years and over"
"DP02_0068M","Estimate Margin of Error!!VETERAN STATUS!!Civilian population 18 years and over"
"DP02_0068MA","Annotation of Estimate Margin of Error!!VETERAN STATUS!!Civilian population 18 years and over"
"DP02_0068EA","Annotation of Estimate!!VETERAN STATUS!!Civilian population 18 years and over"
"DP02_0068PE","Percent!!VETERAN STATUS!!Civilian population 18 years and over"
"DP02_0068PM","Percent Margin of Error!!VETERAN STATUS!!Civilian population 18 years and over"
"DP02_0068PMA","Annotation of Percent Margin of Error!!VETERAN STATUS!!Civilian population 18 years and over"
"DP02_0068PEA","Annotation of Percent!!VETERAN STATUS!!Civilian population 18 years and over"
"DP02_0069E","Estimate!!VETERAN STATUS!!Civilian veterans"
"DP02_0069EA","Annotation of Estimate!!VETERAN STATUS!!Civilian veterans"
"DP02_0069M","Estimate Margin of Error!!VETERAN STATUS!!Civilian veterans"
"DP02_0069MA","Annotation of Estimate Margin of Error!!VETERAN STATUS!!Civilian veterans"
"DP02_0069PE","Percent!!VETERAN STATUS!!Civilian veterans"
"DP02_0069PM","Percent Margin of Error!!VETERAN STATUS!!Civilian veterans"
"DP02_0069PMA","Annotation of Percent Margin of Error!!VETERAN STATUS!!Civilian veterans"
"DP02_0069PEA","Annotation of Percent!!VETERAN STATUS!!Civilian veterans"
"DP02_0070E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population"
"DP02_0070EA","Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population"
"DP02_0070M","Estimate Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population"
"DP02_0070MA","Annotation of Estimate Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population"
