"GEO_ID","NAME","B25101_001E","B25101_001EA","B25101_001M","B25101_001MA","B25101_002E","B25101_002M","B25101_002MA","B25101_002EA","B25101_003E","B25101_003M","B25101_003MA","B25101_003EA","B25101_004E","B25101_004M","B25101_004MA","B25101_004EA","B25101_005E","B25101_005EA","B25101_005M","B25101_005MA","B25101_006E","B25101_006EA","B25101_006M","B25101_006MA","B25101_007E","B25101_007EA","B25101_007M","B25101_007MA","B25101_008E","B25101_008M","B25101_008MA","B25101_008EA","B25101_009E","B25101_009EA","B25101_009M","B25101_009MA","B25101_010E","B25101_010EA","B25101_010M","B25101_010MA","B25101_011E","B25101_011EA","B25101_011M","B25101_011MA","B25101_012E","B25101_012M","B25101_012MA","B25101_012EA","B25101_013E","B25101_013M","B25101_013MA","B25101_013EA","B25101_014E","B25101_014M","B25101_014MA","B25101_014EA","B25101_015E","B25101_015EA","B25101_015M","B25101_015MA","B25101_016E","B25101_016EA","B25101_016M","B25101_016MA","B25101_017E","B25101_017EA","B25101_017M","B25101_017MA","B25101_018E","B25101_018EA","B25101_018M","B25101_018MA","B25101_019E","B25101_019M","B25101_019MA","B25101_019EA","B25101_020E","B25101_020EA","B25101_020M","B25101_020MA","B25101_021E","B25101_021EA","B25101_021M","B25101_021MA","B25101_022E","B25101_022EA","B25101_022M","B25101_022MA","B25101_023E","B25101_023EA","B25101_023M","B25101_023MA","B25101_024E","B25101_024EA","B25101_024M","B25101_024MA","B25101_025E","B25101_025M","B25101_025MA","B25101_025EA","B25101_026E","B25101_026M","B25101_026MA","B25101_026EA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028EA","B25101_028M","B25101_028MA","B25101_029E","B25101_029EA","B25101_029M","B25101_029MA","B25101_030E","B25101_030M","B25101_030MA","B25101_030EA","B25101_031E","B25101_031EA","B25101_031M","B25101_031MA","B25101_032E","B25101_032EA","B25101_032M","B25101_032MA","B25101_033E","B25101_033EA","B25101_033M","B25101_033MA","B25101_034E","B25101_034EA","B25101_034M","B25101_034MA","B25101_035E","B25101_035M","B25101_035MA","B25101_035EA","B25101_036E","B25101_036M","B25101_036MA","B25101_036EA","B25101_037E","B25101_037EA","B25101_037M","B25101_037MA","B25101_038E","B25101_038EA","B25101_038M","B25101_038MA","B25101_039E","B25101_039EA","B25101_039M","B25101_039MA","B25101_040E","B25101_040EA","B25101_040M","B25101_040MA","B25101_041E","B25101_041M","B25101_041MA","B25101_041EA","B25101_042E","B25101_042EA","B25101_042M","B25101_042MA","B25101_043E","B25101_043EA","B25101_043M","B25101_043MA","B25101_044E","B25101_044EA","B25101_044M","B25101_044MA","B25101_045E","B25101_045EA","B25101_045M","B25101_045MA",
"0500000US45047","Greenwood County, South Carolina","17566","null","1331","null","9194","1137","null","null","668","383","null","null","0","214","null","null","0","null","214","null","668","null","383","null","946","null","510","null","25","46","null","null","197","null","303","null","724","null","385","null","980","null","429","null","287","208","null","null","590","393","null","null","103","104","null","null","2285","null","669","null","1076","null","464","null","722","null","373","null","487","null","314","null","4140","826","null","null","3459","null","867","null","567","null","366","null","114","null","142","null","175","null","218","null","8372","null","1235","null","1405","519","null","null","610","356","null","null","449","null","256","null","346","null","365","null","1327","null","415","null","1250","415","null","null","48","null","82","null","29","null","48","null","1824","null","661","null","1688","null","613","null","108","200","null","null","28","47","null","null","2100","null","731","null","2058","null","713","null","42","null","75","null","0","null","214","null","1532","502","null","null","1532","null","502","null","0","null","214","null","0","null","214","null","184","null","152","null",
"0500000US45051","Horry County, South Carolina","96421","null","3418","null","53283","2930","null","null","3667","1038","null","null","0","214","null","null","0","null","214","null","3667","null","1038","null","7641","null","1480","null","228","201","null","null","687","null","426","null","6726","null","1479","null","7649","null","1108","null","820","358","null","null","3057","780","null","null","3772","818","null","null","11675","null","1780","null","4112","null","1128","null","4860","null","974","null","2703","null","935","null","22341","1974","null","null","16833","null","1865","null","4339","null","1086","null","1169","null","590","null","310","null","280","null","43138","null","3008","null","7039","1450","null","null","1365","839","null","null","1658","null","569","null","4016","null","1072","null","8543","null","1595","null","5886","1332","null","null","1992","null","652","null","665","null","347","null","7164","null","1210","null","6454","null","1140","null","600","340","null","null","110","131","null","null","9500","null","1721","null","9107","null","1571","null","107","null","158","null","286","null","359","null","10218","1449","null","null","10218","null","1449","null","0","null","214","null","0","null","214","null","674","null","467","null",
"0500000US45055","Kershaw County, South Carolina","20478","null","1229","null","11030","1441","null","null","972","552","null","null","0","214","null","null","0","null","214","null","972","null","552","null","1836","null","935","null","49","91","null","null","351","null","368","null","1436","null","759","null","1050","null","450","null","124","134","null","null","551","385","null","null","375","237","null","null","2355","null","819","null","1115","null","603","null","944","null","501","null","296","null","259","null","4817","853","null","null","3509","null","822","null","1248","null","583","null","60","null","100","null","0","null","214","null","9448","null","1225","null","1651","592","null","null","285","273","null","null","492","null","322","null","874","null","459","null","2118","null","762","null","1670","775","null","null","360","null","294","null","88","null","139","null","1665","null","631","null","1419","null","571","null","246","250","null","null","0","214","null","null","2367","null","904","null","2367","null","904","null","0","null","214","null","0","null","214","null","1647","556","null","null","1647","null","556","null","0","null","214","null","0","null","214","null","0","null","214","null",
"0500000US45057","Lancaster County, South Carolina","27345","null","1574","null","17246","1805","null","null","947","546","null","null","0","214","null","null","0","null","214","null","947","null","546","null","905","null","574","null","47","75","null","null","176","null","230","null","682","null","542","null","1701","null","888","null","506","467","null","null","779","598","null","null","416","321","null","null","3987","null","1145","null","1039","null","659","null","2071","null","935","null","877","null","573","null","9662","1333","null","null","7654","null","1339","null","1565","null","701","null","443","null","368","null","44","null","78","null","10099","null","1352","null","2573","788","null","null","1269","624","null","null","518","null","300","null","786","null","476","null","1672","null","586","null","1425","557","null","null","203","null","200","null","44","null","78","null","1200","null","537","null","995","null","474","null","140","233","null","null","65","109","null","null","1364","null","511","null","1364","null","511","null","0","null","214","null","0","null","214","null","3222","951","null","null","3222","null","951","null","0","null","214","null","0","null","214","null","68","null","91","null",
"0500000US45059","Laurens County, South Carolina","17177","null","1395","null","8371","1405","null","null","709","382","null","null","0","214","null","null","0","null","214","null","709","null","382","null","1426","null","605","null","33","60","null","null","408","null","334","null","985","null","459","null","918","null","391","null","36","62","null","null","614","321","null","null","268","194","null","null","1193","null","477","null","385","null","219","null","633","null","328","null","175","null","131","null","4029","1055","null","null","3600","null","1051","null","362","null","201","null","67","null","84","null","96","null","127","null","8806","null","1241","null","1578","569","null","null","283","248","null","null","184","null","231","null","1111","null","476","null","1760","null","564","null","1381","477","null","null","247","null","208","null","132","null","142","null","1903","null","726","null","1639","null","621","null","264","248","null","null","0","214","null","null","2274","null","716","null","2274","null","716","null","0","null","214","null","0","null","214","null","1057","410","null","null","1057","null","410","null","0","null","214","null","0","null","214","null","234","null","349","null",
"0500000US45063","Lexington County, South Carolina","85558","null","2566","null","55431","2419","null","null","2594","633","null","null","0","214","null","null","39","null","64","null","2555","null","622","null","5054","null","1166","null","72","125","null","null","769","null","370","null","4213","null","1128","null","7011","null","1040","null","631","310","null","null","2890","720","null","null","3490","871","null","null","11893","null","1407","null","5090","null","884","null","5157","null","1013","null","1646","null","708","null","28636","2198","null","null","23564","null","1933","null","4090","null","968","null","982","null","447","null","243","null","196","null","30127","null","1971","null","5285","1089","null","null","1374","595","null","null","1035","null","397","null","2876","null","821","null","5129","null","940","null","3776","848","null","null","1128","null","583","null","225","null","216","null","4329","null","791","null","4089","null","786","null","129","102","null","null","111","182","null","null","4468","null","1057","null","4468","null","1057","null","0","null","214","null","0","null","214","null","10427","1322","null","null","10427","null","1322","null","0","null","214","null","0","null","214","null","489","null","262","null",
"0500000US45073","Oconee County, South Carolina","23193","null","1572","null","10645","1188","null","null","642","343","null","null","0","214","null","null","0","null","214","null","642","null","343","null","1357","null","610","null","284","311","null","null","214","null","177","null","859","null","504","null","626","null","383","null","78","132","null","null","344","312","null","null","204","192","null","null","2300","null","582","null","976","null","412","null","817","null","362","null","507","null","377","null","5712","1027","null","null","4984","null","1020","null","458","null","301","null","270","null","280","null","8","null","15","null","12548","null","1306","null","2838","917","null","null","1441","780","null","null","402","null","318","null","995","null","432","null","2400","null","977","null","2261","971","null","null","139","null","111","null","0","null","214","null","2325","null","819","null","2293","null","812","null","0","214","null","null","32","53","null","null","2065","null","747","null","1873","null","721","null","76","null","135","null","116","null","186","null","2612","706","null","null","2612","null","706","null","0","null","214","null","0","null","214","null","308","null","263","null",
"0500000US45075","Orangeburg County, South Carolina","22266","null","1661","null","7920","1285","null","null","970","488","null","null","0","214","null","null","0","null","214","null","970","null","488","null","889","null","437","null","66","109","null","null","240","null","333","null","583","null","324","null","1098","null","476","null","262","228","null","null","427","281","null","null","409","284","null","null","2485","null","788","null","692","null","335","null","1344","null","626","null","449","null","407","null","2478","734","null","null","2121","null","714","null","198","null","180","null","159","null","163","null","0","null","214","null","14346","null","1773","null","3608","922","null","null","615","315","null","null","854","null","459","null","2139","null","767","null","2428","null","620","null","1621","611","null","null","671","null","369","null","136","null","180","null","3313","null","951","null","3034","null","925","null","279","268","null","null","0","214","null","null","2135","null","746","null","2135","null","746","null","0","null","214","null","0","null","214","null","2317","769","null","null","2317","null","769","null","0","null","214","null","0","null","214","null","545","null","452","null",
"0500000US45077","Pickens County, South Carolina","32195","null","1737","null","17920","1626","null","null","732","360","null","null","0","214","null","null","9","null","14","null","723","null","362","null","2150","null","697","null","127","213","null","null","219","null","176","null","1804","null","641","null","2370","null","758","null","145","173","null","null","915","529","null","null","1310","628","null","null","4370","null","939","null","2288","null","750","null","1353","null","615","null","729","null","397","null","8298","1242","null","null","7312","null","1240","null","734","null","395","null","252","null","215","null","0","null","214","null","14275","null","1506","null","2810","940","null","null","645","319","null","null","1139","null","679","null","1026","null","536","null","3006","null","833","null","2240","730","null","null","563","null","361","null","203","null","208","null","2154","null","642","null","2071","null","635","null","83","100","null","null","0","214","null","null","2035","null","722","null","2035","null","722","null","0","null","214","null","0","null","214","null","4209","957","null","null","4152","null","958","null","57","null","98","null","0","null","214","null","61","null","64","null",
"0500000US45079","Richland County, South Carolina","88369","null","3574","null","59780","3612","null","null","3815","1215","null","null","0","214","null","null","0","null","214","null","3815","null","1215","null","5328","null","1150","null","0","214","null","null","773","null","422","null","4555","null","1044","null","6984","null","1262","null","551","294","null","null","2925","696","null","null","3508","1105","null","null","11884","null","2074","null","3939","null","1118","null","5000","null","1300","null","2945","null","1106","null","31553","2902","null","null","23995","null","2564","null","6325","null","1298","null","1233","null","562","null","216","null","171","null","28589","null","2271","null","5079","1091","null","null","219","198","null","null","915","null","382","null","3945","null","1016","null","4342","null","1016","null","3299","903","null","null","839","null","436","null","204","null","164","null","4815","null","1221","null","4209","null","1074","null","504","561","null","null","102","131","null","null","5095","null","1279","null","4870","null","1276","null","225","null","236","null","0","null","214","null","9047","1394","null","null","9047","null","1394","null","0","null","214","null","0","null","214","null","211","null","217","null",
"0500000US45083","Spartanburg County, South Carolina","82335","null","2382","null","49830","2440","null","null","2772","838","null","null","0","214","null","null","61","null","61","null","2711","null","831","null","5253","null","1139","null","472","307","null","null","923","null","437","null","3858","null","971","null","6196","null","1359","null","675","391","null","null","3511","929","null","null","2010","781","null","null","10631","null","1622","null","5312","null","1226","null","4092","null","1141","null","1227","null","476","null","24393","1946","null","null","20651","null","1641","null","3093","null","989","null","649","null","413","null","585","null","404","null","32505","null","2275","null","4846","915","null","null","1145","444","null","null","1655","null","655","null","2046","null","636","null","5289","null","1175","null","4132","1007","null","null","594","null","395","null","563","null","444","null","5606","null","1231","null","5333","null","1185","null","169","123","null","null","104","167","null","null","5972","null","1351","null","5836","null","1337","null","104","null","98","null","32","null","55","null","10328","1489","null","null","10328","null","1489","null","0","null","214","null","0","null","214","null","464","null","361","null",
"0500000US45085","Sumter County, South Carolina","25190","null","1549","null","14435","1809","null","null","939","523","null","null","0","214","null","null","202","null","252","null","737","null","428","null","1969","null","752","null","88","113","null","null","134","null","159","null","1747","null","715","null","2091","null","805","null","526","506","null","null","730","427","null","null","835","508","null","null","3940","null","1034","null","2145","null","843","null","1650","null","694","null","145","null","182","null","5326","1200","null","null","4100","null","1024","null","1105","null","560","null","121","null","203","null","170","null","250","null","10755","null","1284","null","2055","842","null","null","417","383","null","null","960","null","525","null","678","null","403","null","1997","null","727","null","1514","671","null","null","483","null","389","null","0","null","214","null","2442","null","853","null","2303","null","838","null","139","177","null","null","0","214","null","null","1980","null","645","null","1980","null","645","null","0","null","214","null","0","null","214","null","2170","658","null","null","2170","null","658","null","0","null","214","null","0","null","214","null","111","null","189","null",
"0500000US45091","York County, South Carolina","72881","null","2530","null","49468","2736","null","null","2138","784","null","null","0","214","null","null","0","null","214","null","2138","null","784","null","4251","null","1219","null","0","214","null","null","431","null","302","null","3820","null","1148","null","4048","null","842","null","136","173","null","null","2206","811","null","null","1706","560","null","null","9029","null","1405","null","3768","null","925","null","3442","null","937","null","1819","null","733","null","29829","2067","null","null","23018","null","1822","null","5972","null","1110","null","839","null","488","null","173","null","206","null","23413","null","2013","null","3291","845","null","null","629","324","null","null","1242","null","621","null","1420","null","472","null","4690","null","1092","null","3694","1013","null","null","731","null","396","null","265","null","221","null","3671","null","1117","null","3537","null","1082","null","69","140","null","null","65","116","null","null","3675","null","892","null","3675","null","892","null","0","null","214","null","0","null","214","null","8053","1405","null","null","8053","null","1405","null","0","null","214","null","0","null","214","null","33","null","55","null",
"0500000US46099","Minnehaha County, South Dakota","48821","null","2188","null","32761","2068","null","null","528","389","null","null","0","163","null","null","0","null","163","null","528","null","389","null","1313","null","505","null","0","163","null","null","176","null","254","null","1137","null","451","null","3920","null","788","null","301","230","null","null","1612","539","null","null","2007","725","null","null","5754","null","1174","null","1522","null","477","null","3025","null","961","null","1207","null","436","null","21246","1744","null","null","14869","null","1695","null","4774","null","949","null","1603","null","770","null","0","null","163","null","16060","null","1608","null","1524","581","null","null","175","194","null","null","328","null","244","null","1021","null","439","null","3130","null","942","null","1902","693","null","null","966","null","574","null","262","null","218","null","2213","null","749","null","2131","null","733","null","82","138","null","null","0","163","null","null","3503","null","738","null","3361","null","739","null","142","null","143","null","0","null","163","null","5625","1029","null","null","5607","null","1027","null","18","null","31","null","0","null","163","null","65","null","81","null",
"0500000US46103","Pennington County, South Dakota","30635","null","1408","null","18023","1414","null","null","333","284","null","null","0","163","null","null","0","null","163","null","333","null","284","null","2104","null","720","null","0","163","null","null","94","null","154","null","2010","null","731","null","1509","null","565","null","43","70","null","null","453","258","null","null","1013","525","null","null","3970","null","910","null","854","null","488","null","2086","null","666","null","1030","null","590","null","10052","1247","null","null","6646","null","1153","null","2612","null","875","null","794","null","498","null","55","null","97","null","12612","null","1377","null","1392","554","null","null","431","302","null","null","146","null","145","null","815","null","414","null","1808","null","690","null","1348","630","null","null","300","null","202","null","160","null","142","null","2076","null","726","null","1633","null","577","null","443","477","null","null","0","163","null","null","2092","null","690","null","2056","null","677","null","36","null","60","null","0","null","163","null","4924","990","null","null","4924","null","990","null","0","null","163","null","0","null","163","null","320","null","263","null",
"0500000US47001","Anderson County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US47009","Blount County, Tennessee","37567","null","1994","null","20975","1796","null","null","1062","469","null","null","0","211","null","null","0","null","211","null","1062","null","469","null","1220","null","443","null","68","117","null","null","130","null","164","null","1022","null","448","null","2332","null","765","null","470","296","null","null","859","530","null","null","1003","552","null","null","3609","null","1014","null","1592","null","669","null","1451","null","670","null","566","null","318","null","12574","1722","null","null","10138","null","1596","null","1852","null","544","null","584","null","412","null","178","null","223","null","16592","null","1569","null","2257","656","null","null","472","263","null","null","635","null","349","null","1150","null","454","null","2701","null","625","null","2084","546","null","null","617","null","337","null","0","null","211","null","4098","null","1004","null","3927","null","1001","null","171","167","null","null","0","211","null","null","2810","null","806","null","2810","null","806","null","0","null","211","null","0","null","211","null","4545","934","null","null","4518","null","931","null","27","null","48","null","0","null","211","null","181","null","171","null",
"0500000US47011","Bradley County, Tennessee","26327","null","1829","null","15036","1583","null","null","880","474","null","null","0","211","null","null","0","null","211","null","880","null","474","null","1367","null","565","null","0","211","null","null","362","null","239","null","1005","null","520","null","1842","null","710","null","193","222","null","null","913","489","null","null","736","413","null","null","4059","null","1163","null","1894","null","709","null","1242","null","724","null","923","null","592","null","6888","1158","null","null","5936","null","1163","null","768","null","407","null","184","null","168","null","0","null","211","null","11291","null","1447","null","1754","837","null","null","323","378","null","null","535","null","361","null","896","null","661","null","2054","null","648","null","1195","461","null","null","572","null","366","null","287","null","217","null","2188","null","767","null","2065","null","757","null","33","61","null","null","90","143","null","null","2025","null","715","null","1962","null","696","null","63","null","103","null","0","null","211","null","3206","839","null","null","3206","null","839","null","0","null","211","null","0","null","211","null","64","null","109","null",
"0500000US47037","Davidson County, Tennessee","152009","null","4151","null","103845","4211","null","null","5487","1302","null","null","0","211","null","null","0","null","211","null","5487","null","1302","null","7067","null","1438","null","190","233","null","null","774","null","418","null","6103","null","1474","null","9750","null","1839","null","662","355","null","null","2714","804","null","null","6374","1573","null","null","17904","null","2075","null","3299","null","694","null","7623","null","1393","null","6982","null","1339","null","63300","2492","null","null","44837","null","2190","null","15702","null","2010","null","2761","null","716","null","337","null","293","null","48164","null","3091","null","4994","1098","null","null","496","344","null","null","1073","null","557","null","3425","null","905","null","6504","null","1067","null","3112","811","null","null","2107","null","624","null","1285","null","565","null","5963","null","1469","null","4866","null","1176","null","862","534","null","null","235","296","null","null","9161","null","1658","null","8706","null","1644","null","261","null","292","null","194","null","156","null","21432","2078","null","null","21139","null","2084","null","266","null","298","null","27","null","46","null","110","null","141","null",
"0500000US47059","Greene County, Tennessee","20971","null","1474","null","10393","1308","null","null","1018","464","null","null","0","211","null","null","61","null","100","null","957","null","467","null","1215","null","581","null","80","106","null","null","215","null","219","null","920","null","533","null","1419","null","577","null","566","487","null","null","496","295","null","null","357","297","null","null","3004","null","999","null","1728","null","687","null","1077","null","586","null","199","null","244","null","3737","746","null","null","3324","null","751","null","289","null","274","null","124","null","129","null","0","null","211","null","10578","null","1471","null","2486","861","null","null","844","554","null","null","572","null","343","null","1070","null","621","null","2249","null","566","null","1816","587","null","null","339","null","202","null","94","null","168","null","1630","null","781","null","1386","null","690","null","190","234","null","null","54","89","null","null","1448","null","567","null","1437","null","568","null","11","null","20","null","0","null","211","null","2703","693","null","null","2703","null","693","null","0","null","211","null","0","null","211","null","62","null","105","null",
"0500000US47065","Hamilton County, Tennessee","93841","null","3205","null","59174","2658","null","null","3144","1170","null","null","0","211","null","null","0","null","211","null","3144","null","1170","null","5371","null","1221","null","200","254","null","null","583","null","310","null","4588","null","1163","null","6671","null","1473","null","702","371","null","null","3404","1045","null","null","2565","1049","null","null","11286","null","1392","null","4322","null","985","null","4871","null","1078","null","2093","null","578","null","32534","2305","null","null","26338","null","2230","null","4813","null","818","null","1383","null","563","null","168","null","182","null","34667","null","2358","null","3736","966","null","null","621","411","null","null","1140","null","493","null","1975","null","678","null","6753","null","1214","null","4975","994","null","null","1646","null","651","null","132","null","129","null","4782","null","971","null","4394","null","872","null","370","270","null","null","18","29","null","null","5548","null","1038","null","5400","null","1043","null","103","null","106","null","45","null","71","null","13663","1780","null","null","13663","null","1780","null","0","null","211","null","0","null","211","null","185","null","185","null",
"0500000US47093","Knox County, Tennessee","119103","null","3368","null","73247","3333","null","null","3431","881","null","null","58","105","null","null","0","null","211","null","3373","null","886","null","6322","null","1162","null","0","211","null","null","1409","null","598","null","4913","null","1065","null","7044","null","1422","null","639","368","null","null","2278","805","null","null","4127","1196","null","null","14731","null","1993","null","5548","null","1094","null","6464","null","1303","null","2719","null","885","null","41523","2533","null","null","33068","null","2481","null","6848","null","1204","null","1607","null","616","null","196","null","234","null","45856","null","2563","null","5725","1064","null","null","935","383","null","null","1892","null","775","null","2898","null","710","null","7762","null","1334","null","5292","1182","null","null","2142","null","704","null","328","null","219","null","6868","null","1035","null","6065","null","926","null","688","378","null","null","115","136","null","null","8799","null","1163","null","8721","null","1160","null","78","null","92","null","0","null","211","null","16264","1460","null","null","16237","null","1454","null","27","null","49","null","0","null","211","null","438","null","274","null",
"0500000US47113","Madison County, Tennessee","23782","null","1428","null","13191","1211","null","null","965","466","null","null","0","211","null","null","0","null","211","null","965","null","466","null","727","null","364","null","33","57","null","null","62","null","89","null","632","null","361","null","2192","null","776","null","267","205","null","null","848","434","null","null","1077","615","null","null","2592","null","686","null","1075","null","411","null","1133","null","506","null","384","null","259","null","6624","857","null","null","5700","null","888","null","837","null","475","null","87","null","133","null","91","null","82","null","10591","null","1137","null","2018","536","null","null","411","224","null","null","637","null","358","null","970","null","386","null","1774","null","606","null","1258","503","null","null","261","null","187","null","255","null","252","null","1439","null","433","null","1253","null","408","null","106","184","null","null","80","128","null","null","1196","null","443","null","1196","null","443","null","0","null","211","null","0","null","211","null","4033","882","null","null","4033","null","882","null","0","null","211","null","0","null","211","null","131","null","173","null",
"0500000US47119","Maury County, Tennessee","23810","null","1750","null","14863","1830","null","null","1037","561","null","null","0","211","null","null","0","null","211","null","1037","null","561","null","1213","null","489","null","0","211","null","null","214","null","169","null","999","null","474","null","1272","null","488","null","197","153","null","null","830","382","null","null","245","271","null","null","2945","null","900","null","1046","null","462","null","1468","null","771","null","431","null","360","null","8396","1473","null","null","6633","null","1384","null","1610","null","691","null","153","null","185","null","0","null","211","null","8947","null","1232","null","1387","552","null","null","237","217","null","null","285","null","252","null","865","null","445","null","1560","null","601","null","1094","449","null","null","229","null","223","null","237","null","235","null","1313","null","494","null","1158","null","461","null","105","154","null","null","50","84","null","null","1591","null","537","null","1528","null","530","null","0","null","211","null","63","null","107","null","3096","829","null","null","3096","null","829","null","0","null","211","null","0","null","211","null","0","null","211","null",
"0500000US47125","Montgomery County, Tennessee","42915","null","2099","null","30331","2075","null","null","1470","683","null","null","0","211","null","null","0","null","211","null","1470","null","683","null","3227","null","1217","null","0","211","null","null","490","null","419","null","2737","null","1147","null","2889","null","1060","null","215","210","null","null","1128","656","null","null","1546","662","null","null","5866","null","1505","null","2111","null","888","null","2446","null","856","null","1309","null","764","null","16410","1873","null","null","12233","null","1706","null","3155","null","1072","null","1022","null","623","null","469","null","267","null","12584","null","1505","null","1717","791","null","null","258","261","null","null","197","null","250","null","1262","null","718","null","2061","null","693","null","1443","621","null","null","618","null","362","null","0","null","211","null","2266","null","952","null","1994","null","870","null","272","331","null","null","0","211","null","null","1991","null","723","null","1991","null","723","null","0","null","211","null","0","null","211","null","4430","988","null","null","4430","null","988","null","0","null","211","null","0","null","211","null","119","null","205","null",
"0500000US47141","Putnam County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US47147","Robertson County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US47149","Rutherford County, Tennessee","73993","null","3158","null","53910","3218","null","null","1499","654","null","null","48","79","null","null","0","null","211","null","1451","null","649","null","3375","null","935","null","243","231","null","null","45","null","74","null","3087","null","912","null","5910","null","1187","null","269","230","null","null","1766","641","null","null","3875","1005","null","null","12240","null","2055","null","2686","null","915","null","7915","null","1637","null","1639","null","774","null","30533","2547","null","null","22066","null","2282","null","7227","null","1947","null","1240","null","616","null","353","null","283","null","20083","null","2002","null","1922","780","null","null","293","302","null","null","435","null","366","null","1194","null","568","null","2552","null","752","null","1745","683","null","null","487","null","314","null","320","null","244","null","2629","null","921","null","2583","null","923","null","46","77","null","null","0","211","null","null","4600","null","1169","null","4600","null","1169","null","0","null","211","null","0","null","211","null","8138","1551","null","null","8138","null","1551","null","0","null","211","null","0","null","211","null","242","null","134","null",
"0500000US47155","Sevier County, Tennessee","25392","null","2011","null","12482","1437","null","null","712","389","null","null","0","211","null","null","25","null","43","null","687","null","382","null","1448","null","689","null","84","142","null","null","220","null","231","null","1144","null","632","null","1725","null","634","null","406","285","null","null","581","310","null","null","738","612","null","null","2675","null","729","null","885","null","411","null","1465","null","593","null","325","null","228","null","5813","1086","null","null","4375","null","973","null","1047","null","444","null","391","null","286","null","109","null","185","null","12910","null","1487","null","2449","794","null","null","775","362","null","null","974","null","493","null","700","null","442","null","3146","null","1012","null","2473","930","null","null","509","null","356","null","164","null","170","null","1897","null","629","null","1897","null","629","null","0","211","null","null","0","211","null","null","2322","null","722","null","2322","null","722","null","0","null","211","null","0","null","211","null","3096","802","null","null","3096","null","802","null","0","null","211","null","0","null","211","null","0","null","211","null",
"0500000US47157","Shelby County, Tennessee","194127","null","4485","null","129389","4422","null","null","8786","1782","null","null","75","125","null","null","72","null","119","null","8639","null","1731","null","11372","null","1804","null","209","207","null","null","1334","null","584","null","9829","null","1675","null","13586","null","1723","null","450","295","null","null","5584","1438","null","null","7552","1460","null","null","26826","null","2602","null","7592","null","1442","null","12919","null","2366","null","6315","null","1147","null","67609","4052","null","null","50778","null","3750","null","13467","null","1816","null","3364","null","964","null","1210","null","620","null","64738","null","3258","null","11153","2010","null","null","1705","662","null","null","2720","null","942","null","6728","null","1736","null","9859","null","1525","null","6242","1224","null","null","1808","null","561","null","1809","null","648","null","9608","null","1666","null","7715","null","1438","null","1360","664","null","null","533","361","null","null","10639","null","1774","null","9874","null","1703","null","671","null","316","null","94","null","158","null","22144","1742","null","null","21927","null","1730","null","217","null","206","null","0","null","211","null","1335","null","450","null",
