"GEO_ID","NAME","B25101_001E","B25101_001M","B25101_001MA","B25101_001EA","B25101_002E","B25101_002M","B25101_002MA","B25101_002EA","B25101_003E","B25101_003M","B25101_003MA","B25101_003EA","B25101_004E","B25101_004EA","B25101_004M","B25101_004MA","B25101_005E","B25101_005M","B25101_005MA","B25101_005EA","B25101_006E","B25101_006M","B25101_006MA","B25101_006EA","B25101_007E","B25101_007M","B25101_007MA","B25101_007EA","B25101_008E","B25101_008EA","B25101_008M","B25101_008MA","B25101_009E","B25101_009M","B25101_009MA","B25101_009EA","B25101_010E","B25101_010M","B25101_010MA","B25101_010EA","B25101_011E","B25101_011EA","B25101_011M","B25101_011MA","B25101_012E","B25101_012EA","B25101_012M","B25101_012MA","B25101_013E","B25101_013M","B25101_013MA","B25101_013EA","B25101_014E","B25101_014EA","B25101_014M","B25101_014MA","B25101_015E","B25101_015M","B25101_015MA","B25101_015EA","B25101_016E","B25101_016EA","B25101_016M","B25101_016MA","B25101_017E","B25101_017M","B25101_017MA","B25101_017EA","B25101_018E","B25101_018EA","B25101_018M","B25101_018MA","B25101_019E","B25101_019M","B25101_019MA","B25101_019EA","B25101_020E","B25101_020EA","B25101_020M","B25101_020MA","B25101_021E","B25101_021M","B25101_021MA","B25101_021EA","B25101_022E","B25101_022M","B25101_022MA","B25101_022EA","B25101_023E","B25101_023EA","B25101_023M","B25101_023MA","B25101_024E","B25101_024M","B25101_024MA","B25101_024EA","B25101_025E","B25101_025M","B25101_025MA","B25101_025EA","B25101_026E","B25101_026EA","B25101_026M","B25101_026MA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028EA","B25101_028M","B25101_028MA","B25101_029E","B25101_029M","B25101_029MA","B25101_029EA","B25101_030E","B25101_030EA","B25101_030M","B25101_030MA","B25101_031E","B25101_031M","B25101_031MA","B25101_031EA","B25101_032E","B25101_032M","B25101_032MA","B25101_032EA","B25101_033E","B25101_033EA","B25101_033M","B25101_033MA","B25101_034E","B25101_034EA","B25101_034M","B25101_034MA","B25101_035E","B25101_035EA","B25101_035M","B25101_035MA","B25101_036E","B25101_036EA","B25101_036M","B25101_036MA","B25101_037E","B25101_037M","B25101_037MA","B25101_037EA","B25101_038E","B25101_038EA","B25101_038M","B25101_038MA","B25101_039E","B25101_039M","B25101_039MA","B25101_039EA","B25101_040E","B25101_040EA","B25101_040M","B25101_040MA","B25101_041E","B25101_041M","B25101_041MA","B25101_041EA","B25101_042E","B25101_042M","B25101_042MA","B25101_042EA","B25101_043E","B25101_043M","B25101_043MA","B25101_043EA","B25101_044E","B25101_044M","B25101_044MA","B25101_044EA","B25101_045E","B25101_045M","B25101_045MA","B25101_045EA",
"0500000US13095","Dougherty County, Georgia","15220","1338","null","null","9331","1181","null","null","1246","493","null","null","0","null","214","null","0","214","null","null","1246","493","null","null","1076","428","null","null","55","null","95","null","257","231","null","null","764","349","null","null","752","null","346","null","71","null","120","null","411","227","null","null","270","null","227","null","2883","813","null","null","1601","null","622","null","828","441","null","null","454","null","357","null","3335","746","null","null","2808","null","722","null","509","267","null","null","18","29","null","null","39","null","70","null","5889","974","null","null","1083","463","null","null","168","null","130","null","245","null","246","null","670","null","302","null","1625","636","null","null","1073","null","408","null","505","405","null","null","47","79","null","null","1049","null","431","null","901","null","409","null","148","null","204","null","0","null","214","null","649","303","null","null","649","null","303","null","0","214","null","null","0","null","214","null","1264","466","null","null","1264","466","null","null","0","214","null","null","0","214","null","null","219","200","null","null",
"0500000US13097","Douglas County, Georgia","31951","1992","null","null","23257","2002","null","null","2411","1122","null","null","0","null","214","null","61","104","null","null","2350","1114","null","null","2093","807","null","null","0","null","214","null","413","345","null","null","1680","734","null","null","3265","null","998","null","590","null","521","null","1448","692","null","null","1227","null","536","null","4701","1111","null","null","980","null","459","null","2614","883","null","null","1107","null","500","null","10628","1598","null","null","8298","null","1510","null","1930","745","null","null","400","296","null","null","159","null","183","null","8694","1608","null","null","1645","704","null","null","590","null","394","null","522","null","545","null","533","null","378","null","2622","1009","null","null","1959","null","850","null","577","643","null","null","86","153","null","null","1137","null","567","null","951","null","498","null","186","null","309","null","0","null","214","null","1416","621","null","null","1416","null","621","null","0","214","null","null","0","null","214","null","1874","647","null","null","1874","647","null","null","0","214","null","null","0","214","null","null","0","214","null","null",
"0500000US13113","Fayette County, Georgia","30282","1585","null","null","20992","1507","null","null","600","387","null","null","0","null","214","null","0","214","null","null","600","387","null","null","1197","542","null","null","0","null","214","null","73","127","null","null","1124","524","null","null","1394","null","611","null","118","null","147","null","370","341","null","null","906","null","446","null","2878","746","null","null","505","null","383","null","1005","451","null","null","1368","null","517","null","14923","1309","null","null","10126","null","1339","null","3923","983","null","null","874","371","null","null","0","null","214","null","9290","1118","null","null","811","368","null","null","269","null","223","null","6","null","10","null","536","null","302","null","1973","649","null","null","1571","null","562","null","137","153","null","null","265","248","null","null","836","null","348","null","836","null","348","null","0","null","214","null","0","null","214","null","2051","679","null","null","1971","null","651","null","80","131","null","null","0","null","214","null","3619","862","null","null","3619","862","null","null","0","214","null","null","0","214","null","null","0","214","null","null",
"0500000US13115","Floyd County, Georgia","18579","1412","null","null","10969","1355","null","null","735","291","null","null","0","null","214","null","0","214","null","null","735","291","null","null","1192","636","null","null","140","null","167","null","151","155","null","null","901","577","null","null","1876","null","597","null","376","null","300","null","821","477","null","null","679","null","311","null","2324","731","null","null","611","null","360","null","1231","615","null","null","482","null","249","null","4842","1074","null","null","3851","null","893","null","753","519","null","null","238","204","null","null","0","null","214","null","7610","1098","null","null","1839","653","null","null","428","null","293","null","368","null","278","null","1043","null","545","null","1906","642","null","null","1443","null","571","null","241","167","null","null","222","198","null","null","1229","null","449","null","1061","null","398","null","168","null","257","null","0","null","214","null","1112","334","null","null","1046","null","309","null","66","107","null","null","0","null","214","null","1267","529","null","null","1267","529","null","null","0","214","null","null","0","214","null","null","257","243","null","null",
"0500000US13117","Forsyth County, Georgia","54515","1432","null","null","42361","1573","null","null","1765","621","null","null","0","null","214","null","91","102","null","null","1674","602","null","null","1661","610","null","null","189","null","135","null","130","139","null","null","1342","541","null","null","3673","null","863","null","403","null","216","null","917","457","null","null","2353","null","714","null","6354","933","null","null","1320","null","439","null","1912","464","null","null","3122","null","891","null","28507","1742","null","null","18995","null","1412","null","7781","1004","null","null","1731","585","null","null","401","null","380","null","12154","1296","null","null","1792","685","null","null","519","null","407","null","350","null","283","null","923","null","441","null","1303","404","null","null","999","null","361","null","225","241","null","null","79","91","null","null","1443","null","555","null","1362","null","552","null","46","null","76","null","35","null","56","null","2202","733","null","null","2202","null","733","null","0","214","null","null","0","null","214","null","5115","867","null","null","5115","867","null","null","0","214","null","null","0","214","null","null","299","268","null","null",
"0500000US13121","Fulton County, Georgia","196245","4730","null","null","145144","4320","null","null","9202","1486","null","null","37","null","62","null","24","41","null","null","9141","1484","null","null","8317","1550","null","null","44","null","71","null","636","406","null","null","7637","1536","null","null","13294","null","1864","null","910","null","468","null","3771","1016","null","null","8613","null","1630","null","21943","3067","null","null","4575","null","927","null","8712","1869","null","null","8656","null","2100","null","91366","3866","null","null","57599","null","3507","null","22854","2579","null","null","10913","1992","null","null","1022","null","626","null","51101","3079","null","null","7269","1258","null","null","1320","null","652","null","1509","null","720","null","4440","null","1019","null","7097","1674","null","null","3285","null","719","null","2340","1096","null","null","1472","664","null","null","6775","null","1440","null","5524","null","1328","null","1058","null","529","null","193","null","164","null","8074","1401","null","null","6953","null","1247","null","651","352","null","null","470","null","350","null","20795","2013","null","null","20049","1960","null","null","450","275","null","null","296","223","null","null","1091","570","null","null",
"0500000US13127","Glynn County, Georgia","18943","1822","null","null","10864","1630","null","null","867","361","null","null","0","null","214","null","0","214","null","null","867","361","null","null","1704","708","null","null","0","null","214","null","36","60","null","null","1668","708","null","null","1876","null","667","null","239","null","205","null","679","340","null","null","958","null","547","null","1477","503","null","null","628","null","386","null","272","217","null","null","577","null","314","null","4940","1188","null","null","3956","null","1040","null","645","390","null","null","339","287","null","null","0","null","214","null","8079","1319","null","null","1892","826","null","null","702","null","617","null","163","null","171","null","1027","null","566","null","1258","560","null","null","635","null","347","null","178","178","null","null","445","388","null","null","1229","null","628","null","1189","null","622","null","40","null","72","null","0","null","214","null","1554","592","null","null","1554","null","592","null","0","214","null","null","0","null","214","null","2018","810","null","null","2018","810","null","null","0","214","null","null","0","214","null","null","128","150","null","null",
"0500000US13135","Gwinnett County, Georgia","180578","5321","null","null","144993","5366","null","null","7798","1588","null","null","0","null","214","null","81","96","null","null","7717","1588","null","null","13467","2123","null","null","275","null","415","null","502","317","null","null","12690","2023","null","null","18210","null","2935","null","1066","null","566","null","4210","1465","null","null","12934","null","2607","null","29322","2889","null","null","6286","null","1298","null","12534","2025","null","null","10502","null","1952","null","75193","3726","null","null","49774","null","3526","null","20793","2147","null","null","4626","1248","null","null","1003","null","497","null","35585","2815","null","null","5302","1263","null","null","512","null","321","null","1631","null","972","null","3159","null","884","null","5233","1090","null","null","3382","null","950","null","1244","588","null","null","607","338","null","null","5480","null","1267","null","5053","null","1231","null","361","null","259","null","66","null","111","null","6466","1343","null","null","6326","null","1309","null","140","166","null","null","0","null","214","null","13003","1740","null","null","13003","1740","null","null","0","214","null","null","0","214","null","null","101","142","null","null",
"0500000US13139","Hall County, Georgia","38270","1733","null","null","25391","1792","null","null","1799","678","null","null","62","null","109","null","48","78","null","null","1689","671","null","null","2778","856","null","null","53","null","46","null","0","214","null","null","2725","861","null","null","3299","null","968","null","333","null","225","null","1467","711","null","null","1499","null","603","null","5757","1026","null","null","1578","null","664","null","2843","660","null","null","1336","null","473","null","11712","1316","null","null","8259","null","1087","null","2694","676","null","null","759","360","null","null","46","null","79","null","12879","1295","null","null","2778","727","null","null","533","null","262","null","789","null","376","null","1456","null","581","null","2024","527","null","null","1651","null","474","null","280","231","null","null","93","130","null","null","2969","null","888","null","2531","null","846","null","392","null","397","null","46","null","75","null","2148","661","null","null","2148","null","661","null","0","214","null","null","0","null","214","null","2696","596","null","null","2696","596","null","null","0","214","null","null","0","214","null","null","264","260","null","null",
"0500000US13151","Henry County, Georgia","53009","2669","null","null","41793","2674","null","null","2787","891","null","null","0","null","214","null","0","214","null","null","2787","891","null","null","4535","1563","null","null","134","null","168","null","541","534","null","null","3860","1439","null","null","5474","null","1525","null","492","null","329","null","1528","890","null","null","3454","null","996","null","9296","1863","null","null","2790","null","1053","null","4485","1448","null","null","2021","null","792","null","19701","2100","null","null","12920","null","1933","null","6069","1554","null","null","712","420","null","null","0","null","214","null","11216","1426","null","null","1616","672","null","null","361","null","361","null","147","null","159","null","1108","null","507","null","2011","713","null","null","1729","null","706","null","227","144","null","null","55","102","null","null","2448","null","897","null","2250","null","853","null","198","null","262","null","0","null","214","null","2089","669","null","null","2089","null","669","null","0","214","null","null","0","null","214","null","2871","905","null","null","2871","905","null","null","0","214","null","null","0","214","null","null","181","217","null","null",
"0500000US13153","Houston County, Georgia","33069","2244","null","null","22573","2014","null","null","1142","649","null","null","0","null","214","null","50","85","null","null","1092","628","null","null","2163","961","null","null","79","null","130","null","454","410","null","null","1630","914","null","null","2524","null","850","null","502","null","374","null","1272","515","null","null","750","null","582","null","4747","1232","null","null","2377","null","930","null","1559","661","null","null","811","null","641","null","11906","2113","null","null","8981","null","1673","null","2754","1400","null","null","171","209","null","null","91","null","147","null","10496","1712","null","null","1505","657","null","null","328","null","290","null","204","null","184","null","973","null","549","null","1546","717","null","null","1069","null","531","null","423","360","null","null","54","95","null","null","1994","null","621","null","1848","null","643","null","53","null","85","null","93","null","168","null","2372","975","null","null","2372","null","975","null","0","214","null","null","0","null","214","null","2793","984","null","null","2793","984","null","null","0","214","null","null","0","214","null","null","286","339","null","null",
"0500000US13179","Liberty County, Georgia","10273","1033","null","null","7283","1009","null","null","822","431","null","null","30","null","57","null","0","214","null","null","792","436","null","null","1083","424","null","null","0","null","214","null","164","155","null","null","919","399","null","null","1111","null","495","null","267","null","332","null","126","115","null","null","718","null","437","null","1513","532","null","null","542","null","329","null","770","395","null","null","201","null","182","null","2708","593","null","null","1759","null","533","null","853","380","null","null","96","140","null","null","46","null","77","null","2990","682","null","null","666","397","null","null","125","null","115","null","328","null","338","null","213","null","154","null","790","362","null","null","737","null","359","null","53","62","null","null","0","214","null","null","503","null","319","null","300","null","192","null","203","null","213","null","0","null","214","null","529","259","null","null","519","null","258","null","10","19","null","null","0","null","214","null","502","282","null","null","502","282","null","null","0","214","null","null","0","214","null","null","0","214","null","null",
"0500000US13185","Lowndes County, Georgia","20358","1505","null","null","14099","1461","null","null","1666","603","null","null","0","null","214","null","44","75","null","null","1622","613","null","null","2038","849","null","null","52","null","87","null","323","250","null","null","1663","807","null","null","2054","null","702","null","525","null","398","null","671","315","null","null","858","null","478","null","3435","911","null","null","1896","null","703","null","1288","510","null","null","251","null","175","null","4800","914","null","null","3477","null","880","null","1077","447","null","null","246","296","null","null","106","null","173","null","6259","1030","null","null","1262","471","null","null","385","null","236","null","473","null","311","null","404","null","272","null","947","390","null","null","738","null","338","null","152","151","null","null","57","94","null","null","1464","null","653","null","1464","null","653","null","0","null","214","null","0","null","214","null","968","419","null","null","968","null","419","null","0","214","null","null","0","null","214","null","1572","474","null","null","1572","474","null","null","0","214","null","null","0","214","null","null","46","75","null","null",
"0500000US13215","Muscogee County, Georgia","34600","2010","null","null","23129","2046","null","null","2385","721","null","null","0","null","214","null","0","214","null","null","2385","721","null","null","2401","680","null","null","98","null","100","null","455","282","null","null","1848","610","null","null","3581","null","884","null","269","null","194","null","1006","435","null","null","2306","null","775","null","5257","1159","null","null","2395","null","807","null","1765","622","null","null","1097","null","519","null","9282","1254","null","null","6950","null","1127","null","1698","686","null","null","634","394","null","null","223","null","196","null","11471","1235","null","null","2606","676","null","null","440","null","242","null","967","null","452","null","1199","null","463","null","2085","550","null","null","1683","null","520","null","313","193","null","null","89","106","null","null","1755","null","624","null","1610","null","592","null","145","null","235","null","0","null","214","null","2136","624","null","null","2070","null","639","null","66","110","null","null","0","null","214","null","2835","714","null","null","2835","714","null","null","0","214","null","null","0","214","null","null","54","88","null","null",
"0500000US13217","Newton County, Georgia","24444","1996","null","null","18457","2064","null","null","1285","527","null","null","0","null","214","null","108","135","null","null","1177","516","null","null","1820","803","null","null","0","null","214","null","330","297","null","null","1490","754","null","null","2846","null","1150","null","104","null","173","null","872","642","null","null","1870","null","962","null","4263","1172","null","null","1608","null","763","null","2276","919","null","null","379","null","300","null","8126","1802","null","null","6342","null","1700","null","1525","758","null","null","259","193","null","null","117","null","163","null","5987","1134","null","null","1567","638","null","null","213","null","238","null","618","null","429","null","736","null","390","null","802","506","null","null","548","null","443","null","254","241","null","null","0","214","null","null","1279","null","651","null","1279","null","651","null","0","null","214","null","0","null","214","null","1328","567","null","null","1328","null","567","null","0","214","null","null","0","null","214","null","1011","479","null","null","1011","479","null","null","0","214","null","null","0","214","null","null","0","214","null","null",
"0500000US13223","Paulding County, Georgia","40147","1951","null","null","32488","2001","null","null","2025","1102","null","null","0","null","214","null","0","214","null","null","2025","1102","null","null","3988","1509","null","null","0","null","214","null","625","619","null","null","3363","1267","null","null","4067","null","1151","null","489","null","461","null","947","491","null","null","2631","null","1027","null","8377","1723","null","null","2445","null","873","null","4383","1356","null","null","1549","null","676","null","13704","2018","null","null","11002","null","1864","null","2404","961","null","null","298","282","null","null","327","null","402","null","7659","1326","null","null","1624","667","null","null","176","null","198","null","400","null","247","null","1048","null","595","null","1744","672","null","null","1590","null","645","null","42","74","null","null","112","133","null","null","903","null","488","null","857","null","480","null","46","null","76","null","0","null","214","null","1356","735","null","null","1356","null","735","null","0","214","null","null","0","null","214","null","1867","704","null","null","1867","704","null","null","0","214","null","null","0","214","null","null","165","250","null","null",
"0500000US13245","Richmond County, Georgia","36485","2596","null","null","23065","2262","null","null","3315","938","null","null","0","null","214","null","0","214","null","null","3315","938","null","null","3452","804","null","null","203","null","210","null","254","211","null","null","2995","753","null","null","4034","null","988","null","220","null","249","null","2386","806","null","null","1428","null","673","null","4011","938","null","null","2442","null","782","null","1182","522","null","null","387","null","274","null","7848","1344","null","null","6615","null","1221","null","943","416","null","null","290","185","null","null","405","null","454","null","13420","1628","null","null","3054","1009","null","null","1208","null","734","null","325","null","220","null","1521","null","614","null","2823","819","null","null","2200","null","702","null","475","286","null","null","148","156","null","null","1284","null","479","null","1260","null","465","null","24","null","39","null","0","null","214","null","2179","756","null","null","2179","null","756","null","0","214","null","null","0","null","214","null","3631","918","null","null","3631","918","null","null","0","214","null","null","0","214","null","null","449","331","null","null",
"0500000US13247","Rockdale County, Georgia","19610","1371","null","null","13713","1416","null","null","861","461","null","null","0","null","214","null","0","214","null","null","861","461","null","null","1105","582","null","null","0","null","214","null","0","214","null","null","1105","582","null","null","2084","null","722","null","601","null","480","null","950","559","null","null","533","null","299","null","3746","961","null","null","1162","null","508","null","1820","820","null","null","764","null","454","null","5796","1023","null","null","3783","null","871","null","1338","577","null","null","675","460","null","null","121","null","124","null","5897","1017","null","null","755","430","null","null","229","null","253","null","65","null","112","null","461","null","306","null","971","453","null","null","735","null","394","null","236","227","null","null","0","214","null","null","1483","null","571","null","1202","null","459","null","281","null","343","null","0","null","214","null","961","586","null","null","961","null","586","null","0","214","null","null","0","null","214","null","1674","612","null","null","1674","612","null","null","0","214","null","null","0","214","null","null","53","89","null","null",
"0500000US13285","Troup County, Georgia","13482","1041","null","null","8563","854","null","null","522","364","null","null","0","null","214","null","0","214","null","null","522","364","null","null","1002","451","null","null","0","null","214","null","207","249","null","null","795","428","null","null","1087","null","489","null","172","null","240","null","268","200","null","null","647","null","384","null","2088","795","null","null","1007","null","605","null","934","557","null","null","147","null","148","null","3864","910","null","null","3177","null","859","null","541","253","null","null","146","174","null","null","0","null","214","null","4919","795","null","null","1203","504","null","null","350","null","250","null","306","null","358","null","547","null","363","null","983","392","null","null","638","null","321","null","285","223","null","null","60","55","null","null","807","null","367","null","807","null","367","null","0","null","214","null","0","null","214","null","864","539","null","null","827","null","536","null","0","214","null","null","37","null","65","null","1031","414","null","null","1031","414","null","null","0","214","null","null","0","214","null","null","31","54","null","null",
"0500000US13295","Walker County, Georgia","18048","1686","null","null","9066","1451","null","null","1003","551","null","null","0","null","214","null","0","214","null","null","1003","551","null","null","1404","621","null","null","87","null","114","null","395","302","null","null","922","517","null","null","1324","null","559","null","185","null","202","null","781","487","null","null","358","null","272","null","1898","688","null","null","1464","null","622","null","322","272","null","null","112","null","92","null","3437","882","null","null","3019","null","823","null","308","258","null","null","110","149","null","null","0","null","214","null","8982","1280","null","null","2063","803","null","null","126","null","157","null","688","null","410","null","1249","null","684","null","1570","679","null","null","1416","null","631","null","64","104","null","null","90","151","null","null","2084","null","737","null","2033","null","727","null","51","null","88","null","0","null","214","null","1370","547","null","null","1370","null","547","null","0","214","null","null","0","null","214","null","1821","630","null","null","1821","630","null","null","0","214","null","null","0","214","null","null","74","129","null","null",
"0500000US13297","Walton County, Georgia","19715","1478","null","null","14011","1452","null","null","1048","528","null","null","0","null","214","null","0","214","null","null","1048","528","null","null","1682","641","null","null","0","null","214","null","370","250","null","null","1312","529","null","null","1443","null","570","null","59","null","97","null","792","410","null","null","592","null","379","null","3559","1083","null","null","1267","null","605","null","1646","745","null","null","646","null","411","null","5934","1050","null","null","4016","null","906","null","1703","478","null","null","215","167","null","null","345","null","324","null","5704","864","null","null","827","363","null","null","288","null","179","null","217","null","183","null","322","null","245","null","1259","476","null","null","907","null","430","null","352","281","null","null","0","214","null","null","712","null","441","null","652","null","426","null","60","null","97","null","0","null","214","null","1057","432","null","null","1057","null","432","null","0","214","null","null","0","null","214","null","1749","692","null","null","1749","692","null","null","0","214","null","null","0","214","null","null","100","134","null","null",
"0500000US13313","Whitfield County, Georgia","20941","1556","null","null","13160","1705","null","null","879","476","null","null","0","null","214","null","35","57","null","null","844","472","null","null","1670","571","null","null","157","null","189","null","359","201","null","null","1154","535","null","null","3057","null","756","null","475","null","303","null","976","485","null","null","1606","null","680","null","2987","863","null","null","978","null","522","null","1494","594","null","null","515","null","384","null","4513","1080","null","null","3827","null","1008","null","590","365","null","null","96","125","null","null","54","null","70","null","7781","1213","null","null","1757","654","null","null","905","null","493","null","301","null","224","null","551","null","338","null","2073","666","null","null","1763","null","603","null","193","196","null","null","117","137","null","null","1221","null","502","null","1178","null","524","null","43","null","73","null","0","null","214","null","933","414","null","null","933","null","414","null","0","214","null","null","0","null","214","null","1671","555","null","null","1671","555","null","null","0","214","null","null","0","214","null","null","126","157","null","null",
"0500000US15001","Hawaii County, Hawaii","42876","2470","null","null","26691","2285","null","null","2117","831","null","null","0","null","185","null","0","185","null","null","2117","831","null","null","3391","916","null","null","0","null","185","null","359","218","null","null","3032","887","null","null","1935","null","774","null","73","null","93","null","366","272","null","null","1496","null","693","null","6669","1322","null","null","1409","null","548","null","1257","505","null","null","4003","null","1069","null","12225","1491","null","null","5809","null","1022","null","4358","983","null","null","2058","718","null","null","354","null","304","null","16185","1672","null","null","3692","847","null","null","1485","null","511","null","676","null","349","null","1531","null","637","null","3638","757","null","null","2985","null","722","null","200","157","null","null","453","298","null","null","2348","null","890","null","2307","null","891","null","11","null","18","null","30","null","38","null","2732","970","null","null","2703","null","971","null","17","29","null","null","12","null","20","null","3461","764","null","null","3461","764","null","null","0","185","null","null","0","185","null","null","314","337","null","null",
"0500000US15003","Honolulu County, Hawaii","164417","3161","null","null","115478","3533","null","null","3639","950","null","null","62","null","102","null","39","63","null","null","3538","949","null","null","4566","845","null","null","22","null","36","null","301","293","null","null","4243","780","null","null","6677","null","961","null","479","null","265","null","494","234","null","null","5704","null","943","null","17091","2124","null","null","1646","null","568","null","3102","812","null","null","12343","null","1587","null","83155","2934","null","null","30978","null","2022","null","31100","2282","null","null","21077","1868","null","null","350","null","293","null","48939","2160","null","null","3997","770","null","null","477","null","240","null","525","null","296","null","2995","null","669","null","5973","1090","null","null","2867","null","770","null","1700","491","null","null","1406","450","null","null","6565","null","1080","null","5102","null","981","null","1174","null","421","null","289","null","204","null","9495","1218","null","null","8543","null","1148","null","630","310","null","null","322","null","279","null","22327","1429","null","null","22092","1441","null","null","179","135","null","null","56","91","null","null","582","331","null","null",
"0500000US15007","Kauai County, Hawaii","13802","1035","null","null","8390","1029","null","null","509","382","null","null","0","null","185","null","0","185","null","null","509","382","null","null","570","246","null","null","56","null","92","null","6","11","null","null","508","224","null","null","1321","null","590","null","0","null","185","null","143","124","null","null","1178","null","589","null","1837","594","null","null","142","null","114","null","281","241","null","null","1414","null","524","null","4089","801","null","null","1957","null","606","null","1139","468","null","null","993","362","null","null","64","null","111","null","5412","994","null","null","752","303","null","null","95","null","116","null","15","null","25","null","642","null","298","null","1227","630","null","null","640","null","495","null","288","203","null","null","299","196","null","null","778","null","342","null","684","null","321","null","67","null","109","null","27","null","35","null","896","384","null","null","621","null","216","null","275","366","null","null","0","null","185","null","1668","616","null","null","1668","616","null","null","0","185","null","null","0","185","null","null","91","124","null","null",
"0500000US15009","Maui County, Hawaii","31904","1888","null","null","20985","1705","null","null","1321","730","null","null","0","null","185","null","0","185","null","null","1321","730","null","null","2069","827","null","null","7","null","13","null","159","181","null","null","1903","770","null","null","1895","null","571","null","176","null","177","null","110","121","null","null","1609","null","552","null","2620","647","null","null","187","null","123","null","567","318","null","null","1866","null","581","null","12968","1434","null","null","4750","null","815","null","4572","962","null","null","3646","951","null","null","112","null","118","null","10919","1434","null","null","1696","640","null","null","261","null","278","null","151","null","151","null","1284","null","579","null","1794","807","null","null","1364","null","751","null","355","254","null","null","75","111","null","null","1508","null","532","null","1115","null","437","null","393","null","302","null","0","null","185","null","1335","405","null","null","1160","null","381","null","134","176","null","null","41","null","53","null","4561","948","null","null","4511","947","null","null","50","81","null","null","0","185","null","null","25","36","null","null",
"0500000US16001","Ada County, Idaho","105966","4029","null","null","78183","3531","null","null","3614","1007","null","null","74","null","127","null","63","104","null","null","3477","981","null","null","8446","1764","null","null","338","null","255","null","876","408","null","null","7232","1597","null","null","9133","null","1868","null","1635","null","697","null","2973","894","null","null","4525","null","1226","null","17606","2775","null","null","5980","null","1246","null","7064","1577","null","null","4562","null","1934","null","39124","2765","null","null","28309","null","2688","null","8802","1801","null","null","2013","732","null","null","260","null","229","null","27783","2817","null","null","4284","1093","null","null","1295","null","672","null","1311","null","684","null","1678","null","570","null","4820","1111","null","null","3236","null","936","null","968","460","null","null","616","403","null","null","5327","null","1286","null","5283","null","1278","null","44","null","73","null","0","null","193","null","4029","926","null","null","3918","null","905","null","111","130","null","null","0","null","193","null","8473","1303","null","null","8473","1303","null","null","0","193","null","null","0","193","null","null","850","909","null","null",
"0500000US16005","Bannock County, Idaho","19947","1345","null","null","13211","1314","null","null","941","374","null","null","0","null","193","null","0","193","null","null","941","374","null","null","1410","461","null","null","83","null","93","null","418","215","null","null","909","393","null","null","2130","null","544","null","600","null","313","null","1025","379","null","null","505","null","286","null","3248","822","null","null","1719","null","579","null","1425","536","null","null","104","null","115","null","5412","803","null","null","4461","null","819","null","840","348","null","null","111","146","null","null","70","null","115","null","6736","891","null","null","912","334","null","null","207","null","166","null","268","null","202","null","437","null","240","null","1763","567","null","null","1465","null","617","null","298","258","null","null","0","193","null","null","1063","null","445","null","1063","null","445","null","0","null","193","null","0","null","193","null","992","419","null","null","992","null","419","null","0","193","null","null","0","null","193","null","1949","583","null","null","1949","583","null","null","0","193","null","null","0","193","null","null","57","93","null","null",
"0500000US16019","Bonneville County, Idaho","26144","1260","null","null","18460","1246","null","null","1077","503","null","null","0","null","193","null","63","98","null","null","1014","502","null","null","2775","876","null","null","0","null","193","null","1025","493","null","null","1750","753","null","null","2573","null","700","null","97","null","129","null","1531","579","null","null","945","null","428","null","4724","1041","null","null","1983","null","720","null","1898","554","null","null","843","null","463","null","7233","974","null","null","5592","null","887","null","1287","564","null","null","354","230","null","null","78","null","93","null","7684","966","null","null","1120","307","null","null","113","null","140","null","468","null","209","null","539","null","241","null","1355","482","null","null","1224","null","475","null","116","142","null","null","15","25","null","null","1454","null","488","null","1347","null","451","null","107","null","131","null","0","null","193","null","1835","500","null","null","1835","null","500","null","0","193","null","null","0","null","193","null","1846","536","null","null","1846","536","null","null","0","193","null","null","0","193","null","null","74","93","null","null",
"0500000US16027","Canyon County, Idaho","43880","2435","null","null","30217","2163","null","null","2434","934","null","null","0","null","193","null","197","194","null","null","2237","923","null","null","5115","1081","null","null","170","null","264","null","1238","522","null","null","3707","881","null","null","4463","null","1058","null","422","null","283","null","2140","661","null","null","1901","null","861","null","8597","1334","null","null","3945","null","1013","null","3539","1047","null","null","1113","null","532","null","9441","1395","null","null","6713","null","1155","null","2218","837","null","null","510","350","null","null","167","null","131","null","13663","1813","null","null","3057","1044","null","null","586","null","352","null","651","null","386","null","1820","null","825","null","2877","770","null","null","2563","null","657","null","314","236","null","null","0","193","null","null","2902","null","834","null","2577","null","769","null","234","null","213","null","91","null","155","null","2536","678","null","null","2536","null","678","null","0","193","null","null","0","null","193","null","1912","700","null","null","1912","700","null","null","0","193","null","null","0","193","null","null","379","464","null","null",
