"GEO_ID","NAME","B25101_001E","B25101_001EA","B25101_001M","B25101_001MA","B25101_002E","B25101_002EA","B25101_002M","B25101_002MA","B25101_003E","B25101_003EA","B25101_003M","B25101_003MA","B25101_004E","B25101_004EA","B25101_004M","B25101_004MA","B25101_005E","B25101_005EA","B25101_005M","B25101_005MA","B25101_006E","B25101_006EA","B25101_006M","B25101_006MA","B25101_007E","B25101_007EA","B25101_007M","B25101_007MA","B25101_008E","B25101_008EA","B25101_008M","B25101_008MA","B25101_009E","B25101_009M","B25101_009MA","B25101_009EA","B25101_010E","B25101_010M","B25101_010MA","B25101_010EA","B25101_011E","B25101_011M","B25101_011MA","B25101_011EA","B25101_012E","B25101_012M","B25101_012MA","B25101_012EA","B25101_013E","B25101_013M","B25101_013MA","B25101_013EA","B25101_014E","B25101_014EA","B25101_014M","B25101_014MA","B25101_015E","B25101_015EA","B25101_015M","B25101_015MA","B25101_016E","B25101_016EA","B25101_016M","B25101_016MA","B25101_017E","B25101_017EA","B25101_017M","B25101_017MA","B25101_018E","B25101_018M","B25101_018MA","B25101_018EA","B25101_019E","B25101_019EA","B25101_019M","B25101_019MA","B25101_020E","B25101_020EA","B25101_020M","B25101_020MA","B25101_021E","B25101_021M","B25101_021MA","B25101_021EA","B25101_022E","B25101_022M","B25101_022MA","B25101_022EA","B25101_023E","B25101_023M","B25101_023MA","B25101_023EA","B25101_024E","B25101_024EA","B25101_024M","B25101_024MA","B25101_025E","B25101_025EA","B25101_025M","B25101_025MA","B25101_026E","B25101_026EA","B25101_026M","B25101_026MA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028EA","B25101_028M","B25101_028MA","B25101_029E","B25101_029EA","B25101_029M","B25101_029MA","B25101_030E","B25101_030EA","B25101_030M","B25101_030MA","B25101_031E","B25101_031M","B25101_031MA","B25101_031EA","B25101_032E","B25101_032M","B25101_032MA","B25101_032EA","B25101_033E","B25101_033M","B25101_033MA","B25101_033EA","B25101_034E","B25101_034EA","B25101_034M","B25101_034MA","B25101_035E","B25101_035EA","B25101_035M","B25101_035MA","B25101_036E","B25101_036EA","B25101_036M","B25101_036MA","B25101_037E","B25101_037EA","B25101_037M","B25101_037MA","B25101_038E","B25101_038EA","B25101_038M","B25101_038MA","B25101_039E","B25101_039EA","B25101_039M","B25101_039MA","B25101_040E","B25101_040M","B25101_040MA","B25101_040EA","B25101_041E","B25101_041EA","B25101_041M","B25101_041MA","B25101_042E","B25101_042EA","B25101_042M","B25101_042MA","B25101_043E","B25101_043EA","B25101_043M","B25101_043MA","B25101_044E","B25101_044M","B25101_044MA","B25101_044EA","B25101_045E","B25101_045M","B25101_045MA","B25101_045EA",
"0500000US48027","Bell County, Texas","76198","null","3682","null","47684","null","3505","null","2043","null","722","null","0","null","249","null","0","null","249","null","2043","null","722","null","3153","null","998","null","21","null","36","null","336","311","null","null","2796","981","null","null","3737","834","null","null","106","131","null","null","941","507","null","null","2690","null","788","null","9563","null","1824","null","1891","null","932","null","3405","null","973","null","4267","1345","null","null","28619","null","2875","null","18686","null","2270","null","8258","1994","null","null","1675","944","null","null","569","684","null","null","28514","null","2898","null","3809","null","1105","null","434","null","314","null","678","null","626","null","2697","null","947","null","3407","null","1025","null","2214","null","684","null","754","671","null","null","439","351","null","null","3366","1142","null","null","2690","null","1021","null","676","null","499","null","0","null","249","null","5154","null","1202","null","4948","null","1267","null","206","null","211","null","0","249","null","null","12232","null","2025","null","12041","null","1978","null","0","null","249","null","191","309","null","null","546","523","null","null",
"0500000US48029","Bexar County, Texas","441499","null","9041","null","263095","null","7509","null","12146","null","2165","null","145","null","186","null","68","null","113","null","11933","null","2118","null","19170","null","2870","null","603","null","430","null","968","451","null","null","17599","2721","null","null","21641","3009","null","null","1385","701","null","null","3201","1096","null","null","17055","null","2466","null","39482","null","4268","null","6995","null","1759","null","15964","null","2627","null","16523","2630","null","null","169005","null","6525","null","107010","null","6217","null","49994","3791","null","null","12001","2187","null","null","1651","811","null","null","178404","null","6523","null","19816","null","2644","null","2158","null","635","null","3616","null","1131","null","14042","null","2035","null","24759","null","2644","null","9295","null","1744","null","8735","1447","null","null","6729","1612","null","null","23247","2726","null","null","17858","null","2446","null","4092","null","1075","null","1297","null","587","null","34492","null","3257","null","31370","null","3038","null","2136","null","742","null","986","668","null","null","73646","null","4612","null","72559","null","4534","null","897","null","481","null","190","176","null","null","2444","824","null","null",
"0500000US48037","Bowie County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US48039","Brazoria County, Texas","96527","null","4173","null","59497","null","4168","null","1608","null","853","null","0","null","249","null","0","null","249","null","1608","null","853","null","1826","null","814","null","0","null","249","null","0","249","null","null","1826","814","null","null","3052","1113","null","null","263","435","null","null","427","332","null","null","2362","null","1014","null","7975","null","2365","null","1445","null","897","null","3159","null","1379","null","3371","1575","null","null","45036","null","3599","null","27611","null","3427","null","11053","2647","null","null","6372","2214","null","null","0","249","null","null","37030","null","3421","null","3825","null","1656","null","359","null","407","null","515","null","455","null","2951","null","1475","null","4029","null","1044","null","2163","null","730","null","1047","551","null","null","819","646","null","null","4719","1185","null","null","2671","null","887","null","1366","null","748","null","682","null","551","null","7587","null","1755","null","5713","null","1630","null","1840","null","1009","null","34","59","null","null","16318","null","2813","null","16277","null","2809","null","41","null","69","null","0","249","null","null","552","470","null","null",
"0500000US48041","Brazos County, Texas","42047","null","2565","null","24750","null","2450","null","1184","null","805","null","0","null","249","null","0","null","249","null","1184","null","805","null","2423","null","1085","null","0","null","249","null","205","337","null","null","2218","1015","null","null","2371","815","null","null","0","249","null","null","1047","640","null","null","1324","null","550","null","4901","null","1363","null","793","null","529","null","1537","null","896","null","2571","829","null","null","13744","null","1660","null","9632","null","1597","null","2735","789","null","null","1377","749","null","null","127","156","null","null","17297","null","2193","null","2252","null","812","null","216","null","366","null","153","null","242","null","1883","null","791","null","1636","null","708","null","479","null","461","null","537","422","null","null","620","368","null","null","2452","1222","null","null","1130","null","578","null","1272","null","997","null","50","null","82","null","2926","null","1005","null","2288","null","751","null","638","null","642","null","0","249","null","null","7504","null","1522","null","7407","null","1533","null","97","null","125","null","0","249","null","null","527","471","null","null",
"0500000US48061","Cameron County, Texas","87833","null","3360","null","34208","null","3282","null","1582","null","620","null","0","null","249","null","0","null","249","null","1582","null","620","null","4547","null","1439","null","0","null","249","null","354","319","null","null","4193","1399","null","null","3259","1213","null","null","867","605","null","null","1250","723","null","null","1142","null","529","null","6868","null","1477","null","1937","null","771","null","3846","null","1020","null","1085","651","null","null","17405","null","2683","null","13366","null","2185","null","3581","1656","null","null","458","405","null","null","547","470","null","null","53625","null","3587","null","11481","null","2197","null","2930","null","1045","null","2644","null","911","null","5907","null","1458","null","8329","null","1818","null","5961","null","1554","null","1831","758","null","null","537","352","null","null","6354","1328","null","null","5083","null","1128","null","980","null","538","null","291","null","360","null","9408","null","2065","null","9043","null","2029","null","365","null","425","null","0","249","null","null","17168","null","2643","null","17168","null","2643","null","0","null","249","null","0","249","null","null","885","562","null","null",
"0500000US48085","Collin County, Texas","258562","null","4826","null","183095","null","5539","null","4156","null","1626","null","0","null","249","null","90","null","151","null","4066","null","1623","null","4985","null","1747","null","82","null","132","null","429","498","null","null","4474","1559","null","null","7922","2209","null","null","88","145","null","null","713","498","null","null","7121","null","2166","null","19161","null","3011","null","955","null","588","null","4528","null","1383","null","13678","2627","null","null","145876","null","5799","null","80449","null","5516","null","47393","3826","null","null","18034","3078","null","null","995","577","null","null","75467","null","4820","null","3268","null","872","null","110","null","131","null","70","null","119","null","3088","null","877","null","4767","null","1173","null","879","null","679","null","789","347","null","null","3099","789","null","null","7201","1726","null","null","2235","null","784","null","2475","null","832","null","2491","null","1292","null","11490","null","2574","null","7493","null","1877","null","3136","null","1353","null","861","484","null","null","47445","null","3745","null","45278","null","3598","null","1845","null","937","null","322","208","null","null","1296","881","null","null",
"0500000US48091","Comal County, Texas","49519","null","2522","null","29876","null","2504","null","1330","null","573","null","62","null","103","null","0","null","249","null","1268","null","579","null","1177","null","896","null","0","null","249","null","0","249","null","null","1177","896","null","null","1170","731","null","null","72","127","null","null","0","249","null","null","1098","null","716","null","3211","null","1189","null","734","null","665","null","679","null","410","null","1798","839","null","null","22988","null","2427","null","14165","null","2176","null","6581","2031","null","null","2242","944","null","null","0","249","null","null","19643","null","2402","null","1119","null","554","null","172","null","176","null","286","null","303","null","661","null","374","null","1132","null","518","null","541","null","384","null","300","268","null","null","291","251","null","null","2243","839","null","null","1554","null","710","null","501","null","406","null","188","null","219","null","4226","null","1272","null","3733","null","1226","null","301","null","308","null","192","194","null","null","10923","null","1854","null","10780","null","1802","null","143","null","235","null","0","249","null","null","0","249","null","null",
"0500000US48099","Coryell County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US48113","Dallas County, Texas","492753","null","7504","null","284657","null","7391","null","12342","null","1892","null","100","null","179","null","89","null","146","null","12153","null","1877","null","20055","null","3324","null","349","null","339","null","273","219","null","null","19433","3340","null","null","21388","3000","null","null","677","303","null","null","3355","1107","null","null","17356","null","2737","null","49382","null","4269","null","4754","null","1321","null","17740","null","2837","null","26888","3345","null","null","180223","null","6740","null","112322","null","5285","null","49122","4133","null","null","18779","2744","null","null","1267","580","null","null","208096","null","6757","null","23855","null","2733","null","1679","null","653","null","3371","null","1231","null","18805","null","2501","null","24416","null","2712","null","8197","null","1443","null","8406","2001","null","null","7813","1537","null","null","25626","2625","null","null","17027","null","2509","null","6064","null","1262","null","2535","null","816","null","34731","null","3767","null","29876","null","3547","null","3224","null","1010","null","1631","863","null","null","96439","null","5241","null","91843","null","5374","null","3439","null","931","null","1157","473","null","null","3029","1047","null","null",
"0500000US48121","Denton County, Texas","228352","null","4506","null","166825","null","6231","null","4681","null","1705","null","0","null","249","null","0","null","249","null","4681","null","1705","null","3684","null","1191","null","58","null","97","null","0","249","null","null","3626","1166","null","null","7845","1850","null","null","0","249","null","null","588","444","null","null","7257","null","1916","null","19837","null","2781","null","1852","null","905","null","4239","null","1194","null","13746","2403","null","null","130533","null","5794","null","76961","null","4939","null","40115","4654","null","null","13457","2424","null","null","245","304","null","null","61527","null","4789","null","3517","null","1318","null","32","null","53","null","233","null","212","null","3252","null","1302","null","3195","null","926","null","416","null","288","null","1131","499","null","null","1648","697","null","null","4054","1290","null","null","1827","null","888","null","1330","null","586","null","897","null","582","null","8880","null","1967","null","5309","null","1399","null","3105","null","1478","null","466","383","null","null","40700","null","4137","null","39483","null","4131","null","1193","null","607","null","24","41","null","null","1181","809","null","null",
"0500000US48135","Ector County, Texas","43145","null","3068","null","22197","null","2777","null","1524","null","1085","null","0","null","249","null","0","null","249","null","1524","null","1085","null","2079","null","1571","null","0","null","249","null","0","249","null","null","2079","1571","null","null","1638","816","null","null","0","249","null","null","45","79","null","null","1593","null","816","null","5303","null","1878","null","928","null","821","null","2154","null","1162","null","2221","1181","null","null","11577","null","2173","null","6255","null","1696","null","4581","1460","null","null","741","640","null","null","76","133","null","null","20948","null","2819","null","4104","null","2083","null","352","null","359","null","1934","null","1737","null","1818","null","947","null","2895","null","1103","null","1606","null","872","null","818","625","null","null","471","518","null","null","3812","1678","null","null","2991","null","1520","null","821","null","611","null","0","null","249","null","3015","null","1199","null","2694","null","1005","null","321","null","355","null","0","249","null","null","6783","null","1931","null","6274","null","1921","null","509","null","630","null","0","249","null","null","339","392","null","null",
"0500000US48139","Ellis County, Texas","52769","null","2097","null","33162","null","2477","null","472","null","368","null","0","null","249","null","0","null","249","null","472","null","368","null","1689","null","1058","null","0","null","249","null","0","249","null","null","1689","1058","null","null","1908","782","null","null","59","103","null","null","183","155","null","null","1666","null","725","null","3795","null","1152","null","113","null","84","null","977","null","545","null","2705","979","null","null","25092","null","2212","null","16283","null","1889","null","7729","1737","null","null","1080","487","null","null","206","320","null","null","19607","null","2345","null","1283","null","566","null","48","null","83","null","28","null","34","null","1207","null","576","null","3385","null","1099","null","1756","null","957","null","756","450","null","null","873","546","null","null","1691","629","null","null","1407","null","534","null","268","null","234","null","16","null","30","null","2138","null","773","null","1808","null","704","null","330","null","281","null","0","249","null","null","11001","null","1910","null","10840","null","1938","null","33","null","41","null","128","229","null","null","109","138","null","null",
"0500000US48141","El Paso County, Texas","194311","null","5085","null","107060","null","5093","null","8977","null","2754","null","0","null","249","null","0","null","249","null","8977","null","2754","null","9342","null","2280","null","0","null","249","null","781","582","null","null","8561","2169","null","null","13595","2676","null","null","523","334","null","null","2821","942","null","null","10251","null","2429","null","23560","null","3236","null","5113","null","1400","null","12015","null","2009","null","6432","1989","null","null","50365","null","4141","null","38487","null","3706","null","9721","2111","null","null","2157","984","null","null","1221","752","null","null","87251","null","4525","null","16900","null","2416","null","2844","null","1147","null","4340","null","1540","null","9716","null","1792","null","14299","null","2204","null","7572","null","1425","null","4882","1265","null","null","1845","795","null","null","10701","1623","null","null","9467","null","1666","null","839","null","402","null","395","null","390","null","15863","null","2307","null","14959","null","2181","null","836","null","627","null","68","113","null","null","28368","null","2955","null","28368","null","2955","null","0","null","249","null","0","249","null","null","1120","586","null","null",
"0500000US48157","Fort Bend County, Texas","222933","null","7837","null","149608","null","8523","null","4479","null","1822","null","57","null","100","null","0","null","249","null","4422","null","1808","null","6869","null","3401","null","83","null","98","null","137","219","null","null","6649","3403","null","null","10030","3042","null","null","37","77","null","null","698","535","null","null","9295","null","2895","null","19401","null","3553","null","548","null","380","null","5457","null","2459","null","13396","2835","null","null","108210","null","7168","null","61930","null","5660","null","34602","5242","null","null","11678","3255","null","null","619","763","null","null","73325","null","5078","null","5698","null","1502","null","301","null","246","null","257","null","229","null","5140","null","1371","null","7404","null","1721","null","2885","null","1169","null","1670","793","null","null","2849","1161","null","null","6909","1642","null","null","3714","null","1322","null","1649","null","928","null","1546","null","774","null","11384","null","2459","null","7872","null","1740","null","3235","null","1782","null","277","248","null","null","41396","null","4244","null","38810","null","4154","null","1983","null","1345","null","603","551","null","null","534","568","null","null",
"0500000US48167","Galveston County, Texas","97487","null","3281","null","56755","null","3882","null","1843","null","916","null","0","null","249","null","0","null","249","null","1843","null","916","null","1505","null","844","null","0","null","249","null","0","249","null","null","1505","844","null","null","4225","1576","null","null","28","48","null","null","486","477","null","null","3711","null","1520","null","5646","null","1444","null","570","null","345","null","2132","null","1025","null","2944","1103","null","null","43115","null","3608","null","28569","null","3278","null","10906","2505","null","null","3640","1511","null","null","421","422","null","null","40732","null","3964","null","3787","null","1348","null","821","null","596","null","263","null","234","null","2703","null","1139","null","3848","null","1190","null","1544","null","972","null","1357","580","null","null","947","486","null","null","4631","1270","null","null","3379","null","1228","null","649","null","360","null","603","null","432","null","6162","null","1624","null","5272","null","1435","null","680","null","490","null","210","196","null","null","21444","null","3030","null","20325","null","3046","null","1074","null","672","null","45","76","null","null","860","560","null","null",
"0500000US48181","Grayson County, Texas","37773","null","1994","null","20480","null","2048","null","644","null","380","null","0","null","249","null","0","null","249","null","644","null","380","null","1068","null","529","null","0","null","249","null","0","249","null","null","1068","529","null","null","1837","742","null","null","15","27","null","null","796","463","null","null","1026","null","546","null","4833","null","1474","null","788","null","497","null","1797","null","963","null","2248","1022","null","null","12098","null","1558","null","7863","null","1353","null","3369","1253","null","null","866","524","null","null","0","249","null","null","17293","null","1708","null","1348","null","661","null","110","null","163","null","241","null","150","null","997","null","621","null","2639","null","854","null","958","null","550","null","708","515","null","null","973","461","null","null","1961","639","null","null","1409","null","533","null","341","null","281","null","211","null","211","null","4198","null","1072","null","3463","null","1020","null","661","null","494","null","74","124","null","null","6717","null","1425","null","6623","null","1429","null","94","null","109","null","0","249","null","null","430","316","null","null",
"0500000US48183","Gregg County, Texas","28155","null","1853","null","13466","null","1841","null","381","null","249","null","0","null","249","null","48","null","83","null","333","null","238","null","1084","null","554","null","175","null","197","null","62","105","null","null","847","501","null","null","706","522","null","null","343","423","null","null","185","203","null","null","178","null","155","null","2604","null","990","null","1162","null","640","null","727","null","497","null","715","390","null","null","8674","null","1617","null","6389","null","1379","null","1507","720","null","null","778","509","null","null","17","31","null","null","14689","null","1968","null","2215","null","901","null","690","null","412","null","440","null","366","null","1085","null","627","null","2193","null","867","null","1661","null","769","null","270","241","null","null","262","291","null","null","2448","796","null","null","1857","null","662","null","591","null","480","null","0","null","249","null","2727","null","879","null","2697","null","874","null","30","null","55","null","0","249","null","null","5052","null","1093","null","5029","null","1091","null","23","null","43","null","0","249","null","null","54","91","null","null",
"0500000US48187","Guadalupe County, Texas","48310","null","2573","null","29295","null","2669","null","672","null","498","null","0","null","249","null","0","null","249","null","672","null","498","null","1300","null","560","null","155","null","188","null","259","317","null","null","886","455","null","null","2521","1065","null","null","18","31","null","null","286","252","null","null","2217","null","1068","null","4460","null","1167","null","899","null","549","null","1458","null","630","null","2103","975","null","null","20258","null","2246","null","12793","null","2533","null","6701","1768","null","null","764","588","null","null","84","154","null","null","19015","null","2309","null","2043","null","798","null","83","null","83","null","586","null","457","null","1374","null","693","null","2718","null","906","null","1152","null","492","null","1383","678","null","null","183","200","null","null","2259","928","null","null","943","null","454","null","1182","null","827","null","134","null","137","null","3794","null","1185","null","3663","null","1158","null","81","null","99","null","50","84","null","null","7814","null","1529","null","7814","null","1529","null","0","null","249","null","0","249","null","null","387","531","null","null",
"0500000US48201","Harris County, Texas","949500","null","11730","null","549269","null","12239","null","24847","null","3817","null","0","null","249","null","191","null","235","null","24656","null","3818","null","30656","null","3542","null","125","null","161","null","1779","941","null","null","28752","3336","null","null","42109","4376","null","null","1808","716","null","null","5895","1727","null","null","34406","null","3860","null","78836","null","7248","null","10111","null","2206","null","29540","null","3911","null","39185","5708","null","null","369295","null","10124","null","234198","null","9770","null","102951","8271","null","null","32146","4137","null","null","3526","1366","null","null","400231","null","9358","null","47759","null","4842","null","5608","null","1753","null","7129","null","1660","null","35022","null","3839","null","44806","null","3805","null","18866","null","2277","null","12136","2203","null","null","13804","2333","null","null","42261","4440","null","null","29857","null","3729","null","8771","null","1972","null","3633","null","1122","null","66722","null","5359","null","57807","null","4939","null","6393","null","1791","null","2522","1340","null","null","191571","null","8365","null","185202","null","8127","null","4658","null","1485","null","1711","629","null","null","7112","1634","null","null",
"0500000US48203","Harrison County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US48209","Hays County, Texas","59665","null","2540","null","40480","null","2855","null","2900","null","1357","null","0","null","249","null","0","null","249","null","2900","null","1357","null","2997","null","1278","null","0","null","249","null","93","168","null","null","2904","1260","null","null","965","588","null","null","30","52","null","null","0","249","null","null","935","null","582","null","4182","null","1403","null","237","null","390","null","947","null","739","null","2998","1122","null","null","28647","null","2861","null","16134","null","2488","null","9399","2185","null","null","3114","1120","null","null","789","801","null","null","19185","null","2532","null","1860","null","871","null","0","null","249","null","524","null","456","null","1336","null","700","null","2101","null","1059","null","180","null","220","null","1192","964","null","null","729","440","null","null","1471","657","null","null","808","null","587","null","354","null","342","null","309","null","293","null","2661","null","1376","null","2111","null","1243","null","251","null","317","null","299","367","null","null","10621","null","1994","null","10302","null","1975","null","310","null","373","null","9","17","null","null","471","510","null","null",
"0500000US48213","Henderson County, Texas","24594","null","1787","null","10761","null","1684","null","330","null","287","null","0","null","249","null","0","null","249","null","330","null","287","null","651","null","367","null","103","null","117","null","72","87","null","null","476","340","null","null","1735","755","null","null","104","123","null","null","591","360","null","null","1040","null","672","null","2752","null","788","null","814","null","549","null","1537","null","595","null","401","304","null","null","5285","null","1381","null","3955","null","1113","null","959","667","null","null","371","429","null","null","8","15","null","null","13833","null","1800","null","3083","null","866","null","699","null","370","null","221","null","155","null","2163","null","807","null","2387","null","739","null","1428","null","568","null","705","394","null","null","254","232","null","null","2154","801","null","null","2112","null","793","null","33","null","42","null","9","null","18","null","2758","null","872","null","2545","null","848","null","213","null","303","null","0","249","null","null","3357","null","1074","null","3350","null","1073","null","7","null","13","null","0","249","null","null","94","89","null","null",
"0500000US48215","Hidalgo County, Texas","174927","null","4936","null","66659","null","4510","null","4216","null","1200","null","0","null","249","null","0","null","249","null","4216","null","1200","null","8069","null","2085","null","543","null","497","null","483","399","null","null","7043","1936","null","null","7344","1762","null","null","1098","710","null","null","2021","1006","null","null","4225","null","1413","null","11510","null","1954","null","3999","null","1377","null","4614","null","1216","null","2897","977","null","null","35050","null","3557","null","24586","null","3004","null","8474","1746","null","null","1990","945","null","null","470","373","null","null","108268","null","4939","null","24678","null","2841","null","4714","null","1181","null","6117","null","1645","null","13847","null","2303","null","19345","null","2842","null","11988","null","2149","null","5143","1430","null","null","2214","1023","null","null","13248","2269","null","null","12032","null","2162","null","1038","null","677","null","178","null","222","null","21615","null","3355","null","20316","null","3023","null","1016","null","761","null","283","446","null","null","28054","null","3063","null","28021","null","3065","null","33","null","56","null","0","249","null","null","1328","626","null","null",
"0500000US48231","Hunt County, Texas","25254","null","2008","null","12716","null","1728","null","847","null","561","null","0","null","249","null","0","null","249","null","847","null","561","null","998","null","543","null","0","null","249","null","149","235","null","null","849","472","null","null","1504","672","null","null","57","102","null","null","380","457","null","null","1067","null","513","null","1589","null","760","null","258","null","166","null","418","null","288","null","913","603","null","null","7730","null","1350","null","5007","null","1269","null","1777","659","null","null","946","520","null","null","48","78","null","null","12538","null","1434","null","2154","null","895","null","329","null","263","null","247","null","310","null","1578","null","769","null","2101","null","889","null","1009","null","650","null","919","561","null","null","173","126","null","null","1624","818","null","null","1452","null","804","null","172","null","215","null","0","null","249","null","2280","null","1010","null","1980","null","901","null","283","null","282","null","17","27","null","null","4307","null","923","null","4280","null","915","null","27","null","49","null","0","249","null","null","72","122","null","null",
"0500000US48245","Jefferson County, Texas","58748","null","2969","null","25702","null","2653","null","1152","null","635","null","0","null","249","null","0","null","249","null","1152","null","635","null","1171","null","517","null","115","null","193","null","148","185","null","null","908","457","null","null","1160","493","null","null","168","208","null","null","374","280","null","null","618","null","380","null","5382","null","1426","null","977","null","470","null","1852","null","745","null","2553","1063","null","null","16791","null","2280","null","11704","null","1862","null","4330","1254","null","null","757","558","null","null","46","80","null","null","33046","null","2581","null","3940","null","981","null","906","null","367","null","516","null","276","null","2518","null","842","null","4870","null","1096","null","2681","null","771","null","1405","549","null","null","784","482","null","null","5204","1242","null","null","4131","null","1097","null","943","null","557","null","130","null","168","null","4946","null","1093","null","4855","null","1095","null","91","null","135","null","0","249","null","null","13473","null","1821","null","13427","null","1824","null","46","null","75","null","0","249","null","null","613","489","null","null",
"0500000US48251","Johnson County, Texas","49582","null","2262","null","28364","null","2209","null","915","null","695","null","0","null","249","null","0","null","249","null","915","null","695","null","737","null","381","null","0","null","249","null","0","249","null","null","737","381","null","null","2574","1007","null","null","0","249","null","null","292","265","null","null","2282","null","952","null","5217","null","1313","null","1003","null","617","null","1873","null","729","null","2341","899","null","null","18799","null","2047","null","11876","null","1766","null","5992","1492","null","null","931","561","null","null","122","166","null","null","21218","null","1928","null","2625","null","961","null","178","null","182","null","1043","null","850","null","1404","null","557","null","2058","null","678","null","1040","null","465","null","602","386","null","null","416","235","null","null","2819","945","null","null","2359","null","871","null","322","null","245","null","138","null","198","null","3813","null","1094","null","3546","null","1074","null","267","null","237","null","0","249","null","null","9535","null","1782","null","9395","null","1762","null","140","null","247","null","0","249","null","null","368","381","null","null",
"0500000US48257","Kaufman County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US48291","Liberty County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US48303","Lubbock County, Texas","70118","null","2502","null","39245","null","2389","null","1729","null","807","null","0","null","249","null","0","null","249","null","1729","null","807","null","1985","null","754","null","60","null","81","null","79","94","null","null","1846","738","null","null","2138","711","null","null","39","62","null","null","312","248","null","null","1787","null","731","null","6492","null","1511","null","944","null","507","null","3179","null","1152","null","2369","879","null","null","26631","null","2511","null","17988","null","2447","null","6333","1586","null","null","2310","870","null","null","270","433","null","null","30873","null","2386","null","5242","null","1385","null","571","null","381","null","842","null","513","null","3829","null","1268","null","3975","null","1019","null","1876","null","738","null","1047","453","null","null","1052","580","null","null","3404","940","null","null","2534","null","840","null","564","null","364","null","306","null","335","null","5669","null","1210","null","4998","null","1205","null","671","null","454","null","0","249","null","null","12556","null","1810","null","12494","null","1819","null","62","null","76","null","0","249","null","null","27","46","null","null",
